prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the daughter supplied the wire to it .,an uncle saved an anchor for us .,PD,PD,SUPPLY,SAVE,THE,A,to,for,-46.070343017578125,"[-6.030651, -8.443308, -9.337315, -4.6002846, -8.215203, -3.589859, -4.6935735, -1.1601521]"
the daughter supplied the wire to it .,an uncle saved us an anchor .,PD,DO,SUPPLY,SAVE,THE,A,to,for,-48.410369873046875,"[-6.030651, -8.443308, -9.337315, -5.889517, -5.303498, -10.825363, -2.580722]"
the daughter supplied the wire to us .,a sheriff got a chicken for him .,PD,PD,SUPPLY,GET,THE,A,to,for,-43.38946533203125,"[-3.853556, -8.771121, -8.538502, -1.3443253, -10.272465, -4.064361, -5.1391335, -1.4059999]"
the daughter supplied the wire to us .,a sheriff got him a chicken .,PD,DO,SUPPLY,GET,THE,A,to,for,-39.198463439941406,"[-3.853556, -8.771121, -8.538502, -4.8749666, -2.1320453, -8.9751, -2.0531745]"
the daughter supplied the wire to you .,a manager got a beer for us .,PD,PD,SUPPLY,GET,THE,A,to,for,-39.74798583984375,"[-3.8569896, -8.704395, -7.9910793, -1.7981617, -8.033491, -2.7663336, -5.093727, -1.5038109]"
the daughter supplied the wire to you .,a manager got us a beer .,PD,DO,SUPPLY,GET,THE,A,to,for,-37.51515197753906,"[-3.8569896, -8.704395, -7.9910793, -6.7257023, -1.7641821, -6.1625133, -2.3102863]"
the daughter supplied them the chocolate .,a winner delivered a beer for me .,DO,PD,SUPPLY,DELIVER,THE,A,to,for,-40.4525146484375,"[-3.8595665, -10.028439, -9.642643, -1.895775, -7.07105, -2.7994177, -4.021288, -1.1343358]"
the daughter supplied them the chocolate .,a winner delivered me a beer .,DO,DO,SUPPLY,DELIVER,THE,A,to,for,-37.51789093017578,"[-3.8595665, -10.028439, -9.642643, -6.6542377, -1.1546907, -4.983383, -1.1949304]"
the daughter supplied us the wire .,a sheriff got a chicken for him .,DO,PD,SUPPLY,GET,THE,A,to,for,-42.2386589050293,"[-3.8646483, -8.800486, -8.238601, -1.5103414, -9.835542, -3.8726976, -4.92588, -1.1904627]"
the daughter supplied us the wire .,a sheriff got him a chicken .,DO,DO,SUPPLY,GET,THE,A,to,for,-37.629425048828125,"[-3.8646483, -8.800486, -8.238601, -4.540703, -1.8894496, -8.904241, -1.3912964]"
the daughter supplied you the wire .,a manager got a beer for us .,DO,PD,SUPPLY,GET,THE,A,to,for,-39.47679138183594,"[-3.8429573, -8.667017, -7.786745, -1.9312038, -7.7399073, -2.768214, -5.201657, -1.5390882]"
the daughter supplied you the wire .,a manager got us a beer .,DO,DO,SUPPLY,GET,THE,A,to,for,-36.48672866821289,"[-3.8429573, -8.667017, -7.786745, -6.286174, -1.6721275, -6.233431, -1.998277]"
the daughter threw me the pie .,a brother left a machine for you .,DO,PD,THROW,LEAVE,THE,A,to,for,-41.349361419677734,"[-3.9022636, -8.813312, -6.7586846, -2.576731, -10.66129, -3.3787212, -4.0667834, -1.1915748]"
the daughter threw me the pie .,a brother left you a machine .,DO,DO,THROW,LEAVE,THE,A,to,for,-38.046714782714844,"[-3.9022636, -8.813312, -6.7586846, -4.765808, -2.2048843, -10.228039, -1.3737216]"
the daughter threw the card to you .,a scientist sold a beer to him .,PD,PD,THROW,SELL,THE,A,to,to,-37.481849670410156,"[-3.856833, -8.14969, -10.341981, -1.4998556, -7.0539994, -0.6877099, -4.743942, -1.1478388]"
the daughter threw the card to you .,a scientist sold him a beer .,PD,DO,THROW,SELL,THE,A,to,to,-35.820716857910156,"[-3.856833, -8.14969, -10.341981, -5.119515, -0.9285153, -5.8287497, -1.5954323]"
the daughter threw the card to you .,a chief designed a pot for him .,PD,PD,THROW,DESIGN,THE,A,to,for,-44.236202239990234,"[-3.856833, -9.071286, -11.254149, -2.5562606, -9.115182, -2.614309, -4.4147716, -1.3534113]"
the daughter threw the card to you .,a chief designed him a pot .,PD,DO,THROW,DESIGN,THE,A,to,for,-42.65389633178711,"[-3.856833, -9.071286, -11.254149, -5.369984, -2.7698765, -8.208423, -2.1233459]"
the daughter threw the pie to me .,a brother left a machine for you .,PD,PD,THROW,LEAVE,THE,A,to,for,-40.710689544677734,"[-3.8827448, -8.814251, -6.753102, -1.7993906, -10.851009, -3.1776574, -4.1220975, -1.3104374]"
the daughter threw the pie to me .,a brother left you a machine .,PD,DO,THROW,LEAVE,THE,A,to,for,-40.02061462402344,"[-3.8827448, -8.814251, -6.753102, -6.1562853, -1.7204725, -10.809443, -1.8843161]"
the daughter threw the salad to you .,a manager kept a beer for me .,PD,PD,THROW,KEEP,THE,A,to,for,-40.45807647705078,"[-3.8818378, -8.648031, -8.681692, -2.891359, -7.3741755, -4.268775, -3.1900196, -1.5221885]"
the daughter threw the salad to you .,a manager kept me a beer .,PD,DO,THROW,KEEP,THE,A,to,for,-39.02381896972656,"[-3.8818378, -8.648031, -8.681692, -4.094282, -5.379761, -5.6982155, -2.6399984]"
the daughter threw you the card .,a scientist sold a beer to him .,DO,PD,THROW,SELL,THE,A,to,to,-37.874176025390625,"[-3.8573952, -8.041669, -10.152201, -1.7382971, -6.9269133, -1.0416553, -4.8680725, -1.2479718]"
the daughter threw you the card .,a scientist sold him a beer .,DO,DO,THROW,SELL,THE,A,to,to,-34.814697265625,"[-3.8573952, -8.041669, -10.152201, -4.533114, -1.0874233, -5.7516036, -1.3912913]"
