prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the writer threw the glass to us .,a secretary sent a crystal to you .,PD,PD,THROW,SEND,THE,A,to,to,-40.73554611206055,"[-3.833373, -10.211341, -6.320381, -1.5025661, -9.893131, -2.1951544, -5.5430007, -1.2365994]"
the writer threw the glass to us .,a secretary sent you a crystal .,PD,DO,THROW,SEND,THE,A,to,to,-40.31292724609375,"[-3.833373, -10.211341, -6.320381, -6.7654457, -1.0160911, -8.748074, -3.4182186]"
the writer threw the glass to you .,an opponent caught an anchor for me .,PD,PD,THROW,CATCH,THE,A,to,for,-46.54059982299805,"[-6.051942, -8.280576, -7.8245764, -5.4563394, -7.965007, -3.689483, -6.083426, -1.1892511]"
the writer threw the glass to you .,an opponent caught me an anchor .,PD,DO,THROW,CATCH,THE,A,to,for,-46.718658447265625,"[-6.051942, -8.280576, -7.8245764, -6.288256, -7.4175334, -9.004625, -1.851148]"
the writer threw the pie to me .,a physician kept a card for us .,PD,PD,THROW,KEEP,THE,A,to,for,-39.48321533203125,"[-3.8413055, -9.013608, -8.86763, -1.7649556, -7.053752, -2.544092, -5.05599, -1.3418816]"
the writer threw the pie to me .,a physician kept us a card .,PD,DO,THROW,KEEP,THE,A,to,for,-44.288692474365234,"[-3.8413055, -9.013608, -8.86763, -5.9884768, -5.5740337, -8.494358, -2.5092793]"
the writer threw the tea to you .,a prince sent a pie to me .,PD,PD,THROW,SEND,THE,A,to,to,-37.57892990112305,"[-3.8250031, -10.665899, -6.165056, -1.7672954, -10.522934, -0.4086987, -3.3974614, -0.8265817]"
the writer threw the tea to you .,a prince sent me a pie .,PD,DO,THROW,SEND,THE,A,to,to,-35.96030807495117,"[-3.8250031, -10.665899, -6.165056, -3.9296956, -1.2993578, -8.891999, -1.1832964]"
the writer threw us the bell .,a manager saved an anchor for me .,DO,PD,THROW,SAVE,THE,A,to,for,-44.46662902832031,"[-3.8307743, -8.676863, -10.113391, -4.2769995, -7.3592777, -3.8676143, -4.993368, -1.3483437]"
the writer threw us the bell .,a manager saved me an anchor .,DO,DO,THROW,SAVE,THE,A,to,for,-45.768829345703125,"[-3.8307743, -8.676863, -10.113391, -4.0386486, -4.9219894, -11.435889, -2.751276]"
the writer threw us the button .,a priest bought a coffee for me .,DO,PD,THROW,BUY,THE,A,to,for,-37.70008850097656,"[-3.851855, -8.115595, -9.015749, -1.1048985, -6.6468916, -3.49195, -4.0612154, -1.4119331]"
the writer threw us the button .,a priest bought me a coffee .,DO,DO,THROW,BUY,THE,A,to,for,-31.96847152709961,"[-3.851855, -8.115595, -9.015749, -4.181095, -0.74765193, -4.2806573, -1.7758694]"
the writer threw us the cigarette .,an opponent got an engine for her .,DO,PD,THROW,GET,THE,A,to,for,-45.000911712646484,"[-6.0037613, -8.376804, -7.8784456, -4.5627193, -7.845314, -4.431324, -3.2008743, -2.7016668]"
the writer threw us the cigarette .,an opponent got her an engine .,DO,DO,THROW,GET,THE,A,to,for,-43.246368408203125,"[-6.0037613, -8.376804, -7.8784456, -4.116041, -6.0463896, -9.245869, -1.5790584]"
the writer threw us the glass .,a secretary sent a crystal to you .,DO,PD,THROW,SEND,THE,A,to,to,-42.64524841308594,"[-3.8513134, -10.173013, -6.184234, -1.588267, -9.750903, -3.2412028, -6.5607023, -1.2956116]"
the writer threw us the glass .,a secretary sent you a crystal .,DO,DO,THROW,SEND,THE,A,to,to,-38.86030197143555,"[-3.8513134, -10.173013, -6.184234, -5.9516797, -1.0559042, -8.419045, -3.2251139]"
the writer threw you the beer .,a champion left a cheese for it .,DO,PD,THROW,LEAVE,THE,A,to,for,-48.657798767089844,"[-3.8243055, -9.271313, -7.279717, -3.52373, -12.445774, -4.8034134, -6.697573, -0.81197417]"
the writer threw you the beer .,a champion left it a cheese .,DO,DO,THROW,LEAVE,THE,A,to,for,-43.447593688964844,"[-3.8243055, -9.271313, -7.279717, -4.6505575, -5.144944, -11.877474, -1.3992827]"
the writer threw you the box .,a physician got a meal for them .,DO,PD,THROW,GET,THE,A,to,for,-44.530555725097656,"[-3.8177977, -8.991037, -8.328791, -1.6788396, -10.61075, -2.2300596, -7.659423, -1.213855]"
the writer threw you the box .,a physician got them a meal .,DO,DO,THROW,GET,THE,A,to,for,-40.561431884765625,"[-3.8177977, -8.991037, -8.328791, -7.193265, -2.6343887, -8.191807, -1.4043483]"
the writer threw you the glass .,an opponent caught an anchor for me .,DO,PD,THROW,CATCH,THE,A,to,for,-46.77540588378906,"[-6.024452, -8.270658, -7.0372896, -5.150617, -8.243673, -4.1252527, -6.7474813, -1.1759825]"
the writer threw you the glass .,an opponent caught me an anchor .,DO,DO,THROW,CATCH,THE,A,to,for,-45.507659912109375,"[-6.024452, -8.270658, -7.0372896, -5.4394937, -7.658799, -9.203681, -1.8732865]"
the writer threw you the tea .,a prince sent a pie to me .,DO,PD,THROW,SEND,THE,A,to,to,-39.248016357421875,"[-3.8395798, -10.485624, -6.2785854, -1.7298518, -10.75838, -0.8666761, -4.3951464, -0.8941733]"
the writer threw you the tea .,a prince sent me a pie .,DO,DO,THROW,SEND,THE,A,to,to,-35.13286590576172,"[-3.8395798, -10.485624, -6.2785854, -3.6481714, -1.4361042, -8.620508, -0.82429284]"
the writer took her the cigarette .,an adult supplied a coffee to you .,DO,PD,TAKE,SUPPLY,THE,A,to,to,-46.937583923339844,"[-5.9794054, -6.54656, -13.546158, -2.6943696, -6.6290345, -2.627098, -7.8323107, -1.0826479]"
the writer took her the cigarette .,an adult supplied you a coffee .,DO,DO,TAKE,SUPPLY,THE,A,to,to,-43.551612854003906,"[-5.9794054, -6.54656, -13.546158, -6.584113, -4.264354, -5.0861692, -1.5448551]"
the writer took him the cigarette .,a guest gave a chocolate to it .,DO,PD,TAKE,GIVE,THE,A,to,to,-47.43833923339844,"[-3.8286371, -7.8124146, -9.516205, -2.4734378, -10.411016, -5.631877, -6.8886976, -0.87605435]"
the writer took him the cigarette .,a guest gave it a chocolate .,DO,DO,TAKE,GIVE,THE,A,to,to,-42.15394973754883,"[-3.8286371, -7.8124146, -9.516205, -4.998902, -1.3859999, -10.451118, -4.160675]"
the writer took him the machine .,a captain sold a beer to it .,DO,PD,TAKE,SELL,THE,A,to,to,-43.99248123168945,"[-3.7927995, -10.116559, -10.144771, -2.4371967, -7.1470814, -1.094389, -7.9398603, -1.3198241]"
the writer took him the machine .,a captain sold it a beer .,DO,DO,TAKE,SELL,THE,A,to,to,-44.17623519897461,"[-3.7927995, -10.116559, -10.144771, -5.2028027, -6.120054, -6.8626842, -1.9365641]"
the writer took me the bag .,a professor sent a machine to them .,DO,PD,TAKE,SEND,THE,A,to,to,-43.228721618652344,"[-3.8118808, -7.4754004, -7.7069025, -2.1245887, -10.891485, -1.4918098, -8.799906, -0.92674774]"
the writer took me the bag .,a professor sent them a machine .,DO,DO,TAKE,SEND,THE,A,to,to,-40.61878967285156,"[-3.8118808, -7.4754004, -7.7069025, -7.046524, -1.2569153, -11.067082, -2.2540827]"
the writer took me the bag .,a minister threw a computer to you .,DO,PD,TAKE,THROW,THE,A,to,to,-48.76146697998047,"[-3.8118808, -9.158389, -8.894724, -1.4304824, -10.842766, -3.1615274, -9.880884, -1.5808104]"
the writer took me the bag .,a minister threw you a computer .,DO,DO,TAKE,THROW,THE,A,to,to,-47.332550048828125,"[-3.8118808, -9.158389, -8.894724, -9.453047, -1.1764972, -12.746931, -2.0910845]"
the writer took the bag to me .,a professor sent a machine to them .,PD,PD,TAKE,SEND,THE,A,to,to,-41.199710845947266,"[-3.7979026, -7.6592636, -7.8218045, -1.6500008, -10.842563, -0.9453509, -7.7092576, -0.7735674]"
the writer took the bag to me .,a professor sent them a machine .,PD,DO,TAKE,SEND,THE,A,to,to,-41.244049072265625,"[-3.7979026, -7.6592636, -7.8218045, -7.088275, -1.0858301, -11.074825, -2.7161508]"
the writer took the bag to me .,a minister threw a computer to you .,PD,PD,TAKE,THROW,THE,A,to,to,-45.548683166503906,"[-3.7979026, -9.2458515, -9.121441, -1.164275, -10.656998, -2.2774277, -8.06493, -1.2198541]"
the writer took the bag to me .,a minister threw you a computer .,PD,DO,TAKE,THROW,THE,A,to,to,-47.4616813659668,"[-3.7979026, -9.2458515, -9.121441, -9.592693, -1.2767574, -11.936064, -2.4909723]"
the writer took the cigarette to her .,an adult supplied a coffee to you .,PD,PD,TAKE,SUPPLY,THE,A,to,to,-45.7913818359375,"[-6.0316534, -6.602999, -13.721018, -2.669255, -6.2998123, -1.957297, -7.64184, -0.86750877]"
the writer took the cigarette to her .,an adult supplied you a coffee .,PD,DO,TAKE,SUPPLY,THE,A,to,to,-44.439876556396484,"[-6.0316534, -6.602999, -13.721018, -6.5942, -4.4725356, -5.123957, -1.8935143]"
