prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a woman showed me a flower .,the guest made the jacket for us .,DO,PD,SHOW,MAKE,A,THE,to,for,-41.87708282470703,"[-3.157104, -9.9581995, -7.369433, -2.5283494, -11.1863785, -3.6421518, -2.9970033, -1.038466]"
a woman showed me a flower .,the guest made us the jacket .,DO,DO,SHOW,MAKE,A,THE,to,for,-42.29973220825195,"[-3.157104, -9.9581995, -7.369433, -5.6608157, -4.6761236, -10.142689, -1.3353685]"
a woman showed them an iron .,the cop threw the pie to it .,DO,PD,SHOW,THROW,A,THE,to,to,-44.19953918457031,"[-3.1243203, -10.012274, -8.558142, -1.4395742, -9.366721, -3.8842716, -6.696438, -1.1177979]"
a woman showed them an iron .,the cop threw it the pie .,DO,DO,SHOW,THROW,A,THE,to,to,-45.85631561279297,"[-3.1243203, -10.012274, -8.558142, -5.051923, -6.375138, -11.90158, -0.8329422]"
a woman showed us a flower .,the priest saved the machine for you .,DO,PD,SHOW,SAVE,A,THE,to,for,-45.36114501953125,"[-3.1513882, -9.8770485, -9.658022, -1.3309273, -10.710318, -4.58965, -5.4125514, -0.6312401]"
a woman showed us a flower .,the priest saved you the machine .,DO,DO,SHOW,SAVE,A,THE,to,for,-47.14524459838867,"[-3.1513882, -9.8770485, -9.658022, -6.2741, -5.43178, -11.599334, -1.1535723]"
a woman showed us a pie .,the lawyer supplied the tea to it .,DO,PD,SHOW,SUPPLY,A,THE,to,to,-45.01280975341797,"[-3.155146, -8.784432, -11.286159, -1.7190208, -9.388805, -2.1971962, -7.573742, -0.9083075]"
a woman showed us a pie .,the lawyer supplied it the tea .,DO,DO,SHOW,SUPPLY,A,THE,to,to,-45.4282341003418,"[-3.155146, -8.784432, -11.286159, -6.1691504, -6.0033975, -9.130987, -0.8989618]"
a woman showed you a beer .,the physician took the newspaper to it .,DO,PD,SHOW,TAKE,A,THE,to,to,-42.498924255371094,"[-3.149968, -11.021098, -6.1793756, -1.6350145, -7.7976866, -1.9679402, -7.656296, -3.0915465]"
a woman showed you a beer .,the physician took it the newspaper .,DO,DO,SHOW,TAKE,A,THE,to,to,-42.818397521972656,"[-3.149968, -11.021098, -6.1793756, -4.274926, -4.902506, -10.389712, -2.9008112]"
a woman showed you an iron .,the father gave the hat to me .,DO,PD,SHOW,GIVE,A,THE,to,to,-35.985816955566406,"[-3.148705, -7.5494, -8.332337, -1.996946, -9.607558, -0.39335456, -3.753419, -1.204094]"
