prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a champion caught him an engine .,the business designed the gun for them .,DO,PD,CATCH,DESIGN,A,THE,for,for,-39.93437194824219,"[-2.9861512, -8.204475, -10.935651, -2.4088635, -7.4360714, -2.3591304, -4.8889275, -0.7150991]"
a champion caught him an engine .,the business designed them the gun .,DO,DO,CATCH,DESIGN,A,THE,for,for,-40.37297058105469,"[-2.9861512, -8.204475, -10.935651, -5.659001, -4.817091, -6.8516893, -0.9189115]"
a champion caught me a card .,the guy gave the meal to us .,DO,PD,CATCH,GIVE,A,THE,for,to,-36.99597930908203,"[-2.935534, -7.8503995, -6.975848, -3.9209704, -9.685929, -0.96392596, -3.7240336, -0.9393415]"
a champion caught me a card .,the guy gave us the meal .,DO,DO,CATCH,GIVE,A,THE,for,to,-33.04270935058594,"[-2.935534, -7.8503995, -6.975848, -3.2748227, -1.87492, -9.171636, -0.9595514]"
a champion caught me a computer .,the princess drew the telephone for you .,DO,PD,CATCH,DRAW,A,THE,for,for,-44.44282531738281,"[-2.9201138, -10.547991, -8.89299, -2.5012503, -9.592446, -4.331408, -5.110221, -0.54640436]"
a champion caught me a computer .,the princess drew you the telephone .,DO,DO,CATCH,DRAW,A,THE,for,for,-41.02789306640625,"[-2.9201138, -10.547991, -8.89299, -6.01667, -2.9679925, -9.154826, -0.5273079]"
a champion caught them a machine .,the leader bought the tea for us .,DO,PD,CATCH,BUY,A,THE,for,for,-43.55139923095703,"[-2.9387643, -7.0823846, -14.789746, -1.4145708, -9.257057, -2.3084464, -4.7215414, -1.0388879]"
a champion caught them a machine .,the leader bought us the tea .,DO,DO,CATCH,BUY,A,THE,for,for,-43.31957244873047,"[-2.9387643, -7.0823846, -14.789746, -5.958747, -2.78405, -8.922086, -0.8437936]"
a champion caught us a machine .,the opponent took the engine to you .,DO,PD,CATCH,TAKE,A,THE,for,to,-38.33715057373047,"[-2.9132805, -10.323219, -5.527173, -1.6129575, -9.246208, -2.4811382, -5.3928905, -0.8402842]"
a champion caught us a machine .,the opponent took you the engine .,DO,DO,CATCH,TAKE,A,THE,for,to,-38.868167877197266,"[-2.9132805, -10.323219, -5.527173, -5.791846, -4.0454497, -9.277604, -0.9895966]"
a champion caught you a computer .,the man fed the cheese to him .,DO,PD,CATCH,FEED,A,THE,for,to,-38.86255645751953,"[-2.9170303, -5.6350846, -12.393814, -1.6945223, -8.643478, -1.1424038, -4.7767973, -1.6594284]"
a champion caught you a computer .,the man fed him the cheese .,DO,DO,CATCH,FEED,A,THE,for,to,-34.48260498046875,"[-2.9170303, -5.6350846, -12.393814, -4.3883452, -2.3833926, -5.8239136, -0.94102436]"
a champion delivered a coffee for him .,the wife got the key for us .,PD,PD,DELIVER,GET,A,THE,for,for,-39.139366149902344,"[-2.918428, -8.752403, -8.91081, -2.7974863, -6.738119, -3.2489948, -4.8485494, -0.9245745]"
a champion delivered a coffee for him .,the wife got us the key .,PD,DO,DELIVER,GET,A,THE,for,for,-38.551795959472656,"[-2.918428, -8.752403, -8.91081, -6.6131916, -3.877623, -5.965027, -1.5143137]"
a champion delivered a coffee for him .,the writer kept the chocolate for you .,PD,PD,DELIVER,KEEP,A,THE,for,for,-42.26234436035156,"[-2.918428, -7.7361813, -9.813321, -3.4972694, -9.154745, -3.0594487, -5.462458, -0.6204902]"
a champion delivered a coffee for him .,the writer kept you the chocolate .,PD,DO,DELIVER,KEEP,A,THE,for,for,-46.53135681152344,"[-2.918428, -7.7361813, -9.813321, -6.5496883, -7.3107343, -10.82773, -1.3752716]"
a champion delivered a coffee for him .,the parent fed the chocolate to us .,PD,PD,DELIVER,FEED,A,THE,for,to,-42.10224533081055,"[-2.918428, -9.118917, -12.637744, -1.3599128, -6.4042883, -3.5676537, -5.3455873, -0.7497128]"
a champion delivered a coffee for him .,the parent fed us the chocolate .,PD,DO,DELIVER,FEED,A,THE,for,to,-41.72658920288086,"[-2.918428, -9.118917, -12.637744, -6.7620044, -3.0170522, -6.116912, -1.1555307]"
a champion delivered a coffee for you .,the candidate left the knife for him .,PD,PD,DELIVER,LEAVE,A,THE,for,for,-40.439666748046875,"[-2.9036076, -9.339109, -8.3179245, -1.5141002, -10.235205, -3.4141736, -4.1418447, -0.57370216]"
a champion delivered a coffee for you .,the candidate left him the knife .,PD,DO,DELIVER,LEAVE,A,THE,for,for,-39.593135833740234,"[-2.9036076, -9.339109, -8.3179245, -5.094816, -4.410177, -8.148386, -1.3791149]"
a champion delivered him a coffee .,the wife got the key for us .,DO,PD,DELIVER,GET,A,THE,for,for,-40.91919708251953,"[-2.997871, -8.706792, -8.887152, -3.2470877, -7.254136, -4.1398807, -4.688374, -0.9979032]"
a champion delivered him a coffee .,the wife got us the key .,DO,DO,DELIVER,GET,A,THE,for,for,-38.77325439453125,"[-2.997871, -8.706792, -8.887152, -6.1901283, -4.4319406, -6.2508307, -1.3085389]"
a champion delivered him a coffee .,the writer kept the chocolate for you .,DO,PD,DELIVER,KEEP,A,THE,for,for,-45.674137115478516,"[-2.997871, -7.762915, -9.294102, -4.7588673, -9.248405, -4.550353, -6.359991, -0.70163274]"
a champion delivered him a coffee .,the writer kept you the chocolate .,DO,DO,DELIVER,KEEP,A,THE,for,for,-46.87518310546875,"[-2.997871, -7.762915, -9.294102, -7.476145, -7.78601, -10.451624, -1.1065176]"
a champion delivered him a coffee .,the parent fed the chocolate to us .,DO,PD,DELIVER,FEED,A,THE,for,to,-43.10032653808594,"[-2.997871, -9.083031, -12.088357, -2.0459037, -6.8077955, -3.1694627, -6.20645, -0.7014543]"
a champion delivered him a coffee .,the parent fed us the chocolate .,DO,DO,DELIVER,FEED,A,THE,for,to,-40.012786865234375,"[-2.997871, -9.083031, -12.088357, -6.0289187, -3.1992092, -5.6011076, -1.014295]"
a champion delivered you a coffee .,the candidate left the knife for him .,DO,PD,DELIVER,LEAVE,A,THE,for,for,-41.157352447509766,"[-2.9472816, -9.344579, -8.098594, -1.7013547, -10.194668, -4.397393, -3.57547, -0.8980134]"
a champion delivered you a coffee .,the candidate left him the knife .,DO,DO,DELIVER,LEAVE,A,THE,for,for,-38.87584686279297,"[-2.9472816, -9.344579, -8.098594, -5.00224, -4.4512267, -7.9712343, -1.060694]"
a champion designed a bowl for them .,the cousin left the chicken for you .,PD,PD,DESIGN,LEAVE,A,THE,for,for,-40.56182098388672,"[-2.9375074, -11.61365, -7.6002235, -1.7250652, -9.525157, -3.0489361, -3.4177303, -0.69355255]"
a champion designed a bowl for them .,the cousin left you the chicken .,PD,DO,DESIGN,LEAVE,A,THE,for,for,-41.4450798034668,"[-2.9375074, -11.61365, -7.6002235, -5.32335, -4.2504463, -8.262994, -1.4569069]"
a champion designed a bowl for us .,the professor got the cheese for me .,PD,PD,DESIGN,GET,A,THE,for,for,-38.95684051513672,"[-2.937041, -9.145538, -6.89737, -2.832437, -10.37777, -3.1021268, -2.9965646, -0.66799164]"
a champion designed a bowl for us .,the professor got me the cheese .,PD,DO,DESIGN,GET,A,THE,for,for,-36.76548385620117,"[-2.937041, -9.145538, -6.89737, -4.061688, -3.0696054, -9.309008, -1.3452327]"
a champion designed a crystal for you .,the buddy supplied the tea to me .,PD,PD,DESIGN,SUPPLY,A,THE,for,to,-42.06203842163086,"[-2.9221964, -12.350405, -10.415767, -2.0243704, -8.894868, -3.226913, -1.2115252, -1.0159955]"
a champion designed a crystal for you .,the buddy supplied me the tea .,PD,DO,DESIGN,SUPPLY,A,THE,for,to,-40.757408142089844,"[-2.9221964, -12.350405, -10.415767, -2.0203707, -3.0656946, -8.430679, -1.5522981]"
a champion designed a motor for you .,the chief gave the instrument to me .,PD,PD,DESIGN,GIVE,A,THE,for,to,-43.162288665771484,"[-2.9217288, -8.042766, -11.85256, -2.0560656, -12.157602, -2.210473, -2.08946, -1.8316344]"
a champion designed a motor for you .,the chief gave me the instrument .,PD,DO,DESIGN,GIVE,A,THE,for,to,-41.608123779296875,"[-2.9217288, -8.042766, -11.85256, -3.9397879, -2.0873442, -10.201611, -2.562323]"
a champion designed a wire for me .,the actress sent the candy to him .,PD,PD,DESIGN,SEND,A,THE,for,to,-40.56731414794922,"[-2.9225214, -9.779625, -7.63198, -2.7428355, -9.973502, -1.1676931, -5.1020837, -1.2470748]"
a champion designed a wire for me .,the actress sent him the candy .,PD,DO,DESIGN,SEND,A,THE,for,to,-39.524314880371094,"[-2.9225214, -9.779625, -7.63198, -5.031795, -3.2242596, -9.321903, -1.6122273]"
a champion designed me a wire .,the actress sent the candy to him .,DO,PD,DESIGN,SEND,A,THE,for,to,-41.029884338378906,"[-2.9722133, -9.677798, -7.7385454, -2.8919506, -10.099371, -1.3975892, -4.7063494, -1.5460699]"
a champion designed me a wire .,the actress sent him the candy .,DO,DO,DESIGN,SEND,A,THE,for,to,-39.434024810791016,"[-2.9722133, -9.677798, -7.7385454, -4.781889, -3.3952196, -9.499029, -1.3693323]"
a champion designed them a bowl .,the cousin left the chicken for you .,DO,PD,DESIGN,LEAVE,A,THE,for,for,-41.74797821044922,"[-2.969836, -11.564084, -7.6855965, -1.869085, -9.280213, -3.9561515, -3.5181384, -0.90487444]"
a champion designed them a bowl .,the cousin left you the chicken .,DO,DO,DESIGN,LEAVE,A,THE,for,for,-40.58644104003906,"[-2.969836, -11.564084, -7.6855965, -5.1344714, -4.119549, -7.924319, -1.1885837]"
a champion designed us a bowl .,the professor got the cheese for me .,DO,PD,DESIGN,GET,A,THE,for,for,-40.65046691894531,"[-2.996182, -9.280779, -6.6263747, -2.912868, -10.46228, -3.737331, -3.8668118, -0.76783895]"
a champion designed us a bowl .,the professor got me the cheese .,DO,DO,DESIGN,GET,A,THE,for,for,-35.470664978027344,"[-2.996182, -9.280779, -6.6263747, -3.373176, -3.0893958, -8.933965, -1.1707929]"
a champion designed you a crystal .,the buddy supplied the tea to me .,DO,PD,DESIGN,SUPPLY,A,THE,for,to,-43.54015350341797,"[-2.9535837, -12.2037525, -11.035662, -2.327341, -8.9212675, -3.3877058, -1.7663904, -0.94445026]"
a champion designed you a crystal .,the buddy supplied me the tea .,DO,DO,DESIGN,SUPPLY,A,THE,for,to,-40.74028778076172,"[-2.9535837, -12.2037525, -11.035662, -2.4646053, -2.8443449, -7.9222155, -1.3161232]"
a champion designed you a motor .,the chief gave the instrument to me .,DO,PD,DESIGN,GIVE,A,THE,for,to,-44.21198272705078,"[-2.9597096, -8.026327, -11.634042, -2.1789322, -11.909941, -2.6785169, -3.043141, -1.7813712]"
a champion designed you a motor .,the chief gave me the instrument .,DO,DO,DESIGN,GIVE,A,THE,for,to,-41.08251953125,"[-2.9597096, -8.026327, -11.634042, -3.9002647, -2.1548781, -9.903719, -2.5035794]"
a champion drew a bottle for it .,the husband made the motor for me .,PD,PD,DRAW,MAKE,A,THE,for,for,-43.714447021484375,"[-2.9527836, -9.142773, -6.776634, -1.853328, -11.33713, -4.2797647, -5.8725357, -1.4994988]"
a champion drew a bottle for it .,the husband made me the motor .,PD,DO,DRAW,MAKE,A,THE,for,for,-40.76520919799805,"[-2.9527836, -9.142773, -6.776634, -5.0410748, -4.2235775, -10.344693, -2.283673]"
a champion drew a bottle for you .,the bishop threw the tea to it .,PD,PD,DRAW,THROW,A,THE,for,to,-42.74176025390625,"[-2.9492593, -10.013029, -9.396886, -2.0969343, -7.183301, -3.1310906, -6.9873343, -0.98392546]"
a champion drew a bottle for you .,the bishop threw it the tea .,PD,DO,DRAW,THROW,A,THE,for,to,-45.87342834472656,"[-2.9492593, -10.013029, -9.396886, -4.9207993, -6.6305847, -10.289821, -1.6730512]"
a champion drew a cigarette for me .,the employer fed the meal to you .,PD,PD,DRAW,FEED,A,THE,for,to,-42.46519470214844,"[-2.9798663, -9.865314, -12.269628, -1.817816, -6.654799, -2.3030748, -5.5109906, -1.0637085]"
