prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
an uncle took me a plate .,the minister threw the bell to you .,DO,PD,TAKE,THROW,A,THE,to,to,-44.55343246459961,"[-3.1225119, -8.564075, -9.807481, -2.8511665, -8.684492, -3.0179682, -7.481955, -1.023783]"
an uncle took me a plate .,the minister threw you the bell .,DO,DO,TAKE,THROW,A,THE,to,to,-42.846107482910156,"[-3.1225119, -8.564075, -9.807481, -9.004668, -2.8007565, -8.625106, -0.9215082]"
an uncle took us a plate .,the husband designed the card for me .,DO,PD,TAKE,DESIGN,A,THE,to,for,-37.28923034667969,"[-3.1285539, -8.729731, -11.1002035, -0.93583065, -7.591556, -3.0659502, -1.7522069, -0.9852002]"
an uncle took us a plate .,the husband designed me the card .,DO,DO,TAKE,DESIGN,A,THE,to,for,-39.191463470458984,"[-3.1285539, -8.729731, -11.1002035, -5.743398, -2.592082, -6.4249063, -1.4725883]"
an uncle took us a plate .,the candidate delivered the television for me .,DO,PD,TAKE,DELIVER,A,THE,to,for,-46.10247039794922,"[-3.1285539, -9.270823, -8.675385, -2.1346045, -10.190543, -7.501551, -4.099859, -1.1011488]"
an uncle took us a plate .,the candidate delivered me the television .,DO,DO,TAKE,DELIVER,A,THE,to,for,-41.18136215209961,"[-3.1285539, -9.270823, -8.675385, -7.4995785, -2.6095812, -8.743828, -1.2536142]"
an uncle took you a computer .,the attorney drew the telephone for me .,DO,PD,TAKE,DRAW,A,THE,to,for,-42.03555679321289,"[-3.0586174, -8.506361, -10.681434, -2.3052714, -8.366151, -3.800953, -4.094971, -1.2217982]"
an uncle took you a computer .,the attorney drew me the telephone .,DO,DO,TAKE,DRAW,A,THE,to,for,-40.26158142089844,"[-3.0586174, -8.506361, -10.681434, -6.659189, -2.8464544, -7.0736523, -1.435872]"
an uncle took you a computer .,the husband left the meal for me .,DO,PD,TAKE,LEAVE,A,THE,to,for,-37.57062530517578,"[-3.0586174, -8.815521, -6.2308555, -1.4988708, -10.21904, -2.6780996, -3.809678, -1.2599427]"
an uncle took you a computer .,the husband left me the meal .,DO,DO,TAKE,LEAVE,A,THE,to,for,-34.44198989868164,"[-3.0586174, -8.815521, -6.2308555, -3.060583, -2.6699932, -8.834538, -1.7718809]"
an uncle took you a plate .,the man bought the meal for them .,DO,PD,TAKE,BUY,A,THE,to,for,-36.678340911865234,"[-3.0971575, -5.350574, -9.090064, -1.2661247, -8.467607, -2.3143878, -5.4580145, -1.6344118]"
an uncle took you a plate .,the man bought them the meal .,DO,DO,TAKE,BUY,A,THE,to,for,-34.2809944152832,"[-3.0971575, -5.350574, -9.090064, -5.4585724, -3.706253, -6.167219, -1.4111519]"
an uncle took you a plate .,the actress threw the cheese to me .,DO,PD,TAKE,THROW,A,THE,to,to,-43.87339782714844,"[-3.0971575, -9.014337, -8.712598, -3.352735, -10.266421, -3.7775636, -4.2223997, -1.4301857]"
an uncle took you a plate .,the actress threw me the cheese .,DO,DO,TAKE,THROW,A,THE,to,to,-42.098636627197266,"[-3.0971575, -9.014337, -8.712598, -7.4423823, -3.164231, -9.282024, -1.3859082]"
the actor bought him the bag .,a parent sent a cheese to you .,DO,PD,BUY,SEND,THE,A,for,to,-44.513092041015625,"[-3.8149333, -8.181666, -5.7195463, -1.7659028, -11.897173, -3.655375, -7.849543, -1.6289552]"
