prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a partner designed a jacket for us .,the employer bought the pie for you .,PD,PD,DESIGN,BUY,A,THE,for,for,-41.40263366699219,"[-3.2440317, -9.838099, -9.372746, -1.3943292, -12.161513, -2.0782433, -2.5317404, -0.7819311]"
a partner designed a jacket for us .,the employer bought you the pie .,PD,DO,DESIGN,BUY,A,THE,for,for,-42.288352966308594,"[-3.2440317, -9.838099, -9.372746, -5.932844, -3.177102, -9.514634, -1.2088916]"
a partner designed a knife for you .,the president sold the machine to him .,PD,PD,DESIGN,SELL,A,THE,for,to,-39.29911422729492,"[-3.235062, -7.1741047, -9.548948, -1.9602741, -9.528839, -1.0556785, -4.906392, -1.8898175]"
a partner designed a knife for you .,the president sold him the machine .,PD,DO,DESIGN,SELL,A,THE,for,to,-38.625247955322266,"[-3.235062, -7.1741047, -9.548948, -4.7359405, -3.0319548, -9.987915, -0.9113234]"
a partner designed her a computer .,the professor sent the tea to me .,DO,PD,DESIGN,SEND,A,THE,for,to,-38.209007263183594,"[-3.2146919, -9.140232, -6.981756, -2.598054, -10.055478, -1.6358737, -3.255724, -1.3271949]"
a partner designed her a computer .,the professor sent me the tea .,DO,DO,DESIGN,SEND,A,THE,for,to,-34.97207260131836,"[-3.2146919, -9.140232, -6.981756, -1.467555, -2.7435727, -9.9947605, -1.4295042]"
a partner designed me a computer .,the husband brought the beer to them .,DO,PD,DESIGN,BRING,A,THE,for,to,-40.12348556518555,"[-3.2379057, -9.303661, -7.7411513, -2.5764153, -8.585554, -1.1092613, -6.156357, -1.4131777]"
a partner designed me a computer .,the husband brought them the beer .,DO,DO,DESIGN,BRING,A,THE,for,to,-36.73336410522461,"[-3.2379057, -9.303661, -7.7411513, -5.629627, -3.8297534, -5.9168615, -1.0744041]"
a partner designed me a computer .,the winner made the hat for them .,DO,PD,DESIGN,MAKE,A,THE,for,for,-44.22980499267578,"[-3.2379057, -8.268982, -8.469003, -1.8522363, -9.370584, -5.827196, -6.061458, -1.1424423]"
a partner designed me a computer .,the winner made them the hat .,DO,DO,DESIGN,MAKE,A,THE,for,for,-45.835205078125,"[-3.2379057, -8.268982, -8.469003, -6.838362, -3.6134105, -10.881818, -4.5257254]"
a partner designed me a jacket .,the priest gave the tea to us .,DO,PD,DESIGN,GIVE,A,THE,for,to,-38.220703125,"[-3.2677503, -10.647144, -5.9594393, -2.3545027, -9.337992, -0.95662504, -4.558669, -1.1385816]"
a partner designed me a jacket .,the priest gave us the tea .,DO,DO,DESIGN,GIVE,A,THE,for,to,-34.65974426269531,"[-3.2677503, -10.647144, -5.9594393, -2.9850712, -1.6367917, -8.793204, -1.3703455]"
a partner designed us a jacket .,the employer bought the pie for you .,DO,PD,DESIGN,BUY,A,THE,for,for,-42.69078826904297,"[-3.2750795, -9.741434, -9.16097, -1.405508, -11.924335, -2.7377665, -3.5916758, -0.85401964]"
a partner designed us a jacket .,the employer bought you the pie .,DO,DO,DESIGN,BUY,A,THE,for,for,-39.91440200805664,"[-3.2750795, -9.741434, -9.16097, -4.810091, -3.3524065, -8.604984, -0.96943814]"
a partner designed you a computer .,the employer drew the telephone for me .,DO,PD,DESIGN,DRAW,A,THE,for,for,-42.569766998291016,"[-3.2336411, -9.738566, -9.733147, -2.6236963, -8.86824, -3.8354516, -3.1098914, -1.4271312]"
a partner designed you a computer .,the employer drew me the telephone .,DO,DO,DESIGN,DRAW,A,THE,for,for,-42.586036682128906,"[-3.2336411, -9.738566, -9.733147, -6.8135414, -4.2396417, -7.4406633, -1.3868356]"
a partner designed you a computer .,the man bought the meal for them .,DO,PD,DESIGN,BUY,A,THE,for,for,-40.755210876464844,"[-3.2336411, -6.3034315, -9.022405, -1.7703495, -10.244423, -2.2688375, -6.1243668, -1.7877595]"
a partner designed you a computer .,the man bought them the meal .,DO,DO,DESIGN,BUY,A,THE,for,for,-38.67986297607422,"[-3.2336411, -6.3034315, -9.022405, -5.67721, -4.0838785, -8.769529, -1.5897663]"
a partner designed you a knife .,the president sold the machine to him .,DO,PD,DESIGN,SELL,A,THE,for,to,-38.94562530517578,"[-3.2529688, -7.0912166, -9.275974, -2.0583827, -9.226387, -1.1190517, -5.027109, -1.8945352]"
a partner designed you a knife .,the president sold him the machine .,DO,DO,DESIGN,SELL,A,THE,for,to,-37.14064025878906,"[-3.2529688, -7.0912166, -9.275974, -4.4447374, -2.6530926, -9.554488, -0.86816543]"
a partner drew a bowl for me .,the leader showed the coffee to you .,PD,PD,DRAW,SHOW,A,THE,for,to,-44.86339569091797,"[-3.2372625, -7.58442, -11.243422, -2.7189622, -9.850472, -2.9975967, -6.48725, -0.74401164]"
a partner drew a bowl for me .,the leader showed you the coffee .,PD,DO,DRAW,SHOW,A,THE,for,to,-42.2745361328125,"[-3.2372625, -7.58442, -11.243422, -6.014897, -2.0896502, -10.083405, -2.0214837]"
a partner drew a camera for her .,the author designed the instrument for us .,PD,PD,DRAW,DESIGN,A,THE,for,for,-38.750125885009766,"[-3.2210875, -6.980646, -9.815944, -1.2551339, -7.4933734, -2.0854104, -6.4432106, -1.4553186]"
a partner drew a camera for her .,the author designed us the instrument .,PD,DO,DRAW,DESIGN,A,THE,for,for,-43.29371643066406,"[-3.2210875, -6.980646, -9.815944, -8.306051, -5.138665, -7.38765, -2.4436717]"
a partner drew a guitar for it .,the child fed the candy to them .,PD,PD,DRAW,FEED,A,THE,for,to,-40.915733337402344,"[-3.2143261, -8.619335, -10.165643, -2.0534594, -6.920639, -3.6090484, -4.873375, -1.4599105]"
a partner drew a guitar for it .,the child fed them the candy .,PD,DO,DRAW,FEED,A,THE,for,to,-37.444801330566406,"[-3.2143261, -8.619335, -10.165643, -5.437644, -3.250165, -5.4175267, -1.3401628]"
a partner drew a guitar for you .,the guest made the key for us .,PD,PD,DRAW,MAKE,A,THE,for,for,-38.555992126464844,"[-3.2190752, -9.846528, -7.6176515, -2.374073, -6.8007183, -3.0600219, -4.410169, -1.2277566]"
a partner drew a guitar for you .,the guest made us the key .,PD,DO,DRAW,MAKE,A,THE,for,for,-40.753318786621094,"[-3.2190752, -9.846528, -7.6176515, -5.8879547, -3.9968295, -7.2729607, -2.912321]"
