prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
an attorney showed a coat to us .,the partner took the ball to you .,PD,PD,SHOW,TAKE,A,THE,to,to,-38.14332580566406,"[-2.7519455, -10.200029, -6.8249874, -2.0851145, -6.040053, -1.90798, -7.1435757, -1.1896412]"
an attorney showed a coat to us .,the partner took you the ball .,PD,DO,SHOW,TAKE,A,THE,to,to,-43.067901611328125,"[-2.7519455, -10.200029, -6.8249874, -7.0589914, -7.177495, -6.803645, -2.2508085]"
an attorney showed a cup to him .,the worker got the cheese for us .,PD,PD,SHOW,GET,A,THE,to,for,-43.2794075012207,"[-2.6526744, -9.653158, -6.4968767, -3.8789418, -9.034571, -4.749584, -5.9865136, -0.82708573]"
an attorney showed a cup to him .,the worker got us the cheese .,PD,DO,SHOW,GET,A,THE,to,for,-40.099266052246094,"[-2.6526744, -9.653158, -6.4968767, -8.707684, -3.9941611, -7.128677, -1.4660355]"
an attorney showed a cup to it .,the colonel delivered the salad for me .,PD,PD,SHOW,DELIVER,A,THE,to,for,-44.119606018066406,"[-2.637044, -11.09046, -8.638639, -1.4315636, -12.610653, -4.529614, -2.3460875, -0.8355471]"
an attorney showed a cup to it .,the colonel delivered me the salad .,PD,DO,SHOW,DELIVER,A,THE,to,for,-42.682777404785156,"[-2.637044, -11.09046, -8.638639, -7.3033724, -2.5023935, -9.386967, -1.1239033]"
an attorney showed a juice to him .,the manager gave the chicken to us .,PD,PD,SHOW,GIVE,A,THE,to,to,-35.674774169921875,"[-2.6857605, -8.224949, -6.1624722, -2.2909358, -8.454241, -1.7231565, -5.4606447, -0.672616]"
an attorney showed a juice to him .,the manager gave us the chicken .,PD,DO,SHOW,GIVE,A,THE,to,to,-32.849464416503906,"[-2.6857605, -8.224949, -6.1624722, -4.9190865, -2.2531397, -7.023078, -1.5809783]"
an attorney showed a juice to us .,the professor found the candy for it .,PD,PD,SHOW,FIND,A,THE,to,for,-40.06703186035156,"[-2.710986, -8.511704, -5.2603025, -2.0634642, -8.226049, -4.783598, -6.625641, -1.8852853]"
an attorney showed a juice to us .,the professor found it the candy .,PD,DO,SHOW,FIND,A,THE,to,for,-39.631492614746094,"[-2.710986, -8.511704, -5.2603025, -3.215376, -5.8725758, -11.906364, -2.1541839]"
