prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the author showed it the cigarette .,a guy supplied a salad to him .,DO,PD,SHOW,SUPPLY,THE,A,to,to,-42.6522216796875,"[-3.764729, -7.7217426, -11.497723, -2.4242134, -9.0064335, -1.9070059, -5.2178683, -1.112505]"
the author showed it the cigarette .,a guy supplied him a salad .,DO,DO,SHOW,SUPPLY,THE,A,to,to,-39.84088897705078,"[-3.764729, -7.7217426, -11.497723, -5.3965445, -2.5776477, -7.6665173, -1.2159839]"
the author showed me the chicken .,a soldier made a computer for you .,DO,PD,SHOW,MAKE,THE,A,to,for,-39.91858673095703,"[-3.7650275, -7.56199, -7.194128, -1.4880195, -8.560702, -3.5878425, -6.586945, -1.1739316]"
the author showed me the chicken .,a soldier made you a computer .,DO,DO,SHOW,MAKE,THE,A,to,for,-39.13602828979492,"[-3.7650275, -7.56199, -7.194128, -8.334858, -2.140162, -8.765484, -1.3743796]"
the author showed me the chicken .,a wife supplied a juice to you .,DO,PD,SHOW,SUPPLY,THE,A,to,to,-48.70060729980469,"[-3.7650275, -9.525314, -11.860779, -2.6189337, -9.8355255, -1.7089205, -7.9880033, -1.3981026]"
the author showed me the chicken .,a wife supplied you a juice .,DO,DO,SHOW,SUPPLY,THE,A,to,to,-46.141143798828125,"[-3.7650275, -9.525314, -11.860779, -6.8497896, -3.7173347, -8.231391, -2.1915057]"
the author showed the chicken to me .,a soldier made a computer for you .,PD,PD,SHOW,MAKE,THE,A,to,for,-40.20142364501953,"[-3.7565358, -7.572365, -7.1399364, -1.2796183, -8.610447, -4.169175, -6.4463587, -1.226986]"
the author showed the chicken to me .,a soldier made you a computer .,PD,DO,SHOW,MAKE,THE,A,to,for,-39.0213508605957,"[-3.7565358, -7.572365, -7.1399364, -8.587419, -1.9034631, -8.569418, -1.4922159]"
the author showed the chicken to me .,a wife supplied a juice to you .,PD,PD,SHOW,SUPPLY,THE,A,to,to,-47.92765808105469,"[-3.7565358, -9.584806, -12.128136, -2.3607645, -10.15206, -1.1089308, -7.5782075, -1.2582197]"
the author showed the chicken to me .,a wife supplied you a juice .,PD,DO,SHOW,SUPPLY,THE,A,to,to,-47.7633171081543,"[-3.7565358, -9.584806, -12.128136, -7.0337563, -3.6869733, -8.610103, -2.9630098]"
