prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
an attorney showed a coat to us .,the partner took the ball to you .,PD,PD,SHOW,TAKE,A,THE,to,to,-38.433040618896484,"[-3.0750358, -10.452719, -6.6918573, -1.8906684, -5.7930183, -1.9130528, -7.2436886, -1.3730015]"
an attorney showed a coat to us .,the partner took you the ball .,PD,DO,SHOW,TAKE,A,THE,to,to,-43.218849182128906,"[-3.0750358, -10.452719, -6.6918573, -6.9416213, -6.876485, -6.81194, -2.3691921]"
an attorney showed a cup to him .,the worker got the cheese for us .,PD,PD,SHOW,GET,A,THE,to,for,-42.80111312866211,"[-3.010762, -9.706036, -6.477227, -3.4665856, -9.007769, -4.4721975, -5.7091265, -0.9514096]"
an attorney showed a cup to him .,the worker got us the cheese .,PD,DO,SHOW,GET,A,THE,to,for,-40.26842498779297,"[-3.010762, -9.706036, -6.477227, -8.416938, -3.6296585, -7.486015, -1.541791]"
an attorney showed a cup to it .,the colonel delivered the salad for me .,PD,PD,SHOW,DELIVER,A,THE,to,for,-44.29448318481445,"[-3.000507, -11.126953, -8.819952, -1.3962915, -12.104661, -4.437317, -2.5198216, -0.88898]"
an attorney showed a cup to it .,the colonel delivered me the salad .,PD,DO,SHOW,DELIVER,A,THE,to,for,-42.571807861328125,"[-3.000507, -11.126953, -8.819952, -6.655987, -2.3602104, -9.360322, -1.2478747]"
an attorney showed a juice to him .,the manager gave the chicken to us .,PD,PD,SHOW,GIVE,A,THE,to,to,-37.130619049072266,"[-3.0249724, -8.4892025, -6.094585, -2.0895314, -9.397724, -2.011058, -5.1247187, -0.8988266]"
an attorney showed a juice to him .,the manager gave us the chicken .,PD,DO,SHOW,GIVE,A,THE,to,to,-33.886295318603516,"[-3.0249724, -8.4892025, -6.094585, -4.4738107, -2.064338, -7.934641, -1.8047464]"
an attorney showed a juice to us .,the professor found the candy for it .,PD,PD,SHOW,FIND,A,THE,to,for,-41.780006408691406,"[-3.041726, -8.793418, -5.3377523, -2.1162415, -8.949392, -4.87876, -6.4522643, -2.2104523]"
an attorney showed a juice to us .,the professor found it the candy .,PD,DO,SHOW,FIND,A,THE,to,for,-41.048919677734375,"[-3.041726, -8.793418, -5.3377523, -3.2778673, -5.6664906, -12.501892, -2.429773]"
