prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the champion found the beer for us .,a candidate threw a cigarette to you .,PD,PD,FIND,THROW,THE,A,for,to,-39.996402740478516,"[-3.5113087, -8.317688, -7.2259827, -0.7209687, -6.3779902, -4.5047736, -7.895138, -1.4425548]"
the champion found the beer for us .,a candidate threw you a cigarette .,PD,DO,FIND,THROW,THE,A,for,to,-42.16539001464844,"[-3.5113087, -8.317688, -7.2259827, -9.746965, -1.032696, -10.889806, -1.4409451]"
the champion found the camera for me .,a boy gave a meal to us .,PD,PD,FIND,GIVE,THE,A,for,to,-38.00959777832031,"[-3.5262008, -7.0250845, -8.134283, -1.4574332, -9.378391, -0.16713735, -6.905262, -1.4158037]"
the champion found the camera for me .,a boy gave us a meal .,PD,DO,FIND,GIVE,THE,A,for,to,-35.07915115356445,"[-3.5262008, -7.0250845, -8.134283, -5.258598, -0.84973764, -8.620081, -1.6651664]"
the champion found the camera for you .,a doctor got a key for him .,PD,PD,FIND,GET,THE,A,for,for,-35.31806182861328,"[-3.5410986, -7.586813, -8.223532, -1.0627673, -7.5350523, -2.1692169, -3.9681127, -1.2314672]"
the champion found the camera for you .,a doctor got him a key .,PD,DO,FIND,GET,THE,A,for,for,-36.15257263183594,"[-3.5410986, -7.586813, -8.223532, -6.012088, -1.244013, -7.195451, -2.3495774]"
the champion found the juice for you .,an actress sent a beer to them .,PD,PD,FIND,SEND,THE,A,for,to,-42.23032760620117,"[-5.6697245, -7.7974453, -7.88873, -1.2769849, -9.713643, -1.1141723, -7.5915318, -1.1780971]"
the champion found the juice for you .,an actress sent them a beer .,PD,DO,FIND,SEND,THE,A,for,to,-40.35992431640625,"[-5.6697245, -7.7974453, -7.88873, -7.8258514, -1.2935119, -8.483966, -1.4006946]"
the champion found the meal for you .,a prince sent a pie to me .,PD,PD,FIND,SEND,THE,A,for,to,-36.48499298095703,"[-3.5526452, -10.90747, -6.138424, -1.4533939, -9.6383915, -0.62570906, -3.1554224, -1.013535]"
the champion found the meal for you .,a prince sent me a pie .,PD,DO,FIND,SEND,THE,A,for,to,-35.25090026855469,"[-3.5526452, -10.90747, -6.138424, -3.8759518, -0.9140816, -8.458041, -1.4042876]"
the champion found the pie for them .,a sheriff purchased a bottle for you .,PD,PD,FIND,PURCHASE,THE,A,for,for,-43.85276794433594,"[-3.5471525, -8.849825, -11.75425, -0.8647399, -6.6011314, -4.4156566, -6.8486114, -0.97140193]"
the champion found the pie for them .,a sheriff purchased you a bottle .,PD,DO,FIND,PURCHASE,THE,A,for,for,-43.34263229370117,"[-3.5471525, -8.849825, -11.75425, -8.989946, -0.7384396, -5.1062865, -4.356734]"
the champion found them the beer .,a minister purchased an anchor for us .,DO,PD,FIND,PURCHASE,THE,A,for,for,-50.02102279663086,"[-3.586599, -9.403619, -12.356203, -3.1378171, -8.808378, -2.08574, -8.680681, -1.9619848]"
the champion found them the beer .,a minister purchased us an anchor .,DO,DO,FIND,PURCHASE,THE,A,for,for,-49.12767028808594,"[-3.586599, -9.403619, -12.356203, -8.963627, -3.6857986, -9.183973, -1.9478513]"
the champion found them the pie .,a sheriff purchased a bottle for you .,DO,PD,FIND,PURCHASE,THE,A,for,for,-44.63752746582031,"[-3.6104102, -8.6841545, -11.273414, -1.0492426, -6.3234353, -5.147276, -7.471127, -1.0784695]"
the champion found them the pie .,a sheriff purchased you a bottle .,DO,DO,FIND,PURCHASE,THE,A,for,for,-41.41435241699219,"[-3.6104102, -8.6841545, -11.273414, -8.741204, -0.873813, -4.9252396, -3.3061197]"
the champion found us the beer .,a candidate threw a cigarette to you .,DO,PD,FIND,THROW,THE,A,for,to,-38.84680938720703,"[-3.5910764, -8.423097, -7.0305414, -0.6952967, -6.0822396, -4.5714836, -7.198356, -1.2547176]"
the champion found us the beer .,a candidate threw you a cigarette .,DO,DO,FIND,THROW,THE,A,for,to,-37.840553283691406,"[-3.5910764, -8.423097, -7.0305414, -8.91694, -0.7230354, -8.2182, -0.9376643]"
the champion found you the camera .,a doctor got a key for him .,DO,PD,FIND,GET,THE,A,for,for,-37.2015380859375,"[-3.5702682, -7.459496, -7.965323, -1.2363541, -7.8150105, -2.7962651, -4.5060625, -1.8527582]"
the champion found you the camera .,a doctor got him a key .,DO,DO,FIND,GET,THE,A,for,for,-35.03384017944336,"[-3.5702682, -7.459496, -7.965323, -5.5900936, -1.0992292, -7.267223, -2.0822053]"
the champion found you the juice .,an actress sent a beer to them .,DO,PD,FIND,SEND,THE,A,for,to,-41.96944046020508,"[-5.663867, -7.5044136, -7.7871037, -1.3842025, -9.486954, -0.81514907, -8.072798, -1.2549527]"
the champion found you the juice .,an actress sent them a beer .,DO,DO,FIND,SEND,THE,A,for,to,-38.683616638183594,"[-5.663867, -7.5044136, -7.7871037, -7.783529, -1.1724442, -7.677915, -1.0943464]"
the champion found you the meal .,a prince sent a pie to me .,DO,PD,FIND,SEND,THE,A,for,to,-36.91365051269531,"[-3.6057744, -10.665979, -6.0795183, -1.4951245, -9.835938, -0.7339617, -3.5346828, -0.96267045]"
the champion found you the meal .,a prince sent me a pie .,DO,DO,FIND,SEND,THE,A,for,to,-33.73004913330078,"[-3.6057744, -10.665979, -6.0795183, -3.2542815, -0.97480226, -8.03205, -1.1176412]"
the champion gave him the pie .,a guy threw a bag to you .,DO,PD,GIVE,THROW,THE,A,to,to,-35.13578796386719,"[-3.6543126, -7.119918, -5.898774, -0.7136657, -4.8134155, -6.0574856, -6.0321016, -0.8461148]"
the champion gave him the pie .,a guy threw you a bag .,DO,DO,GIVE,THROW,THE,A,to,to,-31.543901443481445,"[-3.6543126, -7.119918, -5.898774, -6.6532907, -0.53994423, -5.497693, -2.1799698]"
