prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a daughter found a chicken for us .,the leader showed the instrument to them .,PD,PD,FIND,SHOW,A,THE,for,to,-45.203643798828125,"[-3.1797273, -7.4582853, -13.083757, -2.2793016, -9.875793, -1.7245817, -6.4462733, -1.155923]"
a daughter found a chicken for us .,the leader showed them the instrument .,PD,DO,FIND,SHOW,A,THE,for,to,-41.80896759033203,"[-3.1797273, -7.4582853, -13.083757, -5.977478, -1.6163099, -8.921089, -1.5723163]"
a daughter found a salad for it .,the hero sold the meal to us .,PD,PD,FIND,SELL,A,THE,for,to,-44.32831573486328,"[-3.1626923, -9.853268, -10.823869, -1.7786466, -9.218303, -1.9586763, -6.5574355, -0.97542876]"
a daughter found a salad for it .,the hero sold us the meal .,PD,DO,FIND,SELL,A,THE,for,to,-42.000038146972656,"[-3.1626923, -9.853268, -10.823869, -6.222329, -2.6612926, -8.3185425, -0.9580424]"
a daughter found a salad for me .,the president sold the machine to him .,PD,PD,FIND,SELL,A,THE,for,to,-38.870994567871094,"[-3.1797857, -6.5411344, -9.754516, -1.7059782, -9.626516, -1.1173544, -5.332042, -1.613665]"
a daughter found a salad for me .,the president sold him the machine .,PD,DO,FIND,SELL,A,THE,for,to,-37.832862854003906,"[-3.1797857, -6.5411344, -9.754516, -4.8874617, -2.7290325, -9.849372, -0.8915606]"
a daughter found a salad for you .,the princess made the book for us .,PD,PD,FIND,MAKE,A,THE,for,for,-37.535457611083984,"[-3.1678586, -10.62093, -6.54539, -2.5674481, -8.107983, -2.8951569, -2.8771882, -0.75350314]"
a daughter found a salad for you .,the princess made us the book .,PD,DO,FIND,MAKE,A,THE,for,for,-41.35477828979492,"[-3.1678586, -10.62093, -6.54539, -5.762835, -4.980132, -9.169361, -1.108272]"
a daughter found it a salad .,the hero sold the meal to us .,DO,PD,FIND,SELL,A,THE,for,to,-44.37397003173828,"[-3.15355, -9.799386, -10.600651, -2.003177, -9.099693, -1.4212373, -7.054273, -1.2420018]"
a daughter found it a salad .,the hero sold us the meal .,DO,DO,FIND,SELL,A,THE,for,to,-41.1168212890625,"[-3.15355, -9.799386, -10.600651, -6.015067, -2.7353926, -7.906899, -0.905873]"
a daughter found me a salad .,the president sold the machine to him .,DO,PD,FIND,SELL,A,THE,for,to,-39.401954650878906,"[-3.164698, -6.611474, -9.669883, -1.8372126, -9.776688, -1.0775944, -5.30146, -1.962945]"
a daughter found me a salad .,the president sold him the machine .,DO,DO,FIND,SELL,A,THE,for,to,-37.32299041748047,"[-3.164698, -6.611474, -9.669883, -4.6235065, -2.8586407, -9.709418, -0.68537164]"
a daughter found us a chicken .,the leader showed the instrument to them .,DO,PD,FIND,SHOW,A,THE,for,to,-46.05638122558594,"[-3.1717198, -7.608937, -13.036349, -2.6325917, -10.03219, -1.9060867, -6.6152034, -1.0533037]"
a daughter found us a chicken .,the leader showed them the instrument .,DO,DO,FIND,SHOW,A,THE,for,to,-41.27913284301758,"[-3.1717198, -7.608937, -13.036349, -5.610686, -1.765078, -8.676471, -1.4098911]"
a daughter found you a salad .,the princess made the book for us .,DO,PD,FIND,MAKE,A,THE,for,for,-38.765647888183594,"[-3.1551704, -10.480513, -6.5779543, -2.6028242, -8.272549, -3.5565913, -3.2973394, -0.8227082]"
a daughter found you a salad .,the princess made us the book .,DO,DO,FIND,MAKE,A,THE,for,for,-41.256038665771484,"[-3.1551704, -10.480513, -6.5779543, -5.3539333, -5.313001, -9.443224, -0.93224347]"
a daughter gave a pot to it .,the leader bought the tea for us .,PD,PD,GIVE,BUY,A,THE,to,for,-45.11998748779297,"[-3.1753967, -7.5712833, -15.883868, -1.2770563, -7.9904575, -2.8718333, -5.4706316, -0.8794596]"
a daughter gave a pot to it .,the leader bought us the tea .,PD,DO,GIVE,BUY,A,THE,to,for,-45.850868225097656,"[-3.1753967, -7.5712833, -15.883868, -7.4260945, -3.200446, -7.565261, -1.0285189]"
a daughter gave a pot to you .,the physician promised the juice to them .,PD,PD,GIVE,PROMISE,A,THE,to,to,-44.49207305908203,"[-3.1974676, -10.94828, -8.958456, -2.7845316, -10.108168, -2.3670974, -5.2900834, -0.8379872]"
a daughter gave a pot to you .,the physician promised them the juice .,PD,DO,GIVE,PROMISE,A,THE,to,to,-40.90871047973633,"[-3.1974676, -10.94828, -8.958456, -5.748431, -2.7858794, -8.178619, -1.0915762]"
a daughter gave it a pot .,the leader bought the tea for us .,DO,PD,GIVE,BUY,A,THE,to,for,-46.526824951171875,"[-3.1657686, -7.565748, -16.343197, -1.2147868, -8.527054, -2.8664434, -5.7012444, -1.1425797]"
a daughter gave it a pot .,the leader bought us the tea .,DO,DO,GIVE,BUY,A,THE,to,for,-46.438316345214844,"[-3.1657686, -7.565748, -16.343197, -7.240529, -3.3156466, -7.7992334, -1.0081949]"
a daughter gave you a pot .,the physician promised the juice to them .,DO,PD,GIVE,PROMISE,A,THE,to,to,-45.74579620361328,"[-3.1843877, -10.8311825, -8.854293, -2.8472927, -10.648281, -2.75825, -5.708978, -0.9131328]"
a daughter gave you a pot .,the physician promised them the juice .,DO,DO,GIVE,PROMISE,A,THE,to,to,-40.398475646972656,"[-3.1843877, -10.8311825, -8.854293, -5.4800205, -2.927598, -8.150795, -0.9701983]"
a daughter got a bell for him .,the brother made the flower for it .,PD,PD,GET,MAKE,A,THE,for,for,-44.035011291503906,"[-3.1776497, -9.197428, -7.6801095, -1.8787535, -11.626684, -3.1656013, -6.256409, -1.0523735]"
a daughter got a bell for him .,the brother made it the flower .,PD,DO,GET,MAKE,A,THE,for,for,-43.06866455078125,"[-3.1776497, -9.197428, -7.6801095, -2.585105, -5.7376227, -11.708425, -2.9823241]"
a daughter got a bell for them .,the mayor saved the chicken for us .,PD,PD,GET,SAVE,A,THE,for,for,-40.11383819580078,"[-3.1784825, -7.595347, -11.863687, -1.1330643, -8.787182, -2.2128272, -4.7781353, -0.56511277]"
a daughter got a bell for them .,the mayor saved us the chicken .,PD,DO,GET,SAVE,A,THE,for,for,-43.345733642578125,"[-3.1784825, -7.595347, -11.863687, -5.2834396, -3.9707642, -10.6596575, -0.7943547]"
a daughter got a candy for her .,the adult kept the pie for it .,PD,PD,GET,KEEP,A,THE,for,for,-46.25160217285156,"[-3.193079, -10.065609, -10.321152, -2.2157133, -9.680258, -3.1450925, -6.778388, -0.85230887]"
a daughter got a candy for her .,the adult kept it the pie .,PD,DO,GET,KEEP,A,THE,for,for,-47.10538101196289,"[-3.193079, -10.065609, -10.321152, -3.7951486, -5.5957365, -12.859552, -1.2751023]"
a daughter got a candy for him .,the man took the motor to me .,PD,PD,GET,TAKE,A,THE,for,to,-39.59821319580078,"[-3.1941862, -5.5115404, -6.188918, -1.8903376, -9.03075, -4.1672716, -8.025582, -1.5896277]"
a daughter got a candy for him .,the man took me the motor .,PD,DO,GET,TAKE,A,THE,for,to,-38.25270080566406,"[-3.1941862, -5.5115404, -6.188918, -4.65727, -5.979346, -9.475371, -3.2460666]"
a daughter got a candy for them .,the reader found the wire for her .,PD,PD,GET,FIND,A,THE,for,for,-44.74414825439453,"[-3.1930337, -9.302328, -6.4629374, -1.5996059, -12.564366, -4.3871493, -4.312365, -2.9223657]"
a daughter got a candy for them .,the reader found her the wire .,PD,DO,GET,FIND,A,THE,for,for,-43.293731689453125,"[-3.1930337, -9.302328, -6.4629374, -5.9574103, -5.8234825, -11.049369, -1.5051727]"
a daughter got a candy for us .,the adult saved the tea for it .,PD,PD,GET,SAVE,A,THE,for,for,-46.290611267089844,"[-3.202871, -10.091866, -12.61275, -1.0911572, -9.675237, -1.9320787, -6.931441, -0.7532136]"
a daughter got a candy for us .,the adult saved it the tea .,PD,DO,GET,SAVE,A,THE,for,for,-48.27391052246094,"[-3.202871, -10.091866, -12.61275, -3.6488183, -6.2368007, -11.685201, -0.7956088]"
a daughter got a candy for us .,the husband sent the coffee to you .,PD,PD,GET,SEND,A,THE,for,to,-39.42738723754883,"[-3.202871, -9.08897, -7.079046, -2.3414185, -9.263593, -1.3186964, -6.2883134, -0.8444785]"
a daughter got a candy for us .,the husband sent you the coffee .,PD,DO,GET,SEND,A,THE,for,to,-36.07206344604492,"[-3.202871, -9.08897, -7.079046, -5.9235773, -2.2714608, -7.4675827, -1.0385576]"
a daughter got a meal for her .,the father gave the hat to me .,PD,PD,GET,GIVE,A,THE,for,to,-35.872318267822266,"[-3.179851, -7.5517273, -7.346751, -1.9351561, -9.893945, -0.34716886, -4.544801, -1.0729192]"
a daughter got a meal for her .,the father gave me the hat .,PD,DO,GET,GIVE,A,THE,for,to,-32.42771530151367,"[-3.179851, -7.5517273, -7.346751, -2.6174395, -1.990764, -8.430635, -1.3105468]"
a daughter got a salad for me .,the cousin left the chicken for you .,PD,PD,GET,LEAVE,A,THE,for,for,-37.83816146850586,"[-3.209137, -11.523558, -6.68108, -1.4980563, -8.785934, -2.599165, -2.8925471, -0.64868456]"
a daughter got a salad for me .,the cousin left you the chicken .,PD,DO,GET,LEAVE,A,THE,for,for,-38.360313415527344,"[-3.209137, -11.523558, -6.68108, -4.6700916, -3.642439, -7.307351, -1.3266543]"
a daughter got a salad for me .,the mother sent the juice to you .,PD,PD,GET,SEND,A,THE,for,to,-37.56159973144531,"[-3.209137, -7.301777, -7.257985, -2.314871, -9.451899, -1.0053585, -6.2062216, -0.81435144]"
a daughter got a salad for me .,the mother sent you the juice .,PD,DO,GET,SEND,A,THE,for,to,-35.22564697265625,"[-3.209137, -7.301777, -7.257985, -5.60071, -2.3763857, -8.329823, -1.14983]"
a daughter got a salad for me .,the adult showed the candy to him .,PD,PD,GET,SHOW,A,THE,for,to,-41.9588737487793,"[-3.209137, -10.116009, -9.709145, -2.965075, -8.840403, -2.4494598, -3.6944952, -0.97515196]"
a daughter got a salad for me .,the adult showed him the candy .,PD,DO,GET,SHOW,A,THE,for,to,-37.38800048828125,"[-3.209137, -10.116009, -9.709145, -4.0779424, -1.7663356, -7.099567, -1.4098649]"
a daughter got a salad for them .,the band designed the bell for him .,PD,PD,GET,DESIGN,A,THE,for,for,-38.929115295410156,"[-3.1966724, -7.577936, -9.434877, -0.98401666, -9.422079, -2.9134696, -4.4023266, -0.9977375]"
a daughter got a salad for them .,the band designed him the bell .,PD,DO,GET,DESIGN,A,THE,for,for,-43.852622985839844,"[-3.1966724, -7.577936, -9.434877, -7.3216286, -4.620978, -10.219391, -1.481142]"
a daughter got a salad for us .,the leader left the coat for you .,PD,PD,GET,LEAVE,A,THE,for,for,-43.08375549316406,"[-3.2076867, -7.6653743, -12.489129, -1.5870558, -10.132039, -3.9272094, -3.2394333, -0.8358298]"
a daughter got a salad for us .,the leader left you the coat .,PD,DO,GET,LEAVE,A,THE,for,for,-46.098731994628906,"[-3.2076867, -7.6653743, -12.489129, -5.2208285, -4.4184847, -11.720643, -1.3765851]"
a daughter got a salad for us .,the teacher purchased the tea for you .,PD,PD,GET,PURCHASE,A,THE,for,for,-38.57011032104492,"[-3.2076867, -9.173681, -10.831663, -1.4773393, -6.538064, -1.8260629, -4.8794065, -0.6362078]"
a daughter got a salad for us .,the teacher purchased you the tea .,PD,DO,GET,PURCHASE,A,THE,for,for,-41.59839630126953,"[-3.2076867, -9.173681, -10.831663, -8.08846, -3.1487033, -5.7522736, -1.3959305]"
a daughter got a salad for us .,the company designed the ball for it .,PD,PD,GET,DESIGN,A,THE,for,for,-36.84293746948242,"[-3.2076867, -6.167221, -8.16725, -0.8837886, -7.084953, -4.2061253, -5.6235046, -1.5024079]"
a daughter got a salad for us .,the company designed it the ball .,PD,DO,GET,DESIGN,A,THE,for,for,-41.336429595947266,"[-3.2076867, -6.167221, -8.16725, -3.910873, -6.594514, -10.507453, -2.781432]"
a daughter got a salad for us .,the mayor caught the button for you .,PD,PD,GET,CATCH,A,THE,for,for,-41.032989501953125,"[-3.2076867, -7.836958, -9.8486185, -1.8428009, -10.866503, -3.389774, -3.2969465, -0.7437004]"
a daughter got a salad for us .,the mayor caught you the button .,PD,DO,GET,CATCH,A,THE,for,for,-42.39976501464844,"[-3.2076867, -7.836958, -9.8486185, -4.792283, -5.7658143, -9.642545, -1.3058574]"
