size,prime_verb,pd_bias,pd_bias_ratio,target_verb,DO-DO,DO-PD,PD-DO,PD-PD
davinci-002,BRING,0.43126910875251173,1.0142351171500723,DRAW,0.4837271760914451,0.5162728239085549,0.31291686311384787,0.6870831368861522
davinci-002,BRING,0.43126910875251173,1.0142351171500723,FIND,0.7057882741622318,0.2942117258377682,0.46209111437345735,0.5379088856265426
davinci-002,BRING,0.43126910875251173,1.0142351171500723,GET,0.7256393249543973,0.2743606750456027,0.5214120433638301,0.4785879566361699
davinci-002,BRING,0.43126910875251173,1.0142351171500723,GIVE,0.7311061007556038,0.26889389924439616,0.5853550206121925,0.41464497938780753
davinci-002,BRING,0.43126910875251173,1.0142351171500723,KEEP,0.4386935946640827,0.5613064053359174,0.28765798644522284,0.7123420135547771
davinci-002,BRING,0.43126910875251173,1.0142351171500723,LEAVE,0.5863445309571723,0.4136554690428276,0.42157838076047566,0.5784216192395244
davinci-002,BRING,0.43126910875251173,1.0142351171500723,MAKE,0.5930629490487873,0.4069370509512127,0.4889973259706386,0.5110026740293614
davinci-002,BRING,0.43126910875251173,1.0142351171500723,PURCHASE,0.422376511920413,0.577623488079587,0.2633237583533465,0.7366762416466536
davinci-002,BRING,0.43126910875251173,1.0142351171500723,SAVE,0.5525966031974983,0.4474033968025017,0.3793881990607251,0.6206118009392749
davinci-002,BRING,0.43126910875251173,1.0142351171500723,SELL,0.6135782551078021,0.386421744892198,0.39996535554847656,0.6000346444515234
davinci-002,BRING,0.43126910875251173,1.0142351171500723,SEND,0.6461149794485999,0.35388502055140014,0.3561707035301616,0.6438292964698384
davinci-002,BRING,0.43126910875251173,1.0142351171500723,SHOW,0.7903355476184271,0.2096644523815729,0.5906081106837465,0.40939188931625353
davinci-002,BRING,0.43126910875251173,1.0142351171500723,SUPPLY,0.6807693690099029,0.3192306309900971,0.37695922044249186,0.6230407795575083
davinci-002,BRING,0.43126910875251173,1.0142351171500723,DESIGN,0.27059068188416735,0.7294093181158325,0.14076875432814473,0.8592312456718553
davinci-002,BRING,0.43126910875251173,1.0142351171500723,TAKE,0.47488864075392756,0.5251113592460724,0.1877797696335317,0.8122202303664683
davinci-002,BRING,0.43126910875251173,1.0142351171500723,FEED,0.7441938557202751,0.25580614427972487,0.5042577382493978,0.49574226175060226
davinci-002,BRING,0.43126910875251173,1.0142351171500723,BUY,0.788579990354929,0.21142000964507104,0.5674590607302472,0.4325409392697528
davinci-002,BRING,0.43126910875251173,1.0142351171500723,CATCH,0.6437510350307056,0.3562489649692944,0.5091045098411702,0.49089549015882983
davinci-002,BRING,0.43126910875251173,1.0142351171500723,DELIVER,0.8145493732879792,0.185450626712021,0.6186272490681536,0.3813727509318464
davinci-002,BRING,0.43126910875251173,1.0142351171500723,THROW,0.5962667542742088,0.4037332457257912,0.35717610650241766,0.6428238934975823
davinci-002,BRING,0.43126910875251173,1.0142351171500723,PROMISE,0.8385550859652472,0.16144491403475292,0.6554053252954679,0.34459467470453214
davinci-002,DRAW,0.57168922332227,0.9918422874977596,BRING,0.6627438911253505,0.3372561088746495,0.4806909422272595,0.5193090577727405
davinci-002,DRAW,0.57168922332227,0.9918422874977596,FIND,0.7354360501447271,0.26456394985527276,0.32832544858961044,0.6716745514103896
davinci-002,DRAW,0.57168922332227,0.9918422874977596,GET,0.7489661043441305,0.25103389565586964,0.42381253267441166,0.5761874673255883
davinci-002,DRAW,0.57168922332227,0.9918422874977596,GIVE,0.7288320343753825,0.27116796562461765,0.5826440742642411,0.41735592573575886
davinci-002,DRAW,0.57168922332227,0.9918422874977596,KEEP,0.6166647267793749,0.3833352732206251,0.22625565562880515,0.7737443443711949
davinci-002,DRAW,0.57168922332227,0.9918422874977596,LEAVE,0.683939797074388,0.3160602029256119,0.369616056461066,0.630383943538934
davinci-002,DRAW,0.57168922332227,0.9918422874977596,MAKE,0.6843778625075927,0.3156221374924072,0.2778088767164029,0.7221911232835971
davinci-002,DRAW,0.57168922332227,0.9918422874977596,PURCHASE,0.5583154242800323,0.4416845757199676,0.19548134484475604,0.8045186551552439
davinci-002,DRAW,0.57168922332227,0.9918422874977596,SAVE,0.6870616411969526,0.31293835880304743,0.30914274856139445,0.6908572514386054
davinci-002,DRAW,0.57168922332227,0.9918422874977596,SELL,0.6038290593340939,0.3961709406659061,0.44254306078034167,0.5574569392196583
davinci-002,DRAW,0.57168922332227,0.9918422874977596,SEND,0.658185593812805,0.341814406187195,0.4793756038474076,0.5206243961525925
davinci-002,DRAW,0.57168922332227,0.9918422874977596,SHOW,0.7802834814330594,0.21971651856694074,0.6268594756959345,0.37314052430406547
davinci-002,DRAW,0.57168922332227,0.9918422874977596,SUPPLY,0.6896914692141176,0.3103085307858823,0.4634487221314666,0.5365512778685334
davinci-002,DRAW,0.57168922332227,0.9918422874977596,DESIGN,0.45582051072044316,0.5441794892795568,0.1070727921093432,0.8929272078906568
davinci-002,DRAW,0.57168922332227,0.9918422874977596,TAKE,0.5922826961839734,0.4077173038160265,0.2731576716309837,0.7268423283690163
davinci-002,DRAW,0.57168922332227,0.9918422874977596,FEED,0.8482951678963491,0.15170483210365085,0.6652951390830641,0.33470486091693585
davinci-002,DRAW,0.57168922332227,0.9918422874977596,BUY,0.7616462805749055,0.23835371942509465,0.46626910535133975,0.5337308946486603
davinci-002,DRAW,0.57168922332227,0.9918422874977596,CATCH,0.7716133332259804,0.22838666677401967,0.24650091099619964,0.7534990890038002
davinci-002,DRAW,0.57168922332227,0.9918422874977596,DELIVER,0.8134547075850109,0.18654529241498902,0.4368889746098155,0.5631110253901845
davinci-002,DRAW,0.57168922332227,0.9918422874977596,THROW,0.658037918859244,0.34196208114075605,0.4319075967499596,0.5680924032500404
davinci-002,DRAW,0.57168922332227,0.9918422874977596,PROMISE,0.8517410422700773,0.14825895772992267,0.684137893349153,0.3158621066508472
davinci-002,FIND,0.4680372939035447,1.0058638609089976,BRING,0.640906874139558,0.35909312586044195,0.4974759165141147,0.5025240834858853
davinci-002,FIND,0.4680372939035447,1.0058638609089976,DRAW,0.5499770672209877,0.4500229327790123,0.22955919321410362,0.7704408067858963
davinci-002,FIND,0.4680372939035447,1.0058638609089976,GET,0.7149284120338953,0.28507158796610466,0.3897644556255858,0.6102355443744142
davinci-002,FIND,0.4680372939035447,1.0058638609089976,GIVE,0.699142066241168,0.30085793375883196,0.6027986590168964,0.3972013409831036
davinci-002,FIND,0.4680372939035447,1.0058638609089976,KEEP,0.5636237678026982,0.4363762321973018,0.172587309832204,0.827412690167796
davinci-002,FIND,0.4680372939035447,1.0058638609089976,LEAVE,0.6592471746990534,0.3407528253009467,0.34696308269171344,0.6530369173082866
davinci-002,FIND,0.4680372939035447,1.0058638609089976,MAKE,0.6480226449992003,0.35197735500079974,0.31889009526058104,0.6811099047394188
davinci-002,FIND,0.4680372939035447,1.0058638609089976,PURCHASE,0.4758396004921908,0.5241603995078092,0.19620254726172554,0.8037974527382745
davinci-002,FIND,0.4680372939035447,1.0058638609089976,SAVE,0.6614785001099573,0.3385214998900426,0.2871580178710962,0.7128419821289039
davinci-002,FIND,0.4680372939035447,1.0058638609089976,SELL,0.6109469971336391,0.3890530028663609,0.45727996294888695,0.542720037051113
davinci-002,FIND,0.4680372939035447,1.0058638609089976,SEND,0.5979986254012424,0.4020013745987576,0.4876001752698944,0.5123998247301056
