size,pronoun,prime_verb,pd_bias,pd_bias_ratio,DO-DO,DO-PD,PD-DO,PD-PD
davinci-002,True,BRING,0.21826547328360832,1.0486924837785436,0.7794452559029273,0.22055474409707254,0.6334610048266774,0.3665389951733226
davinci-002,True,DRAW,0.4747124391755122,1.004019033862569,0.8370790023047351,0.16292099769526494,0.6335335819486165,0.3664664180513835
davinci-002,True,FIND,0.40944247994492733,1.0135015111130696,0.8014615697749589,0.19853843022504114,0.6239410547273849,0.3760589452726151
davinci-002,True,GET,0.23186851963511546,1.0441278404461636,0.7892752785309259,0.21072472146907398,0.6229963627539208,0.3770036372460791
davinci-002,True,GIVE,0.06414748278358344,1.0958044733984798,0.7775815127743769,0.222418487225623,0.581220575908774,0.41877942409122604
davinci-002,True,KEEP,0.588722270404451,0.9882572810568473,0.8221958042867671,0.17780419571323297,0.6354188611525173,0.3645811388474827
davinci-002,True,LEAVE,0.34179304712173325,1.0216462757409257,0.7917803281972449,0.2082196718027551,0.6308754652920369,0.36912453470796325
davinci-002,True,MAKE,0.2967616489428472,1.0335976528451813,0.823494548951089,0.17650545104891113,0.6323103529055437,0.36768964709445623
davinci-002,True,PURCHASE,0.5728918430811863,0.9928395349338858,0.8180755826100446,0.1819244173899554,0.6298342434907817,0.37016575650921835
davinci-002,True,SAVE,0.3833714700718294,1.0188844270364368,0.790949661794115,0.20905033820588495,0.6380149657198273,0.36198503428017265
davinci-002,True,SELL,0.17670522828694024,1.0505427437247454,0.7947489512413228,0.20525104875867728,0.6027214408111116,0.3972785591888884
davinci-002,True,SEND,0.12522096008367362,1.0651899201279766,0.7836314749952248,0.2163685250047752,0.6075420063875366,0.39245799361246336
davinci-002,True,SHOW,0.030362382228777678,1.1011383940595612,0.7658281010994689,0.2341718989005311,0.6027102763467281,0.3972897236532719
davinci-002,True,SUPPLY,0.17959791137596298,1.0469422548139717,0.7947689754654832,0.2052310245345167,0.6209324855574104,0.37906751444258957
davinci-002,True,DESIGN,0.7168841706848272,0.9681458447043895,0.8289722369749816,0.17102776302501838,0.6537470606473678,0.34625293935263224
davinci-002,True,TAKE,0.5689463612567057,0.991612203352939,0.8166665073291968,0.18333349267080323,0.6683839766107061,0.3316160233892938
davinci-002,True,FEED,0.09109350248523206,1.0772202297290652,0.7822175800170642,0.21778241998293574,0.6087439815173935,0.39125601848260644
davinci-002,True,BUY,0.26195893948954974,1.0437490131019318,0.8009838509977566,0.19901614900224346,0.6064923027262956,0.3935076972737043
davinci-002,True,CATCH,0.35725232785653194,1.0222757340911968,0.807587330823007,0.19241266917699293,0.6045897794713166,0.3954102205286834
davinci-002,True,DELIVER,0.1955209270518255,1.0446087007710618,0.7957997118662375,0.20420028813376248,0.6027832343014398,0.3972167656985603
davinci-002,True,THROW,0.28072437826356167,1.0326060448309728,0.8153301739415919,0.18466982605840815,0.5985968586090368,0.4014031413909632
