prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the parent saved the administration the chocolate .,a son found a computer for a candidate .,DO,PD,SAVE,FIND,THE,A,for,for,-46.611026763916016,"[-3.8123832, -8.630009, -5.3217297, -1.7267807, -7.1874695, -4.181771, -2.5177946, -10.330903, -2.9021873]"
the parent saved the administration the chocolate .,a son found a candidate a computer .,DO,DO,SAVE,FIND,THE,A,for,for,-48.46184539794922,"[-3.8123832, -8.630009, -5.3217297, -1.7267807, -10.239098, -7.08212, -8.485122, -3.1646075]"
the parent saved the army the chocolate .,an uncle made a cigarette for a candidate .,DO,PD,SAVE,MAKE,THE,A,for,for,-49.259437561035156,"[-6.0576344, -8.752651, -6.997614, -0.9179419, -8.183599, -3.7160363, -2.1562657, -10.170267, -2.30743]"
the parent saved the army the chocolate .,an uncle made a candidate a cigarette .,DO,DO,SAVE,MAKE,THE,A,for,for,-49.60083770751953,"[-6.0576344, -8.752651, -6.997614, -0.9179419, -11.596351, -5.6802697, -8.278746, -1.319631]"
the parent saved the army the chocolate .,a winner took a television to a pilot .,DO,PD,SAVE,TAKE,THE,A,for,to,-52.67443084716797,"[-3.8122692, -10.333539, -7.5991554, -2.5193114, -10.422349, -4.748548, -2.0963206, -9.878679, -1.2642599]"
the parent saved the army the chocolate .,a winner took a pilot a television .,DO,DO,SAVE,TAKE,THE,A,for,to,-53.68063735961914,"[-3.8122692, -10.333539, -7.5991554, -2.5193114, -9.428905, -6.6724486, -10.171972, -3.1430383]"
the parent saved the business the pot .,a partner gave a cigarette to a winner .,DO,PD,SAVE,GIVE,THE,A,for,to,-42.85626983642578,"[-3.8216162, -9.506184, -7.418386, -2.275774, -7.9438314, -0.33094114, -0.9595417, -9.435232, -1.164766]"
the parent saved the business the pot .,a partner gave a winner a cigarette .,DO,DO,SAVE,GIVE,THE,A,for,to,-40.623722076416016,"[-3.8216162, -9.506184, -7.418386, -2.275774, -8.53195, -0.7947497, -7.086421, -1.1886404]"
the parent saved the business the pot .,a child caught a telephone for a sheriff .,DO,PD,SAVE,CATCH,THE,A,for,for,-50.60668182373047,"[-3.8216162, -6.085812, -6.228941, -5.7027836, -9.558803, -5.944868, -2.0190125, -8.100645, -3.1442008]"
the parent saved the business the pot .,a child caught a sheriff a telephone .,DO,DO,SAVE,CATCH,THE,A,for,for,-55.66075897216797,"[-3.8216162, -6.085812, -6.228941, -5.7027836, -10.489618, -8.105034, -10.753755, -4.4732]"
