prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a parent sold a father a beer .,the manager took the bottle to the employee .,DO,PD,SELL,TAKE,A,THE,to,to,-41.30320739746094,"[-3.1639588, -8.673382, -6.3444133, -1.6634414, -8.640743, -2.1834104, -0.7642291, -7.6399646, -2.2296643]"
a parent sold a father a beer .,the manager took the employee the bottle .,DO,DO,SELL,TAKE,A,THE,to,to,-46.51996994018555,"[-3.1639588, -8.673382, -6.3444133, -1.6634414, -9.638607, -6.29945, -8.76283, -1.9738872]"
a parent sold a jacket to a leader .,the hero supplied the bell to the pilot .,PD,PD,SELL,SUPPLY,A,THE,to,to,-46.93204879760742,"[-3.1826918, -9.942596, -12.5289955, -1.3880963, -9.3852415, -1.8792609, -0.5887077, -6.985506, -1.0509526]"
a parent sold a jacket to a leader .,the hero supplied the pilot the bell .,PD,DO,SELL,SUPPLY,A,THE,to,to,-48.641441345214844,"[-3.1826918, -9.942596, -12.5289955, -1.3880963, -8.072437, -2.7630217, -9.342949, -1.4206544]"
a parent sold a jacket to a leader .,the sheriff promised the beer to the hero .,PD,PD,SELL,PROMISE,A,THE,to,to,-47.618682861328125,"[-3.1826918, -9.349368, -8.368569, -2.858534, -10.996397, -2.255899, -1.0926046, -8.322336, -1.1922839]"
a parent sold a jacket to a leader .,the sheriff promised the hero the beer .,PD,DO,SELL,PROMISE,A,THE,to,to,-47.58136749267578,"[-3.1826918, -9.349368, -8.368569, -2.858534, -9.07285, -3.6281714, -9.430224, -1.6909566]"
a parent sold a leader a jacket .,the hero supplied the bell to the pilot .,DO,PD,SELL,SUPPLY,A,THE,to,to,-48.567298889160156,"[-3.1566133, -9.918092, -12.608821, -1.5760707, -9.866256, -2.245279, -0.7292966, -7.2517786, -1.2150927]"
a parent sold a leader a jacket .,the hero supplied the pilot the bell .,DO,DO,SELL,SUPPLY,A,THE,to,to,-48.309165954589844,"[-3.1566133, -9.918092, -12.608821, -1.5760707, -7.592696, -2.548793, -9.610963, -1.2971175]"
a parent sold a leader a jacket .,the sheriff promised the beer to the hero .,DO,PD,SELL,PROMISE,A,THE,to,to,-48.933570861816406,"[-3.1566133, -9.26883, -8.21011, -2.7335665, -11.149471, -3.1331937, -1.2027506, -8.677383, -1.4016533]"
a parent sold a leader a jacket .,the sheriff promised the hero the beer .,DO,DO,SELL,PROMISE,A,THE,to,to,-46.350616455078125,"[-3.1566133, -9.26883, -8.21011, -2.7335665, -9.043489, -3.253191, -9.282356, -1.4024581]"
a parent sold a pilot a box .,the bishop brought the pie to the club .,DO,PD,SELL,BRING,A,THE,to,to,-45.84291076660156,"[-3.1674206, -10.446758, -8.875596, -1.668151, -9.877123, -0.9673915, -0.6603732, -8.692918, -1.4871802]"
a parent sold a pilot a box .,the bishop brought the club the pie .,DO,DO,SELL,BRING,A,THE,to,to,-48.97505569458008,"[-3.1674206, -10.446758, -8.875596, -1.668151, -9.920376, -4.0088058, -9.817687, -1.070262]"
a parent sold a pilot a box .,the husband got the cigarette for the bishop .,DO,PD,SELL,GET,A,THE,to,for,-51.29528045654297,"[-3.1674206, -9.187761, -7.93594, -2.2191715, -9.494743, -5.337388, -1.6348616, -11.26609, -1.0519052]"
a parent sold a pilot a box .,the husband got the bishop the cigarette .,DO,DO,SELL,GET,A,THE,to,for,-47.652706146240234,"[-3.1674206, -9.187761, -7.93594, -2.2191715, -10.603197, -3.331272, -10.016073, -1.1918712]"
a parent sold a pilot a box .,the chief sent the meal to the son .,DO,PD,SELL,SEND,A,THE,to,to,-45.99755859375,"[-3.1674206, -7.286839, -10.30991, -1.993321, -11.304691, -0.77098674, -1.0748218, -7.134032, -2.9555385]"
a parent sold a pilot a box .,the chief sent the son the meal .,DO,DO,SELL,SEND,A,THE,to,to,-49.15199661254883,"[-3.1674206, -7.286839, -10.30991, -1.993321, -8.3405, -6.2522798, -10.368324, -1.4334031]"
a parent supplied a cheese to a company .,the man drew the coat for the band .,PD,PD,SUPPLY,DRAW,A,THE,to,for,-43.78783416748047,"[-3.2193108, -6.082859, -9.4258, -2.2153456, -8.660902, -4.5830503, -1.1662425, -6.752296, -1.6820302]"
a parent supplied a cheese to a company .,the man drew the band the coat .,PD,DO,SUPPLY,DRAW,A,THE,to,for,-46.761940002441406,"[-3.2193108, -6.082859, -9.4258, -2.2153456, -8.338216, -5.2797894, -9.52173, -2.6788914]"
a parent supplied a company a cheese .,the man drew the coat for the band .,DO,PD,SUPPLY,DRAW,A,THE,to,for,-44.50144958496094,"[-3.1995914, -6.096655, -9.413473, -2.1726878, -8.459767, -4.875328, -1.2050197, -7.274746, -1.804179]"
a parent supplied a company a cheese .,the man drew the band the coat .,DO,DO,SUPPLY,DRAW,A,THE,to,for,-44.2575569152832,"[-3.1995914, -6.096655, -9.413473, -2.1726878, -8.156036, -4.2925434, -8.683215, -2.2433527]"
a parent supplied a guest a wire .,the child purchased the chocolate for the wife .,DO,PD,SUPPLY,PURCHASE,A,THE,to,for,-47.70227813720703,"[-3.20589, -8.358591, -12.235234, -1.3754566, -8.52067, -3.5469062, -2.0026896, -6.974262, -1.4825761]"
a parent supplied a guest a wire .,the child purchased the wife the chocolate .,DO,DO,SUPPLY,PURCHASE,A,THE,to,for,-47.57447052001953,"[-3.20589, -8.358591, -12.235234, -1.3754566, -8.651424, -4.186401, -7.857341, -1.7041328]"
