prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a writer gave a ball to a business .,the employee left the coffee for the daughter .,PD,PD,GIVE,LEAVE,A,THE,to,for,-41.56847381591797,"[-2.8331733, -9.846544, -6.2174587, -0.99442667, -6.2698092, -5.267676, -0.93989336, -8.203682, -0.9958123]"
a writer gave a ball to a business .,the employee left the daughter the coffee .,PD,DO,GIVE,LEAVE,A,THE,to,for,-46.76337432861328,"[-2.8331733, -9.846544, -6.2174587, -0.99442667, -12.064791, -6.53218, -6.9580445, -1.3167596]"
a writer gave a buddy a chicken .,the child bought the candy for the author .,DO,PD,GIVE,BUY,A,THE,to,for,-46.95014953613281,"[-2.8732388, -8.683775, -10.89446, -2.0446312, -5.483293, -2.7096105, -2.4160428, -10.700261, -1.1448389]"
a writer gave a buddy a chicken .,the child bought the author the candy .,DO,DO,GIVE,BUY,A,THE,to,for,-47.61994552612305,"[-2.8732388, -8.683775, -10.89446, -2.0446312, -11.035942, -3.8989692, -7.043545, -1.1453841]"
a writer gave a business a ball .,the employee left the coffee for the daughter .,DO,PD,GIVE,LEAVE,A,THE,to,for,-42.165287017822266,"[-2.826469, -9.843667, -6.2271576, -1.0527325, -6.4634933, -5.5712185, -1.0786245, -8.040247, -1.0616765]"
a writer gave a business a ball .,the employee left the daughter the coffee .,DO,DO,GIVE,LEAVE,A,THE,to,for,-45.82555389404297,"[-2.826469, -9.843667, -6.2271576, -1.0527325, -11.677878, -6.1679287, -6.7333736, -1.2963475]"
a writer gave a business a coffee .,the colonel sent the iron to the boy .,DO,PD,GIVE,SEND,A,THE,to,to,-42.17711639404297,"[-2.8458278, -12.19716, -5.8914404, -1.7905028, -10.195541, -2.0228071, -0.75250876, -5.5950356, -0.88629127]"
a writer gave a business a coffee .,the colonel sent the boy the iron .,DO,DO,GIVE,SEND,A,THE,to,to,-45.27863311767578,"[-2.8458278, -12.19716, -5.8914404, -1.7905028, -5.366469, -5.4560785, -10.080776, -1.6503816]"
a writer gave a business a coffee .,the winner fed the pie to the parent .,DO,PD,GIVE,FEED,A,THE,to,to,-49.43659973144531,"[-2.8458278, -8.518622, -15.100222, -0.8692585, -8.049698, -2.3708284, -0.72363245, -10.219931, -0.73857826]"
a writer gave a business a coffee .,the winner fed the parent the pie .,DO,DO,GIVE,FEED,A,THE,to,to,-46.49705123901367,"[-2.8458278, -8.518622, -15.100222, -0.8692585, -10.101151, -2.7267423, -5.8768215, -0.4584034]"
a writer gave a business a tea .,the adult left the jacket for the wife .,DO,PD,GIVE,LEAVE,A,THE,to,for,-45.839168548583984,"[-2.8336349, -9.993621, -8.319419, -1.345067, -10.537882, -4.2188015, -1.1211488, -6.5002747, -0.9693201]"
a writer gave a business a tea .,the adult left the wife the jacket .,DO,DO,GIVE,LEAVE,A,THE,to,for,-49.08551025390625,"[-2.8336349, -9.993621, -8.319419, -1.345067, -8.538389, -5.0682845, -11.50751, -1.4795823]"
a writer gave a business a tea .,the lady promised the meal to the attorney .,DO,PD,GIVE,PROMISE,A,THE,to,to,-49.77587890625,"[-2.8336349, -9.755134, -9.123984, -3.168231, -8.081865, -3.0962975, -1.1527191, -11.5321245, -1.0318863]"
a writer gave a business a tea .,the lady promised the attorney the meal .,DO,DO,GIVE,PROMISE,A,THE,to,to,-45.22616195678711,"[-2.8336349, -9.755134, -9.123984, -3.168231, -10.010481, -2.2653115, -7.283419, -0.78596747]"
a writer gave a chicken to a buddy .,the child bought the candy for the author .,PD,PD,GIVE,BUY,A,THE,to,for,-46.85049057006836,"[-2.8727612, -8.654282, -10.968361, -2.0012715, -5.5774264, -2.9328685, -2.1756206, -10.709181, -0.95871866]"
a writer gave a chicken to a buddy .,the child bought the author the candy .,PD,DO,GIVE,BUY,A,THE,to,for,-47.537391662597656,"[-2.8727612, -8.654282, -10.968361, -2.0012715, -10.8386, -3.6573217, -7.2451754, -1.2996218]"
a writer gave a coffee to a business .,the colonel sent the iron to the boy .,PD,PD,GIVE,SEND,A,THE,to,to,-43.158607482910156,"[-2.864167, -12.176532, -5.8968625, -1.8188, -10.179624, -1.9685289, -0.6509911, -6.6185794, -0.9845222]"
a writer gave a coffee to a business .,the colonel sent the boy the iron .,PD,DO,GIVE,SEND,A,THE,to,to,-47.02055358886719,"[-2.864167, -12.176532, -5.8968625, -1.8188, -6.109515, -5.6539955, -10.359503, -2.1411781]"
a writer gave a coffee to a business .,the winner fed the pie to the parent .,PD,PD,GIVE,FEED,A,THE,to,to,-48.282928466796875,"[-2.864167, -8.581934, -15.239164, -0.9519503, -7.8864703, -1.2130349, -0.6715587, -10.182062, -0.6925856]"
a writer gave a coffee to a business .,the winner fed the parent the pie .,PD,DO,GIVE,FEED,A,THE,to,to,-48.28458786010742,"[-2.864167, -8.581934, -15.239164, -0.9519503, -10.485714, -3.4154859, -6.157128, -0.5890459]"
a writer gave a tea to a business .,the adult left the jacket for the wife .,PD,PD,GIVE,LEAVE,A,THE,to,for,-46.07402801513672,"[-2.8565147, -10.077457, -8.335738, -1.3615475, -10.460876, -4.0009375, -1.0096726, -6.9967713, -0.9745114]"
a writer gave a tea to a business .,the adult left the wife the jacket .,PD,DO,GIVE,LEAVE,A,THE,to,for,-50.15766143798828,"[-2.8565147, -10.077457, -8.335738, -1.3615475, -8.54553, -5.771162, -11.675892, -1.5338194]"
a writer gave a tea to a business .,the lady promised the meal to the attorney .,PD,PD,GIVE,PROMISE,A,THE,to,to,-47.74680709838867,"[-2.8565147, -9.94723, -9.0855875, -3.2930255, -7.2740107, -2.3429642, -1.1937915, -10.816471, -0.93721217]"
a writer gave a tea to a business .,the lady promised the attorney the meal .,PD,DO,GIVE,PROMISE,A,THE,to,to,-46.476905822753906,"[-2.8565147, -9.94723, -9.0855875, -3.2930255, -10.027581, -2.4131541, -7.9162273, -0.9375851]"
a writer got a ball for a business .,the daughter bought the tea for the father .,PD,PD,GET,BUY,A,THE,for,for,-46.14655303955078,"[-2.8065724, -9.521559, -12.7235985, -1.8393245, -9.324336, -2.152079, -1.7345114, -4.802381, -1.2421888]"
a writer got a ball for a business .,the daughter bought the father the tea .,PD,DO,GET,BUY,A,THE,for,for,-47.54045867919922,"[-2.8065724, -9.521559, -12.7235985, -1.8393245, -7.313036, -3.7984195, -8.2736225, -1.2643231]"
a writer got a box for a company .,the chief gave the instrument to the author .,PD,PD,GET,GIVE,A,THE,for,to,-49.031005859375,"[-2.8094409, -7.622572, -12.277464, -1.8983463, -12.61067, -1.7707818, -1.150379, -7.5382485, -1.3531014]"
a writer got a box for a company .,the chief gave the author the instrument .,PD,DO,GET,GIVE,A,THE,for,to,-48.92739486694336,"[-2.8094409, -7.622572, -12.277464, -1.8983463, -8.464836, -2.2265673, -11.103404, -2.524766]"
a writer got a box for a company .,the manager fed the cheese to the employee .,PD,PD,GET,FEED,A,THE,for,to,-45.317970275878906,"[-2.8094409, -8.880256, -13.43848, -1.2848442, -9.66903, -1.1864467, -0.85194814, -6.3699517, -0.8275714]"
a writer got a box for a company .,the manager fed the employee the cheese .,PD,DO,GET,FEED,A,THE,for,to,-44.40924835205078,"[-2.8094409, -8.880256, -13.43848, -1.2848442, -6.939163, -2.1430454, -7.859455, -1.0545619]"
a writer got a business a ball .,the daughter bought the tea for the father .,DO,PD,GET,BUY,A,THE,for,for,-46.61474609375,"[-2.7915082, -9.420252, -12.5910015, -1.613555, -9.536943, -2.7168207, -1.7252041, -4.715188, -1.504275]"
a writer got a business a ball .,the daughter bought the father the tea .,DO,DO,GET,BUY,A,THE,for,for,-46.82729721069336,"[-2.7915082, -9.420252, -12.5910015, -1.613555, -7.1454206, -3.4689863, -8.487814, -1.30876]"
a writer got a chocolate for an opponent .,the child left the beer for the corporation .,PD,PD,GET,LEAVE,A,THE,for,for,-46.74066162109375,"[-2.8478246, -8.478892, -6.5078816, -1.9514798, -10.03372, -3.12609, -1.3612285, -11.215332, -1.218212]"
