prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a kid brought a juice to an administration .,the leader gave the log to the corporation .,PD,PD,BRING,GIVE,A,THE,to,to,-49.12818908691406,"[-2.9007213, -7.51123, -14.661693, -2.7919724, -10.905901, -0.4618011, -0.36818996, -8.631488, -0.8951937]"
a kid brought a juice to an administration .,the leader gave the corporation the log .,PD,DO,BRING,GIVE,A,THE,to,to,-52.73301315307617,"[-2.9007213, -7.51123, -14.661693, -2.7919724, -12.053163, -2.9480739, -7.5448675, -2.3212936]"
a kid brought a juice to an administration .,the wife kept the chicken for the army .,PD,PD,BRING,KEEP,A,THE,to,for,-45.40325927734375,"[-2.9007213, -8.766546, -10.167284, -2.1542938, -7.7016335, -3.3403683, -1.8252957, -7.50043, -1.0466835]"
a kid brought a juice to an administration .,the wife kept the army the chicken .,PD,DO,BRING,KEEP,A,THE,to,for,-51.67351531982422,"[-2.9007213, -8.766546, -10.167284, -2.1542938, -8.930445, -6.8552313, -10.22182, -1.6771747]"
a kid brought a juice to an administration .,the son supplied the beer to the sheriff .,PD,PD,BRING,SUPPLY,A,THE,to,to,-39.11399841308594,"[-2.9007213, -7.946521, -12.769136, -0.9503411, -6.397349, -0.90661484, -0.79753095, -5.587965, -0.85782]"
a kid brought a juice to an administration .,the son supplied the sheriff the beer .,PD,DO,BRING,SUPPLY,A,THE,to,to,-46.90266418457031,"[-2.9007213, -7.946521, -12.769136, -0.9503411, -11.361758, -3.7015498, -6.292755, -0.979883]"
a kid brought a juice to an administration .,the worker bought the beer for the adult .,PD,PD,BRING,BUY,A,THE,to,for,-42.288818359375,"[-2.9007213, -10.024581, -8.684677, -1.3991213, -5.4540353, -2.6030455, -1.9354562, -8.063488, -1.2236929]"
a kid brought a juice to an administration .,the worker bought the adult the beer .,PD,DO,BRING,BUY,A,THE,to,for,-45.338470458984375,"[-2.9007213, -10.024581, -8.684677, -1.3991213, -9.966791, -4.6533666, -6.1130004, -1.5962102]"
a kid brought a nurse a tea .,the hero found the flower for the adult .,DO,PD,BRING,FIND,A,THE,to,for,-46.58521270751953,"[-2.9108207, -9.125189, -6.309272, -2.1708739, -7.2739453, -5.474012, -1.689325, -10.107088, -1.5246867]"
a kid brought a nurse a tea .,the hero found the adult the flower .,DO,DO,BRING,FIND,A,THE,to,for,-45.049259185791016,"[-2.9108207, -9.125189, -6.309272, -2.1708739, -9.733772, -5.5978327, -7.834648, -1.366852]"
a kid brought a nurse a tea .,the president sold the machine to the girl .,DO,PD,BRING,SELL,A,THE,to,to,-44.58867645263672,"[-2.9108207, -7.00936, -10.272429, -1.742211, -9.611248, -1.0358613, -1.9896513, -8.137778, -1.8793175]"
a kid brought a nurse a tea .,the president sold the girl the machine .,DO,DO,BRING,SELL,A,THE,to,to,-45.72661209106445,"[-2.9108207, -7.00936, -10.272429, -1.742211, -8.789777, -3.5911727, -10.571689, -0.8391514]"
a kid brought a tea to a corporation .,the worker gave the juice to the student .,PD,PD,BRING,GIVE,A,THE,to,to,-39.58570861816406,"[-2.896915, -10.098659, -7.056088, -1.6086025, -9.304167, -0.23454, -1.0439168, -6.5324755, -0.8103435]"
a kid brought a tea to a corporation .,the worker gave the student the juice .,PD,DO,BRING,GIVE,A,THE,to,to,-40.11320114135742,"[-2.896915, -10.098659, -7.056088, -1.6086025, -6.397417, -2.6973624, -8.12893, -1.2292275]"
a kid brought a tea to a corporation .,the aunt saved the meal for the army .,PD,PD,BRING,SAVE,A,THE,to,for,-50.859107971191406,"[-2.896915, -12.205496, -13.196992, -1.2929258, -9.780477, -1.0112853, -1.3746103, -8.176921, -0.9234881]"
a kid brought a tea to a corporation .,the aunt saved the army the meal .,PD,DO,BRING,SAVE,A,THE,to,for,-58.84612274169922,"[-2.896915, -12.205496, -13.196992, -1.2929258, -10.078906, -6.297308, -11.512129, -1.365453]"
a kid brought a tea to a nurse .,the hero found the flower for the adult .,PD,PD,BRING,FIND,A,THE,to,for,-46.249908447265625,"[-2.8817687, -9.188066, -6.309141, -2.1508002, -6.95247, -5.442442, -1.4560752, -10.464612, -1.4045352]"
a kid brought a tea to a nurse .,the hero found the adult the flower .,PD,DO,BRING,FIND,A,THE,to,for,-46.12161636352539,"[-2.8817687, -9.188066, -6.309141, -2.1508002, -9.822512, -5.5667076, -8.376179, -1.826443]"
a kid brought a tea to a nurse .,the president sold the machine to the girl .,PD,PD,BRING,SELL,A,THE,to,to,-44.053192138671875,"[-2.8817687, -6.9585404, -10.443439, -1.5880626, -9.677643, -0.49485874, -1.9013152, -8.171041, -1.9365224]"
a kid brought a tea to a nurse .,the president sold the girl the machine .,PD,DO,BRING,SELL,A,THE,to,to,-46.17232131958008,"[-2.8817687, -6.9585404, -10.443439, -1.5880626, -9.151089, -3.737173, -10.045941, -1.366308]"
a kid brought a television to an attorney .,the cop saved the beer for the adult .,PD,PD,BRING,SAVE,A,THE,to,for,-48.1943359375,"[-2.8821716, -9.86434, -8.735767, -1.1982193, -11.034936, -3.5311582, -1.4251999, -8.754127, -0.76841474]"
a kid brought a television to an attorney .,the cop saved the adult the beer .,PD,DO,BRING,SAVE,A,THE,to,for,-52.645164489746094,"[-2.8821716, -9.86434, -8.735767, -1.1982193, -10.986296, -6.7108355, -11.221026, -1.0465047]"
