prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a parent sold a father a beer .,the manager took the bottle to the employee .,DO,PD,SELL,TAKE,A,THE,to,to,-39.7613525390625,"[-2.8239865, -8.313644, -7.033997, -1.6010625, -8.328817, -2.2308435, -0.630209, -7.037323, -1.7614713]"
a parent sold a father a beer .,the manager took the employee the bottle .,DO,DO,SELL,TAKE,A,THE,to,to,-45.093379974365234,"[-2.8239865, -8.313644, -7.033997, -1.6010625, -9.334787, -6.060917, -8.316168, -1.6088169]"
a parent sold a jacket to a leader .,the hero supplied the bell to the pilot .,PD,PD,SELL,SUPPLY,A,THE,to,to,-46.131195068359375,"[-2.831329, -10.008164, -12.559089, -1.2606671, -9.723843, -1.721979, -0.47272426, -6.761365, -0.79203385]"
a parent sold a jacket to a leader .,the hero supplied the pilot the bell .,PD,DO,SELL,SUPPLY,A,THE,to,to,-48.0281982421875,"[-2.831329, -10.008164, -12.559089, -1.2606671, -8.119096, -2.4949293, -9.646601, -1.1083226]"
a parent sold a jacket to a leader .,the sheriff promised the beer to the hero .,PD,PD,SELL,PROMISE,A,THE,to,to,-47.0759162902832,"[-2.831329, -9.507519, -8.791416, -2.881679, -11.099349, -1.955793, -0.98828137, -8.019218, -1.0013319]"
a parent sold a jacket to a leader .,the sheriff promised the hero the beer .,PD,DO,SELL,PROMISE,A,THE,to,to,-47.6599235534668,"[-2.831329, -9.507519, -8.791416, -2.881679, -9.165811, -3.419612, -9.583898, -1.4786594]"
a parent sold a leader a jacket .,the hero supplied the bell to the pilot .,DO,PD,SELL,SUPPLY,A,THE,to,to,-48.26811981201172,"[-2.8250146, -9.926153, -12.728018, -1.5435972, -10.130599, -2.2436914, -0.6851829, -7.180446, -1.0054176]"
a parent sold a leader a jacket .,the hero supplied the pilot the bell .,DO,DO,SELL,SUPPLY,A,THE,to,to,-47.64144515991211,"[-2.8250146, -9.926153, -12.728018, -1.5435972, -7.3305297, -2.3546681, -9.877143, -1.0563232]"
a parent sold a leader a jacket .,the sheriff promised the beer to the hero .,DO,PD,SELL,PROMISE,A,THE,to,to,-48.73157501220703,"[-2.8250146, -9.313244, -8.432071, -2.7781992, -11.31156, -3.2894688, -1.1512041, -8.381143, -1.2496686]"
a parent sold a leader a jacket .,the sheriff promised the hero the beer .,DO,DO,SELL,PROMISE,A,THE,to,to,-46.05565643310547,"[-2.8250146, -9.313244, -8.432071, -2.7781992, -9.054728, -3.1085212, -9.39637, -1.1475129]"
a parent sold a pilot a box .,the bishop brought the pie to the club .,DO,PD,SELL,BRING,A,THE,to,to,-45.417083740234375,"[-2.8281627, -10.643904, -9.205808, -1.6984041, -9.650707, -0.9258965, -0.66443944, -8.592543, -1.2072179]"
a parent sold a pilot a box .,the bishop brought the club the pie .,DO,DO,SELL,BRING,A,THE,to,to,-48.57007598876953,"[-2.8281627, -10.643904, -9.205808, -1.6984041, -9.920891, -3.8632975, -9.567865, -0.8417463]"
a parent sold a pilot a box .,the husband got the cigarette for the bishop .,DO,PD,SELL,GET,A,THE,to,for,-51.24653244018555,"[-2.8281627, -8.870647, -8.142111, -2.0542283, -9.692564, -5.492112, -1.5304469, -11.748644, -0.88761556]"
a parent sold a pilot a box .,the husband got the bishop the cigarette .,DO,DO,SELL,GET,A,THE,to,for,-46.448760986328125,"[-2.8281627, -8.870647, -8.142111, -2.0542283, -10.862651, -3.0715365, -9.666513, -0.95290947]"
a parent sold a pilot a box .,the chief sent the meal to the son .,DO,PD,SELL,SEND,A,THE,to,to,-45.507835388183594,"[-2.8281627, -7.280672, -10.4091015, -2.0166593, -11.496706, -0.7433581, -1.1148301, -6.8514376, -2.7669063]"
a parent sold a pilot a box .,the chief sent the son the meal .,DO,DO,SELL,SEND,A,THE,to,to,-48.91262435913086,"[-2.8281627, -7.280672, -10.4091015, -2.0166593, -8.118993, -6.1391897, -10.94376, -1.1760871]"
a parent supplied a cheese to a company .,the man drew the coat for the band .,PD,PD,SUPPLY,DRAW,A,THE,to,for,-43.11379623413086,"[-2.8758788, -6.0518208, -9.649515, -2.1622043, -8.714701, -4.1445246, -1.1597921, -6.721194, -1.6341658]"
