prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a secretary showed a beer to an army .,the brother kept the wire for the business .,PD,PD,SHOW,KEEP,A,THE,to,for,-48.9766845703125,"[-3.216902, -9.592651, -10.306738, -2.0995967, -8.889696, -4.251129, -1.7699326, -7.533765, -1.3162719]"
a secretary showed a beer to an army .,the brother kept the business the wire .,PD,DO,SHOW,KEEP,A,THE,to,for,-51.129913330078125,"[-3.216902, -9.592651, -10.306738, -2.0995967, -6.9827785, -5.565608, -12.071411, -1.2942284]"
a secretary showed a candy to a company .,the bishop found the juice for the corporation .,PD,PD,SHOW,FIND,A,THE,to,for,-51.66184616088867,"[-3.2054715, -10.363617, -7.1369123, -1.4836451, -9.496513, -4.8686295, -0.86226547, -12.162479, -2.0823102]"
a secretary showed a candy to a company .,the bishop found the corporation the juice .,PD,DO,SHOW,FIND,A,THE,to,for,-55.178863525390625,"[-3.2054715, -10.363617, -7.1369123, -1.4836451, -12.851217, -5.8293266, -11.953333, -2.3553379]"
a secretary showed a cheese to an employer .,the friend drew the log for the professor .,PD,PD,SHOW,DRAW,A,THE,to,for,-49.00484848022461,"[-3.2095442, -10.142685, -9.17257, -2.2051566, -8.924808, -4.3150215, -1.2846365, -8.825068, -0.9253586]"
a secretary showed a cheese to an employer .,the friend drew the professor the log .,PD,DO,SHOW,DRAW,A,THE,to,for,-49.57033920288086,"[-3.2095442, -10.142685, -9.17257, -2.2051566, -8.877492, -5.1641846, -9.462316, -1.3363911]"
a secretary showed a cheese to an employer .,the author designed the instrument for the colonel .,PD,PD,SHOW,DESIGN,A,THE,to,for,-47.2388916015625,"[-3.2095442, -7.076202, -9.977824, -1.289226, -7.5750847, -2.5088992, -1.4114394, -12.575491, -1.6151781]"
a secretary showed a cheese to an employer .,the author designed the colonel the instrument .,PD,DO,SHOW,DESIGN,A,THE,to,for,-51.827186584472656,"[-3.2095442, -7.076202, -9.977824, -1.289226, -14.380901, -6.4816046, -6.960997, -2.4508896]"
a secretary showed a cheese to an employer .,the kid bought the cigarette for the woman .,PD,PD,SHOW,BUY,A,THE,to,for,-46.568511962890625,"[-3.2095442, -10.278479, -8.700414, -2.0202203, -8.260706, -4.038836, -1.9583014, -6.751722, -1.3502933]"
a secretary showed a cheese to an employer .,the kid bought the woman the cigarette .,PD,DO,SHOW,BUY,A,THE,to,for,-45.75212860107422,"[-3.2095442, -10.278479, -8.700414, -2.0202203, -9.1560335, -3.6868806, -7.4275217, -1.2730349]"
a secretary showed a cheese to an employer .,the guy delivered the juice for the uncle .,PD,PD,SHOW,DELIVER,A,THE,to,for,-49.26546859741211,"[-3.2095442, -8.573088, -9.917304, -1.4324924, -8.173944, -3.9821928, -1.375081, -11.785347, -0.8164739]"
a secretary showed a cheese to an employer .,the guy delivered the uncle the juice .,PD,DO,SHOW,DELIVER,A,THE,to,for,-47.37028503417969,"[-3.2095442, -8.573088, -9.917304, -1.4324924, -12.373762, -3.2840877, -7.6334534, -0.9465565]"
a secretary showed a chocolate to a club .,the king bought the crystal for the mayor .,PD,PD,SHOW,BUY,A,THE,to,for,-44.68031692504883,"[-3.1707835, -8.254218, -9.148502, -1.2200513, -8.85126, -2.401412, -1.7522562, -8.095542, -1.7862915]"
a secretary showed a chocolate to a club .,the king bought the mayor the crystal .,PD,DO,SHOW,BUY,A,THE,to,for,-45.84833526611328,"[-3.1707835, -8.254218, -9.148502, -1.2200513, -9.278371, -3.6494317, -9.123251, -2.0037248]"
a secretary showed a chocolate to a club .,the opponent caught the hat for the scientist .,PD,PD,SHOW,CATCH,A,THE,to,for,-53.31952667236328,"[-3.1707835, -10.476622, -8.296305, -1.7403846, -7.813204, -4.863838, -0.9535814, -14.551933, -1.4528755]"
a secretary showed a chocolate to a club .,the opponent caught the scientist the hat .,PD,DO,SHOW,CATCH,A,THE,to,for,-53.00768280029297,"[-3.1707835, -10.476622, -8.296305, -1.7403846, -13.766987, -6.919694, -7.156148, -1.4807596]"
a secretary showed a chocolate to an administration .,the attorney saved the beer for the pilot .,PD,PD,SHOW,SAVE,A,THE,to,for,-48.53954315185547,"[-3.1794462, -8.575968, -14.17378, -1.0626338, -8.882277, -2.3254476, -1.3515863, -8.070055, -0.91835296]"
a secretary showed a chocolate to an administration .,the attorney saved the pilot the beer .,PD,DO,SHOW,SAVE,A,THE,to,for,-53.66318130493164,"[-3.1794462, -8.575968, -14.17378, -1.0626338, -8.0830965, -5.151292, -11.949464, -1.4874992]"
a secretary showed a club a chocolate .,the king bought the crystal for the mayor .,DO,PD,SHOW,BUY,A,THE,to,for,-43.794036865234375,"[-3.1510673, -8.210014, -8.990987, -1.3043004, -8.5912485, -2.5833955, -1.7810488, -7.6678934, -1.514083]"
a secretary showed a club a chocolate .,the king bought the mayor the crystal .,DO,DO,SHOW,BUY,A,THE,to,for,-43.67509460449219,"[-3.1510673, -8.210014, -8.990987, -1.3043004, -8.859428, -3.2990348, -8.378143, -1.4821186]"
a secretary showed a club a chocolate .,the opponent caught the hat for the scientist .,DO,PD,SHOW,CATCH,A,THE,to,for,-52.239322662353516,"[-3.1510673, -10.390843, -8.100731, -1.6497457, -7.647752, -4.560936, -1.061445, -14.365023, -1.3117801]"
a secretary showed a club a chocolate .,the opponent caught the scientist the hat .,DO,DO,SHOW,CATCH,A,THE,to,for,-51.16789245605469,"[-3.1510673, -10.390843, -8.100731, -1.6497457, -12.82877, -6.585354, -7.1829243, -1.2784563]"
a secretary showed a company a candy .,the bishop found the juice for the corporation .,DO,PD,SHOW,FIND,A,THE,to,for,-51.69831848144531,"[-3.1822467, -10.418213, -7.1795073, -1.4249977, -9.695455, -4.962036, -0.9942877, -12.000944, -1.8406324]"
