prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a secretary showed a beer to an army .,the brother kept the wire for the business .,PD,PD,SHOW,KEEP,A,THE,to,for,-48.38193893432617,"[-2.8883896, -9.424898, -10.799656, -2.0252244, -8.815683, -4.095294, -1.7479396, -7.4266787, -1.1581761]"
a secretary showed a beer to an army .,the brother kept the business the wire .,PD,DO,SHOW,KEEP,A,THE,to,for,-51.13264083862305,"[-2.8883896, -9.424898, -10.799656, -2.0252244, -6.999591, -5.5801024, -12.211573, -1.2032071]"
a secretary showed a candy to a company .,the bishop found the juice for the corporation .,PD,PD,SHOW,FIND,A,THE,to,for,-50.810157775878906,"[-2.8649588, -10.346111, -7.304649, -1.3993943, -9.218618, -4.879779, -0.8506809, -11.998989, -1.9469787]"
a secretary showed a candy to a company .,the bishop found the corporation the juice .,PD,DO,SHOW,FIND,A,THE,to,for,-54.680206298828125,"[-2.8649588, -10.346111, -7.304649, -1.3993943, -12.77798, -5.690406, -11.5614605, -2.7352495]"
a secretary showed a cheese to an employer .,the friend drew the log for the professor .,PD,PD,SHOW,DRAW,A,THE,to,for,-48.28632354736328,"[-2.8669348, -10.116709, -9.166449, -2.2376611, -9.027124, -4.224588, -1.2270229, -8.671794, -0.7480422]"
a secretary showed a cheese to an employer .,the friend drew the professor the log .,PD,DO,SHOW,DRAW,A,THE,to,for,-49.578182220458984,"[-2.8669348, -10.116709, -9.166449, -2.2376611, -9.032226, -5.1067786, -10.004657, -1.0467688]"
a secretary showed a cheese to an employer .,the author designed the instrument for the colonel .,PD,PD,SHOW,DESIGN,A,THE,to,for,-47.3863639831543,"[-2.8669348, -7.065696, -9.78536, -1.4795502, -7.5116177, -2.6380138, -1.3282293, -13.201865, -1.5090963]"
a secretary showed a cheese to an employer .,the author designed the colonel the instrument .,PD,DO,SHOW,DESIGN,A,THE,to,for,-52.160011291503906,"[-2.8669348, -7.065696, -9.78536, -1.4795502, -14.692448, -6.6713247, -6.9779415, -2.6207561]"
a secretary showed a cheese to an employer .,the kid bought the cigarette for the woman .,PD,PD,SHOW,BUY,A,THE,to,for,-46.48392105102539,"[-2.8669348, -10.326372, -8.689451, -2.1880188, -8.287022, -4.0394993, -1.9587096, -6.9380293, -1.1898856]"
a secretary showed a cheese to an employer .,the kid bought the woman the cigarette .,PD,DO,SHOW,BUY,A,THE,to,for,-45.77397537231445,"[-2.8669348, -10.326372, -8.689451, -2.1880188, -9.313106, -3.6651776, -7.578288, -1.146627]"
a secretary showed a cheese to an employer .,the guy delivered the juice for the uncle .,PD,PD,SHOW,DELIVER,A,THE,to,for,-48.55250930786133,"[-2.8669348, -8.518843, -9.7166, -1.4041662, -8.02896, -4.1129084, -1.3670352, -11.7740135, -0.7630494]"
a secretary showed a cheese to an employer .,the guy delivered the uncle the juice .,PD,DO,SHOW,DELIVER,A,THE,to,for,-46.83404541015625,"[-2.8669348, -8.518843, -9.7166, -1.4041662, -12.336767, -3.465622, -7.6999865, -0.8251227]"
a secretary showed a chocolate to a club .,the king bought the crystal for the mayor .,PD,PD,SHOW,BUY,A,THE,to,for,-43.87102127075195,"[-2.8266497, -8.198595, -9.0504265, -1.3239251, -8.755569, -2.2197962, -1.8533318, -7.8910036, -1.7517258]"
a secretary showed a chocolate to a club .,the king bought the mayor the crystal .,PD,DO,SHOW,BUY,A,THE,to,for,-45.54796600341797,"[-2.8266497, -8.198595, -9.0504265, -1.3239251, -9.428768, -3.7041392, -9.171416, -1.8440433]"
a secretary showed a chocolate to a club .,the opponent caught the hat for the scientist .,PD,PD,SHOW,CATCH,A,THE,to,for,-53.01639175415039,"[-2.8266497, -10.501789, -8.550866, -1.647505, -7.8081636, -4.4495764, -0.9023173, -14.97708, -1.352444]"
a secretary showed a chocolate to a club .,the opponent caught the scientist the hat .,PD,DO,SHOW,CATCH,A,THE,to,for,-53.07935333251953,"[-2.8266497, -10.501789, -8.550866, -1.647505, -14.4629, -7.0435715, -6.8506174, -1.1954561]"
a secretary showed a chocolate to an administration .,the attorney saved the beer for the pilot .,PD,PD,SHOW,SAVE,A,THE,to,for,-47.66191864013672,"[-2.8409126, -8.308471, -14.171666, -1.0598117, -8.837579, -2.0947437, -1.40416, -8.119325, -0.8252518]"
a secretary showed a chocolate to an administration .,the attorney saved the pilot the beer .,PD,DO,SHOW,SAVE,A,THE,to,for,-53.01191711425781,"[-2.8409126, -8.308471, -14.171666, -1.0598117, -8.4242, -4.889636, -11.943751, -1.3734666]"
a secretary showed a club a chocolate .,the king bought the crystal for the mayor .,DO,PD,SHOW,BUY,A,THE,to,for,-42.414527893066406,"[-2.8218932, -8.154861, -8.789389, -1.4590621, -8.318351, -2.4040537, -1.8770602, -7.2257905, -1.3640662]"
a secretary showed a club a chocolate .,the king bought the mayor the crystal .,DO,DO,SHOW,BUY,A,THE,to,for,-42.515296936035156,"[-2.8218932, -8.154861, -8.789389, -1.4590621, -8.776246, -3.3274274, -7.9804173, -1.206]"
a secretary showed a club a chocolate .,the opponent caught the hat for the scientist .,DO,PD,SHOW,CATCH,A,THE,to,for,-52.448219299316406,"[-2.8218932, -10.359696, -8.385712, -1.5795468, -7.528839, -4.4664536, -1.1387758, -15.004491, -1.1628104]"
a secretary showed a club a chocolate .,the opponent caught the scientist the hat .,DO,DO,SHOW,CATCH,A,THE,to,for,-50.660552978515625,"[-2.8218932, -10.359696, -8.385712, -1.5795468, -13.102698, -6.5582247, -6.872526, -0.9802573]"
a secretary showed a company a candy .,the bishop found the juice for the corporation .,DO,PD,SHOW,FIND,A,THE,to,for,-50.903106689453125,"[-2.8556614, -10.418154, -7.3459253, -1.3398064, -9.499657, -5.0239906, -1.0359907, -11.783992, -1.5999267]"
a secretary showed a company a candy .,the bishop found the corporation the juice .,DO,DO,SHOW,FIND,A,THE,to,for,-52.73858642578125,"[-2.8556614, -10.418154, -7.3459253, -1.3398064, -12.396579, -5.17925, -11.532747, -1.670465]"
a secretary showed an administration a chocolate .,the attorney saved the beer for the pilot .,DO,PD,SHOW,SAVE,A,THE,to,for,-48.89173126220703,"[-2.8510513, -8.134895, -14.582901, -1.1759516, -9.468696, -2.458694, -1.5565817, -7.924609, -0.7383504]"
a secretary showed an administration a chocolate .,the attorney saved the pilot the beer .,DO,DO,SHOW,SAVE,A,THE,to,for,-52.14685821533203,"[-2.8510513, -8.134895, -14.582901, -1.1759516, -8.65761, -4.2511015, -11.657489, -0.83585936]"
a secretary showed an army a beer .,the brother kept the wire for the business .,DO,PD,SHOW,KEEP,A,THE,to,for,-48.954322814941406,"[-2.874062, -9.383572, -10.570786, -2.0975454, -9.049694, -4.645559, -1.6232123, -7.6924295, -1.0174606]"
a secretary showed an army a beer .,the brother kept the business the wire .,DO,DO,SHOW,KEEP,A,THE,to,for,-50.05806350708008,"[-2.874062, -9.383572, -10.570786, -2.0975454, -6.8351946, -5.5228186, -11.815491, -0.9585948]"
a secretary showed an employer a cheese .,the friend drew the log for the professor .,DO,PD,SHOW,DRAW,A,THE,to,for,-48.32345962524414,"[-2.884966, -10.018898, -8.8874, -2.2126427, -9.298809, -4.360134, -1.302802, -8.59436, -0.7634465]"
a secretary showed an employer a cheese .,the friend drew the professor the log .,DO,DO,SHOW,DRAW,A,THE,to,for,-48.721187591552734,"[-2.884966, -10.018898, -8.8874, -2.2126427, -8.536446, -4.6621532, -10.59715, -0.92153275]"
a secretary showed an employer a cheese .,the author designed the instrument for the colonel .,DO,PD,SHOW,DESIGN,A,THE,to,for,-47.753440856933594,"[-2.884966, -7.0975814, -9.895494, -1.3430051, -7.4332514, -2.6787727, -1.4949434, -13.363624, -1.5618001]"
a secretary showed an employer a cheese .,the author designed the colonel the instrument .,DO,DO,SHOW,DESIGN,A,THE,to,for,-53.13977813720703,"[-2.884966, -7.0975814, -9.895494, -1.3430051, -14.440426, -6.433177, -8.104409, -2.940718]"
a secretary showed an employer a cheese .,the kid bought the cigarette for the woman .,DO,PD,SHOW,BUY,A,THE,to,for,-45.624717712402344,"[-2.884966, -10.190294, -8.546646, -2.1312711, -8.028187, -4.4279776, -1.8957329, -6.361004, -1.1586385]"
a secretary showed an employer a cheese .,the kid bought the woman the cigarette .,DO,DO,SHOW,BUY,A,THE,to,for,-44.487060546875,"[-2.884966, -10.190294, -8.546646, -2.1312711, -8.921068, -3.6181817, -7.3612566, -0.8333767]"
a secretary showed an employer a cheese .,the guy delivered the juice for the uncle .,DO,PD,SHOW,DELIVER,A,THE,to,for,-47.9412956237793,"[-2.884966, -8.372547, -9.636512, -1.5175922, -7.862425, -4.0543075, -1.4090242, -11.504743, -0.6991786]"
a secretary showed an employer a cheese .,the guy delivered the uncle the juice .,DO,DO,SHOW,DELIVER,A,THE,to,for,-45.766319274902344,"[-2.884966, -8.372547, -9.636512, -1.5175922, -12.169735, -2.9910016, -7.523021, -0.67094636]"
a secretary sold a band a glass .,the husband left the telephone for the business .,DO,PD,SELL,LEAVE,A,THE,to,for,-39.32381820678711,"[-2.8675358, -9.103926, -6.1188464, -1.2589655, -8.260947, -3.5384727, -1.0189455, -5.7981, -1.3580803]"
a secretary sold a band a glass .,the husband left the business the telephone .,DO,DO,SELL,LEAVE,A,THE,to,for,-45.217193603515625,"[-2.8675358, -9.103926, -6.1188464, -1.2589655, -4.339074, -5.324704, -13.046332, -3.1578069]"
a secretary sold a band a glass .,the child supplied the cheese to the army .,DO,PD,SELL,SUPPLY,A,THE,to,to,-44.93390655517578,"[-2.8675358, -8.451717, -11.130923, -1.0239899, -6.8790035, -3.2955594, -0.571365, -9.7997055, -0.9141054]"
a secretary sold a band a glass .,the child supplied the army the cheese .,DO,DO,SELL,SUPPLY,A,THE,to,to,-48.473941802978516,"[-2.8675358, -8.451717, -11.130923, -1.0239899, -10.749938, -4.2403846, -9.100276, -0.9091781]"
a secretary sold a band a plate .,the lady brought the cigarette to the administration .,DO,PD,SELL,BRING,A,THE,to,to,-46.69361114501953,"[-2.9028022, -9.609483, -7.5965805, -2.146659, -7.9829454, -1.5607867, -1.2683446, -12.4525585, -1.1734536]"
a secretary sold a band a plate .,the lady brought the administration the cigarette .,DO,DO,SELL,BRING,A,THE,to,to,-45.61143493652344,"[-2.9028022, -9.609483, -7.5965805, -2.146659, -11.827068, -3.2896552, -7.4415307, -0.79765785]"
a secretary sold a band a plate .,the actor brought the glass to the aunt .,DO,PD,SELL,BRING,A,THE,to,to,-45.98794174194336,"[-2.9028022, -8.291012, -7.459941, -2.0851617, -8.237036, -1.2633815, -1.0335066, -12.6729765, -2.0421224]"
a secretary sold a band a plate .,the actor brought the aunt the glass .,DO,DO,SELL,BRING,A,THE,to,to,-45.394596099853516,"[-2.9028022, -8.291012, -7.459941, -2.0851617, -12.492178, -4.8235655, -5.9303946, -1.4095414]"
a secretary sold a band a plate .,the professor found the candy for the business .,DO,PD,SELL,FIND,A,THE,to,for,-45.842018127441406,"[-2.9028022, -9.037344, -5.506134, -2.1042426, -9.370201, -4.914627, -1.4052716, -7.8143225, -2.7870755]"
a secretary sold a band a plate .,the professor found the business the candy .,DO,DO,SELL,FIND,A,THE,to,for,-50.92668914794922,"[-2.9028022, -9.037344, -5.506134, -2.1042426, -8.23068, -5.2131643, -12.395382, -5.5369406]"
a secretary sold a band a plate .,the guest left the juice for the bishop .,DO,PD,SELL,LEAVE,A,THE,to,for,-54.4952392578125,"[-2.9028022, -9.722468, -9.60028, -1.6191119, -12.255142, -4.476973, -1.3398879, -11.617049, -0.9615251]"
a secretary sold a band a plate .,the guest left the bishop the juice .,DO,DO,SELL,LEAVE,A,THE,to,for,-55.23772048950195,"[-2.9028022, -9.722468, -9.60028, -1.6191119, -12.370037, -5.365106, -12.525961, -1.1319549]"
a secretary sold a chicken to a priest .,the father caught the pot for the professor .,PD,PD,SELL,CATCH,A,THE,to,for,-49.0509033203125,"[-2.924554, -7.55047, -8.785929, -1.2556465, -8.493021, -5.367898, -1.4736004, -12.061746, -1.1380413]"
a secretary sold a chicken to a priest .,the father caught the professor the pot .,PD,DO,SELL,CATCH,A,THE,to,for,-50.88166809082031,"[-2.924554, -7.55047, -8.785929, -1.2556465, -11.149492, -6.9732018, -10.348685, -1.8936905]"
a secretary sold a chicken to an employee .,the son sent the salad to the aunt .,PD,PD,SELL,SEND,A,THE,to,to,-42.642032623291016,"[-2.919081, -8.044769, -9.18769, -2.0734563, -11.352542, -0.31346923, -1.8936205, -5.841423, -1.0159805]"
a secretary sold a chicken to an employee .,the son sent the aunt the salad .,PD,DO,SELL,SEND,A,THE,to,to,-47.529563903808594,"[-2.919081, -8.044769, -9.18769, -2.0734563, -9.782039, -4.24163, -9.869357, -1.4115433]"
a secretary sold a chicken to an employee .,the administration designed the jacket for the band .,PD,PD,SELL,DESIGN,A,THE,to,for,-48.68421173095703,"[-2.919081, -7.55836, -10.074138, -0.78294635, -12.329844, -2.9639883, -1.7167752, -8.3874035, -1.9516771]"
a secretary sold a chicken to an employee .,the administration designed the band the jacket .,PD,DO,SELL,DESIGN,A,THE,to,for,-52.561283111572266,"[-2.919081, -7.55836, -10.074138, -0.78294635, -10.594158, -6.2861414, -10.627144, -3.7193146]"
a secretary sold a company a tea .,the man fed the cheese to the writer .,DO,PD,SELL,FEED,A,THE,to,to,-45.240821838378906,"[-2.8911843, -6.0231047, -12.011047, -1.3314295, -7.862941, -2.4592426, -0.6709138, -10.600425, -1.3905329]"
a secretary sold a company a tea .,the man fed the writer the cheese .,DO,DO,SELL,FEED,A,THE,to,to,-43.322750091552734,"[-2.8911843, -6.0231047, -12.011047, -1.3314295, -11.33813, -2.353951, -6.384783, -0.9891192]"
