prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the buddy caught the uncle the bottle .,a boy made a machine for a club .,DO,PD,CATCH,MAKE,THE,A,for,for,-43.82001495361328,"[-3.602692, -6.6763625, -7.139017, -0.98565525, -10.797863, -3.9910846, -2.239836, -6.321229, -2.0662725]"
the buddy caught the uncle the bottle .,a boy made a club a machine .,DO,DO,CATCH,MAKE,THE,A,for,for,-46.77460861206055,"[-3.602692, -6.6763625, -7.139017, -0.98565525, -9.979467, -5.9852967, -10.662763, -1.7433558]"
the buddy caught the uncle the bottle .,a cousin showed a tea to a business .,DO,PD,CATCH,SHOW,THE,A,for,to,-56.58602523803711,"[-3.602692, -8.641136, -8.132361, -3.5228994, -11.958548, -3.5378568, -2.2302, -8.194495, -6.765834]"
the buddy caught the uncle the bottle .,a cousin showed a business a tea .,DO,DO,CATCH,SHOW,THE,A,for,to,-52.394859313964844,"[-3.602692, -8.641136, -8.132361, -3.5228994, -9.349804, -4.359464, -10.250952, -4.5355487]"
the buddy caught the uncle the coat .,a hero bought a chicken for a priest .,DO,PD,CATCH,BUY,THE,A,for,for,-44.73445510864258,"[-3.6154573, -8.490887, -8.366804, -0.7554363, -7.241127, -2.920971, -2.6138334, -9.524021, -1.2059178]"
the buddy caught the uncle the coat .,a hero bought a priest a chicken .,DO,DO,CATCH,BUY,THE,A,for,for,-41.62916564941406,"[-3.6154573, -8.490887, -8.366804, -0.7554363, -10.1851425, -1.0146205, -7.6485605, -1.5522562]"
the buddy caught the uncle the coat .,an attorney promised a beer to a king .,DO,PD,CATCH,PROMISE,THE,A,for,to,-48.76451110839844,"[-5.6419897, -5.444542, -10.98556, -2.2858453, -9.442622, -1.9070212, -1.7758675, -9.777939, -1.5031246]"
the buddy caught the uncle the coat .,an attorney promised a king a beer .,DO,DO,CATCH,PROMISE,THE,A,for,to,-48.838279724121094,"[-5.6419897, -5.444542, -10.98556, -2.2858453, -10.743671, -4.442172, -7.6238155, -1.6706849]"
the buddy caught the uncle the coat .,a partner promised a chocolate to a reader .,DO,PD,CATCH,PROMISE,THE,A,for,to,-53.17515563964844,"[-3.6154573, -8.962726, -10.797201, -3.226654, -7.8810115, -5.828949, -3.5043178, -7.8373747, -1.5214618]"
the buddy caught the uncle the coat .,a partner promised a reader a chocolate .,DO,DO,CATCH,PROMISE,THE,A,for,to,-50.3016357421875,"[-3.6154573, -8.962726, -10.797201, -3.226654, -10.239985, -1.700108, -6.5785756, -5.1809263]"
the buddy delivered the bowl for the woman .,an employee caught an iron for a champion .,PD,PD,DELIVER,CATCH,THE,A,for,for,-52.11900329589844,"[-5.6649537, -4.548097, -8.660973, -5.714833, -6.8311033, -6.4867573, -1.9365206, -10.7385235, -1.5372444]"
the buddy delivered the bowl for the woman .,an employee caught a champion an iron .,PD,DO,DELIVER,CATCH,THE,A,for,for,-54.47732925415039,"[-5.6649537, -4.548097, -8.660973, -3.9238286, -11.219693, -8.990486, -7.125231, -4.3440685]"
the buddy delivered the bowl for the woman .,a minister threw a computer to a guest .,PD,PD,DELIVER,THROW,THE,A,for,to,-48.431365966796875,"[-3.6061406, -9.496276, -8.854523, -1.0721933, -10.601749, -3.0289397, -2.2899363, -6.3794785, -3.102127]"
the buddy delivered the bowl for the woman .,a minister threw a guest a computer .,PD,DO,DELIVER,THROW,THE,A,for,to,-51.49675750732422,"[-3.6061406, -9.496276, -8.854523, -1.0721933, -9.239447, -3.77379, -11.4213085, -4.0330777]"
the buddy delivered the bowl for the woman .,an opponent promised a juice to an employer .,PD,PD,DELIVER,PROMISE,THE,A,for,to,-54.7403564453125,"[-5.6649537, -8.146914, -10.697616, -2.45861, -9.641934, -3.5155323, -4.7400403, -8.006685, -1.8680696]"
the buddy delivered the bowl for the woman .,an opponent promised an employer a juice .,PD,DO,DELIVER,PROMISE,THE,A,for,to,-52.81830978393555,"[-5.6649537, -8.146914, -10.697616, -4.189672, -8.486796, -1.9126608, -9.969114, -3.7505834]"
the buddy delivered the knife for the wife .,a nurse drew a newspaper for a business .,PD,PD,DELIVER,DRAW,THE,A,for,for,-45.64448928833008,"[-3.622758, -7.5642133, -8.188908, -0.93269205, -9.63936, -3.7321053, -1.6873509, -6.8662887, -3.4108136]"
the buddy delivered the knife for the wife .,a nurse drew a business a newspaper .,PD,DO,DELIVER,DRAW,THE,A,for,for,-53.82794952392578,"[-3.622758, -7.5642133, -8.188908, -0.93269205, -10.838429, -10.4300375, -8.98395, -3.266964]"
the buddy delivered the knife for the wife .,a son gave a button to a parent .,PD,PD,DELIVER,GIVE,THE,A,for,to,-45.02461242675781,"[-3.622758, -8.42658, -6.372301, -2.6796257, -12.291213, -1.3405539, -1.4201528, -6.513591, -2.357837]"
the buddy delivered the knife for the wife .,a son gave a parent a button .,PD,DO,DELIVER,GIVE,THE,A,for,to,-44.00165557861328,"[-3.622758, -8.42658, -6.372301, -2.6796257, -7.713336, -1.0458559, -11.539737, -2.6014638]"
the buddy delivered the knife for the wife .,a reader sold a cheese to a company .,PD,PD,DELIVER,SELL,THE,A,for,to,-52.456058502197266,"[-3.622758, -6.7558064, -11.569192, -2.4520426, -10.443195, -4.724951, -1.7273949, -8.471954, -2.6887624]"
the buddy delivered the knife for the wife .,a reader sold a company a cheese .,PD,DO,DELIVER,SELL,THE,A,for,to,-55.00771713256836,"[-3.622758, -6.7558064, -11.569192, -2.4520426, -9.008181, -6.456583, -12.483833, -2.6593208]"
the buddy delivered the knife for the wife .,a cop fed a pie to an actor .,PD,PD,DELIVER,FEED,THE,A,for,to,-49.89971923828125,"[-3.622758, -8.220653, -9.921802, -1.2570707, -9.8912735, -0.9761411, -2.9314895, -10.1706, -2.9079316]"
the buddy delivered the knife for the wife .,a cop fed an actor a pie .,PD,DO,DELIVER,FEED,THE,A,for,to,-47.57599639892578,"[-3.622758, -8.220653, -9.921802, -3.2702484, -10.135016, -2.1163616, -7.3102865, -2.9788702]"
the buddy delivered the mayor the salad .,an uncle made a flower for an administration .,DO,PD,DELIVER,MAKE,THE,A,for,for,-55.037986755371094,"[-5.699262, -8.371664, -7.320459, -1.2769865, -9.432374, -2.6917644, -4.793818, -11.8196945, -3.6319654]"
the buddy delivered the mayor the salad .,an uncle made an administration a flower .,DO,DO,DELIVER,MAKE,THE,A,for,for,-53.68437957763672,"[-5.699262, -8.371664, -7.320459, -3.0896106, -10.864731, -6.3215733, -10.340729, -1.6763515]"
the buddy delivered the meal for the soldier .,a friend promised a pot to a champion .,PD,PD,DELIVER,PROMISE,THE,A,for,to,-47.75244140625,"[-3.6081195, -5.639124, -8.805718, -3.6055734, -6.7280655, -4.5951166, -3.427663, -9.558825, -1.7842349]"
the buddy delivered the meal for the soldier .,a friend promised a champion a pot .,PD,DO,DELIVER,PROMISE,THE,A,for,to,-50.10546875,"[-3.6081195, -5.639124, -8.805718, -3.6055734, -9.7291565, -6.0419254, -8.772393, -3.9034572]"
the buddy delivered the salad for the mayor .,an uncle made a flower for an administration .,PD,PD,DELIVER,MAKE,THE,A,for,for,-50.2851676940918,"[-5.7057276, -8.473297, -6.919631, -1.1814252, -8.586496, -1.3497701, -4.4917364, -9.521633, -4.0554514]"
the buddy delivered the salad for the mayor .,an uncle made an administration a flower .,PD,DO,DELIVER,MAKE,THE,A,for,for,-55.36967468261719,"[-5.7057276, -8.473297, -6.919631, -3.2078218, -11.190808, -7.2124004, -10.414949, -2.2450383]"
the buddy delivered the soldier the meal .,a friend promised a pot to a champion .,DO,PD,DELIVER,PROMISE,THE,A,for,to,-48.29740905761719,"[-3.5964468, -5.6016626, -9.064282, -3.4963002, -7.489563, -4.437525, -2.9094687, -9.953682, -1.7484794]"
the buddy delivered the soldier the meal .,a friend promised a champion a pot .,DO,DO,DELIVER,PROMISE,THE,A,for,to,-46.069862365722656,"[-3.5964468, -5.6016626, -9.064282, -3.4963002, -9.045177, -2.7306504, -9.208035, -3.327304]"
the buddy delivered the wife the knife .,a nurse drew a newspaper for a business .,DO,PD,DELIVER,DRAW,THE,A,for,for,-47.27828598022461,"[-3.6418858, -7.5355654, -7.949466, -0.8880047, -9.369826, -5.0921288, -1.8309422, -7.07152, -3.8989453]"
the buddy delivered the wife the knife .,a nurse drew a business a newspaper .,DO,DO,DELIVER,DRAW,THE,A,for,for,-52.81376647949219,"[-3.6418858, -7.5355654, -7.949466, -0.8880047, -11.110669, -9.79868, -9.029342, -2.8601506]"
