prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a band designed a business a computer .,the colonel delivered the coffee for the leader .,DO,PD,DESIGN,DELIVER,A,THE,for,for,-49.017276763916016,"[-2.898215, -12.430897, -9.682104, -1.5450569, -9.783382, -3.6690516, -0.791867, -6.8585343, -1.3581679]"
a band designed a business a computer .,the colonel delivered the leader the coffee .,DO,DO,DESIGN,DELIVER,A,THE,for,for,-48.485389709472656,"[-2.898215, -12.430897, -9.682104, -1.5450569, -9.883139, -2.990703, -8.239709, -0.815565]"
a band designed a card for an army .,the captain gave the coffee to the brother .,PD,PD,DESIGN,GIVE,A,THE,for,to,-43.18994140625,"[-2.8992162, -9.150917, -7.2552524, -1.6182529, -10.649143, -1.0436434, -0.9350974, -7.980545, -1.6578748]"
a band designed a card for an army .,the captain gave the brother the coffee .,PD,DO,DESIGN,GIVE,A,THE,for,to,-43.42808151245117,"[-2.8992162, -9.150917, -7.2552524, -1.6182529, -10.12906, -2.7674365, -8.329699, -1.27825]"
a band designed a card for an army .,the uncle took the plate to the pilot .,PD,PD,DESIGN,TAKE,A,THE,for,to,-46.11249542236328,"[-2.8992162, -11.723217, -7.7859035, -1.6012056, -6.5620866, -2.319479, -1.3243212, -10.182211, -1.7148582]"
a band designed a card for an army .,the uncle took the pilot the plate .,PD,DO,DESIGN,TAKE,A,THE,for,to,-53.723445892333984,"[-2.8992162, -11.723217, -7.7859035, -1.6012056, -10.507945, -6.543182, -10.880611, -1.7821684]"
a band designed a cigarette for an administration .,the employer purchased the salad for the kid .,PD,PD,DESIGN,PURCHASE,A,THE,for,for,-48.3868408203125,"[-2.8946705, -10.131698, -9.933305, -1.0119811, -10.963551, -2.0159624, -1.4597298, -8.680847, -1.2950952]"
a band designed a cigarette for an administration .,the employer purchased the kid the salad .,PD,DO,DESIGN,PURCHASE,A,THE,for,for,-56.39082717895508,"[-2.8946705, -10.131698, -9.933305, -1.0119811, -11.606829, -6.376755, -12.813887, -1.6217057]"
a band designed a cigarette for an administration .,the boy threw the cheese to the actress .,PD,PD,DESIGN,THROW,A,THE,for,to,-47.913490295410156,"[-2.8946705, -8.550034, -7.745488, -2.04316, -8.4085, -4.064502, -0.680568, -11.887228, -1.6393398]"
a band designed a cigarette for an administration .,the boy threw the actress the cheese .,PD,DO,DESIGN,THROW,A,THE,for,to,-50.01435852050781,"[-2.8946705, -8.550034, -7.745488, -2.04316, -12.753179, -4.211036, -10.356817, -1.4599725]"
