prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the parent saved the administration the chocolate .,a son found a computer for a candidate .,DO,PD,SAVE,FIND,THE,A,for,for,-46.10169219970703,"[-3.5461788, -8.781169, -5.3715196, -1.4765186, -7.365227, -4.14275, -2.5649047, -10.153289, -2.7001376]"
the parent saved the administration the chocolate .,a son found a candidate a computer .,DO,DO,SAVE,FIND,THE,A,for,for,-47.33293914794922,"[-3.5461788, -8.781169, -5.3715196, -1.4765186, -9.968304, -7.132127, -8.025141, -3.0319848]"
the parent saved the army the chocolate .,an uncle made a cigarette for a candidate .,DO,PD,SAVE,MAKE,THE,A,for,for,-49.008819580078125,"[-5.7217975, -9.042842, -7.0776153, -0.8398596, -8.246466, -3.545083, -2.0395389, -10.275259, -2.2203598]"
the parent saved the army the chocolate .,an uncle made a candidate a cigarette .,DO,DO,SAVE,MAKE,THE,A,for,for,-48.346981048583984,"[-5.7217975, -9.042842, -7.0776153, -0.8398596, -11.607498, -4.884248, -8.094435, -1.0786889]"
the parent saved the army the chocolate .,a winner took a television to a pilot .,DO,PD,SAVE,TAKE,THE,A,for,to,-52.236122131347656,"[-3.5512137, -10.770101, -7.347334, -2.416018, -10.688743, -4.3649974, -2.1969924, -9.922441, -0.97828394]"
the parent saved the army the chocolate .,a winner took a pilot a television .,DO,DO,SAVE,TAKE,THE,A,for,to,-52.99760437011719,"[-3.5512137, -10.770101, -7.347334, -2.416018, -9.369305, -6.525326, -10.719554, -2.2987564]"
the parent saved the business the pot .,a partner gave a cigarette to a winner .,DO,PD,SAVE,GIVE,THE,A,for,to,-41.64542770385742,"[-3.5611832, -9.482662, -7.7277355, -1.9126409, -7.808237, -0.26759216, -0.7414908, -9.170022, -0.9738634]"
the parent saved the business the pot .,a partner gave a winner a cigarette .,DO,DO,SAVE,GIVE,THE,A,for,to,-39.895233154296875,"[-3.5611832, -9.482662, -7.7277355, -1.9126409, -8.119254, -0.7673287, -7.3897023, -0.9347296]"
the parent saved the business the pot .,a child caught a telephone for a sheriff .,DO,PD,SAVE,CATCH,THE,A,for,for,-51.02394104003906,"[-3.5611832, -5.8543324, -6.6220903, -5.7892427, -9.799595, -6.118851, -1.9586782, -8.206224, -3.1137426]"
the parent saved the business the pot .,a child caught a sheriff a telephone .,DO,DO,SAVE,CATCH,THE,A,for,for,-56.031036376953125,"[-3.5611832, -5.8543324, -6.6220903, -5.7892427, -10.590261, -8.062036, -10.905546, -4.646345]"
the parent saved the cheese for the club .,a buddy threw a box to an adult .,PD,PD,SAVE,THROW,THE,A,for,to,-47.09992980957031,"[-3.5354161, -10.608773, -8.731959, -0.5763762, -6.5605774, -5.781521, -4.4618173, -5.0444937, -1.7989976]"
the parent saved the cheese for the club .,a buddy threw an adult a box .,PD,DO,SAVE,THROW,THE,A,for,to,-44.13486099243164,"[-3.5354161, -10.608773, -8.731959, -3.5019238, -5.251527, -4.5340233, -5.0438213, -2.9274173]"
the parent saved the chocolate for the administration .,a son found a computer for a candidate .,PD,PD,SAVE,FIND,THE,A,for,for,-46.37950897216797,"[-3.537455, -8.656002, -5.201472, -1.2926784, -7.7979994, -3.4866965, -2.505681, -10.183065, -3.7184615]"
the parent saved the chocolate for the administration .,a son found a candidate a computer .,PD,DO,SAVE,FIND,THE,A,for,for,-50.91777038574219,"[-3.537455, -8.656002, -5.201472, -1.2926784, -10.485574, -7.3802633, -9.347467, -5.016861]"
the parent saved the chocolate for the army .,an uncle made a cigarette for a candidate .,PD,PD,SAVE,MAKE,THE,A,for,for,-47.9863166809082,"[-5.734625, -9.078213, -7.10203, -0.7554867, -7.823428, -2.4560814, -1.8403696, -10.074498, -3.1215851]"
the parent saved the chocolate for the army .,an uncle made a candidate a cigarette .,PD,DO,SAVE,MAKE,THE,A,for,for,-52.112579345703125,"[-5.734625, -9.078213, -7.10203, -0.7554867, -11.914438, -7.559889, -8.031128, -1.9367722]"
the parent saved the chocolate for the army .,a winner took a television to a pilot .,PD,PD,SAVE,TAKE,THE,A,for,to,-53.13059997558594,"[-3.542885, -10.963427, -7.6225467, -2.2623096, -10.834807, -4.340399, -2.5624254, -9.960017, -1.04178]"
the parent saved the chocolate for the army .,a winner took a pilot a television .,PD,DO,SAVE,TAKE,THE,A,for,to,-56.2297477722168,"[-3.542885, -10.963427, -7.6225467, -2.2623096, -9.6276655, -7.6322365, -11.235687, -3.3429902]"
the parent saved the club the cheese .,a buddy threw a box to an adult .,DO,PD,SAVE,THROW,THE,A,for,to,-47.76409149169922,"[-3.5705657, -10.249839, -8.645496, -0.658018, -6.9855623, -5.947567, -5.0385637, -5.2992277, -1.3692529]"
the parent saved the club the cheese .,a buddy threw an adult a box .,DO,DO,SAVE,THROW,THE,A,for,to,-45.2525634765625,"[-3.5705657, -10.249839, -8.645496, -3.4958248, -5.7366457, -4.518215, -6.5808954, -2.4550838]"
the parent saved the pot for the business .,a partner gave a cigarette to a winner .,PD,PD,SAVE,GIVE,THE,A,for,to,-42.239990234375,"[-3.5495946, -9.422337, -7.9579253, -1.7786896, -7.9264, -0.14004353, -0.7039973, -9.842556, -0.9184447]"
the parent saved the pot for the business .,a partner gave a winner a cigarette .,PD,DO,SAVE,GIVE,THE,A,for,to,-39.785972595214844,"[-3.5495946, -9.422337, -7.9579253, -1.7786896, -8.386545, -0.72587985, -7.013797, -0.951203]"
the parent saved the pot for the business .,a child caught a telephone for a sheriff .,PD,PD,SAVE,CATCH,THE,A,for,for,-50.724693298339844,"[-3.5495946, -5.850194, -6.8806634, -5.541216, -9.918409, -5.6174364, -1.9061478, -8.32285, -3.1381838]"
the parent saved the pot for the business .,a child caught a sheriff a telephone .,PD,DO,SAVE,CATCH,THE,A,for,for,-58.4782829284668,"[-3.5495946, -5.850194, -6.8806634, -5.541216, -10.697731, -8.771468, -11.516466, -5.67095]"
the parent sent the administration the tea .,a chief left a coffee for a band .,DO,PD,SEND,LEAVE,THE,A,to,for,-49.554222106933594,"[-3.4776597, -8.77181, -8.454295, -2.702889, -7.2206025, -5.294446, -1.3728971, -8.939938, -3.3196838]"
the parent sent the administration the tea .,a chief left a band a coffee .,DO,DO,SEND,LEAVE,THE,A,to,for,-51.48104476928711,"[-3.4776597, -8.77181, -8.454295, -2.702889, -9.542505, -7.2953587, -9.649513, -1.587014]"
