prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
an uncle brought a band a chocolate .,the attorney gave the instrument to the partner .,DO,PD,BRING,GIVE,A,THE,to,to,-48.131195068359375,"[-3.0087562, -8.291821, -9.384078, -1.6271627, -12.567106, -1.5328783, -1.2416183, -8.682884, -1.7948918]"
an uncle brought a band a chocolate .,the attorney gave the partner the instrument .,DO,DO,BRING,GIVE,A,THE,to,to,-46.93408203125,"[-3.0087562, -8.291821, -9.384078, -1.6271627, -9.915136, -2.3754106, -10.396999, -1.9347167]"
an uncle brought a band a chocolate .,the parent threw the beer to the student .,DO,PD,BRING,THROW,A,THE,to,to,-45.14830017089844,"[-3.0087562, -9.006014, -11.137036, -2.193127, -6.519564, -3.6159372, -1.0602872, -7.2432423, -1.3643348]"
an uncle brought a band a chocolate .,the parent threw the student the beer .,DO,DO,BRING,THROW,A,THE,to,to,-42.771663665771484,"[-3.0087562, -9.006014, -11.137036, -2.193127, -6.075048, -4.2867084, -5.9887557, -1.07622]"
an uncle brought a band a chocolate .,the employee threw the cheese to the attorney .,DO,PD,BRING,THROW,A,THE,to,to,-48.14387130737305,"[-3.0087562, -9.649487, -7.5400786, -1.8358448, -8.309123, -3.8427656, -0.5497931, -11.804285, -1.603739]"
an uncle brought a band a chocolate .,the employee threw the attorney the cheese .,DO,DO,BRING,THROW,A,THE,to,to,-45.62541198730469,"[-3.0087562, -9.649487, -7.5400786, -1.8358448, -10.583386, -3.2191048, -8.961012, -0.8277397]"
an uncle brought a button to a company .,the physician took the newspaper to the chief .,PD,PD,BRING,TAKE,A,THE,to,to,-43.326229095458984,"[-3.0797613, -10.884293, -6.163168, -1.933631, -7.587475, -1.837142, -1.2868505, -6.907137, -3.6467743]"
an uncle brought a button to a company .,the physician took the chief the newspaper .,PD,DO,BRING,TAKE,A,THE,to,to,-49.08776092529297,"[-3.0797613, -10.884293, -6.163168, -1.933631, -9.258678, -6.1630516, -9.14474, -2.4604363]"
an uncle brought a button to a company .,the father fed the pie to the mayor .,PD,PD,BRING,FEED,A,THE,to,to,-44.97651290893555,"[-3.0797613, -7.3470917, -11.603728, -1.2794809, -9.780769, -0.8274847, -1.0266676, -8.934783, -1.0967436]"
an uncle brought a button to a company .,the father fed the mayor the pie .,PD,DO,BRING,FEED,A,THE,to,to,-44.629913330078125,"[-3.0797613, -7.3470917, -11.603728, -1.2794809, -9.264227, -3.1848626, -7.8260727, -1.0446916]"
an uncle brought a chocolate to a band .,the attorney gave the instrument to the partner .,PD,PD,BRING,GIVE,A,THE,to,to,-48.298057556152344,"[-3.0598648, -8.589315, -9.476761, -1.7413293, -12.719995, -0.8423883, -1.5002474, -8.805431, -1.5627257]"
