prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a writer gave a ball to a business .,the employee left the coffee for the daughter .,PD,PD,GIVE,LEAVE,A,THE,to,for,-42.480037689208984,"[-3.157081, -9.850004, -6.01452, -1.0104892, -6.538636, -5.512529, -0.9942546, -8.299406, -1.103118]"
a writer gave a ball to a business .,the employee left the daughter the coffee .,PD,DO,GIVE,LEAVE,A,THE,to,for,-47.36949920654297,"[-3.157081, -9.850004, -6.01452, -1.0104892, -12.103907, -6.528139, -7.136569, -1.5687928]"
a writer gave a buddy a chicken .,the child bought the candy for the author .,DO,PD,GIVE,BUY,A,THE,to,for,-46.52056884765625,"[-3.1412745, -8.641609, -10.657288, -1.6811769, -5.742201, -2.7850835, -2.1234908, -10.519092, -1.2293564]"
a writer gave a buddy a chicken .,the child bought the author the candy .,DO,DO,GIVE,BUY,A,THE,to,for,-47.892852783203125,"[-3.1412745, -8.641609, -10.657288, -1.6811769, -11.017387, -3.6448112, -7.7886724, -1.3206342]"
a writer gave a business a ball .,the employee left the coffee for the daughter .,DO,PD,GIVE,LEAVE,A,THE,to,for,-43.01215744018555,"[-3.1346996, -9.853385, -6.0066113, -1.0435898, -6.6520343, -5.829363, -1.1206203, -8.1604595, -1.2113943]"
a writer gave a business a ball .,the employee left the daughter the coffee .,DO,DO,GIVE,LEAVE,A,THE,to,for,-46.53823471069336,"[-3.1346996, -9.853385, -6.0066113, -1.0435898, -11.762343, -6.281249, -6.861568, -1.5947884]"
a writer gave a business a coffee .,the colonel sent the iron to the boy .,DO,PD,GIVE,SEND,A,THE,to,to,-43.328121185302734,"[-3.151901, -11.973066, -5.9888954, -1.7367901, -10.15904, -2.465198, -0.7675516, -5.9712296, -1.1144489]"
a writer gave a business a coffee .,the colonel sent the boy the iron .,DO,DO,GIVE,SEND,A,THE,to,to,-46.35923767089844,"[-3.151901, -11.973066, -5.9888954, -1.7367901, -5.5357275, -5.738795, -9.998777, -2.2352848]"
a writer gave a business a coffee .,the winner fed the pie to the parent .,DO,PD,GIVE,FEED,A,THE,to,to,-49.54998779296875,"[-3.151901, -8.410945, -14.770507, -0.8978286, -8.134442, -2.398187, -0.6673063, -10.312534, -0.8063384]"
a writer gave a business a coffee .,the winner fed the parent the pie .,DO,DO,GIVE,FEED,A,THE,to,to,-46.86733627319336,"[-3.151901, -8.410945, -14.770507, -0.8978286, -10.167123, -2.8864193, -5.98789, -0.5947223]"
a writer gave a business a tea .,the adult left the jacket for the wife .,DO,PD,GIVE,LEAVE,A,THE,to,for,-46.47258758544922,"[-3.1386144, -10.169996, -8.316031, -1.4712173, -10.427424, -4.3113174, -1.2148147, -6.317123, -1.1060469]"
a writer gave a business a tea .,the adult left the wife the jacket .,DO,DO,GIVE,LEAVE,A,THE,to,for,-49.580718994140625,"[-3.1386144, -10.169996, -8.316031, -1.4712173, -8.409246, -5.2764482, -11.150059, -1.6491072]"
a writer gave a business a tea .,the lady promised the meal to the attorney .,DO,PD,GIVE,PROMISE,A,THE,to,to,-50.02778244018555,"[-3.1386144, -9.862299, -9.089392, -3.105304, -8.204438, -2.9160497, -1.1389618, -11.377513, -1.1952103]"
a writer gave a business a tea .,the lady promised the attorney the meal .,DO,DO,GIVE,PROMISE,A,THE,to,to,-45.737518310546875,"[-3.1386144, -9.862299, -9.089392, -3.105304, -9.759138, -2.38158, -7.455932, -0.9452574]"
a writer gave a chicken to a buddy .,the child bought the candy for the author .,PD,PD,GIVE,BUY,A,THE,to,for,-46.634620666503906,"[-3.1715555, -8.638923, -10.759001, -1.6734655, -5.841765, -2.9536257, -1.9885511, -10.554193, -1.053539]"
a writer gave a chicken to a buddy .,the child bought the author the candy .,PD,DO,GIVE,BUY,A,THE,to,for,-47.98216247558594,"[-3.1715555, -8.638923, -10.759001, -1.6734655, -10.887926, -3.5219994, -7.905066, -1.4242269]"
a writer gave a coffee to a business .,the colonel sent the iron to the boy .,PD,PD,GIVE,SEND,A,THE,to,to,-44.105812072753906,"[-3.1850455, -11.973675, -5.994999, -1.7842433, -10.096595, -2.433105, -0.657578, -6.820141, -1.1604277]"
a writer gave a coffee to a business .,the colonel sent the boy the iron .,PD,DO,GIVE,SEND,A,THE,to,to,-47.965660095214844,"[-3.1850455, -11.973675, -5.994999, -1.7842433, -6.1245384, -5.940751, -10.29662, -2.6657865]"
a writer gave a coffee to a business .,the winner fed the pie to the parent .,PD,PD,GIVE,FEED,A,THE,to,to,-48.84484100341797,"[-3.1850455, -8.484052, -14.95144, -0.95231324, -8.052003, -1.4299002, -0.5891231, -10.437598, -0.76336616]"
a writer gave a coffee to a business .,the winner fed the parent the pie .,PD,DO,GIVE,FEED,A,THE,to,to,-48.57693862915039,"[-3.1850455, -8.484052, -14.95144, -0.95231324, -10.482062, -3.5099268, -6.301916, -0.7101851]"
a writer gave a tea to a business .,the adult left the jacket for the wife .,PD,PD,GIVE,LEAVE,A,THE,to,for,-46.705955505371094,"[-3.1749954, -10.251543, -8.356037, -1.484662, -10.501407, -4.1450577, -1.0646824, -6.663968, -1.0636042]"
a writer gave a tea to a business .,the adult left the wife the jacket .,PD,DO,GIVE,LEAVE,A,THE,to,for,-50.784481048583984,"[-3.1749954, -10.251543, -8.356037, -1.484662, -8.518976, -5.803973, -11.514921, -1.6793721]"
a writer gave a tea to a business .,the lady promised the meal to the attorney .,PD,PD,GIVE,PROMISE,A,THE,to,to,-48.45359420776367,"[-3.1749954, -10.047084, -9.104724, -3.203247, -7.553923, -2.3136852, -1.0773692, -10.89466, -1.0839059]"
a writer gave a tea to a business .,the lady promised the attorney the meal .,PD,DO,GIVE,PROMISE,A,THE,to,to,-46.98602294921875,"[-3.1749954, -10.047084, -9.104724, -3.203247, -9.763492, -2.4995341, -8.117367, -1.0755819]"
a writer got a ball for a business .,the daughter bought the tea for the father .,PD,PD,GET,BUY,A,THE,for,for,-45.90718078613281,"[-3.1443071, -9.649591, -12.19204, -1.6349167, -9.202536, -2.3617363, -1.6847724, -4.6723704, -1.3649129]"
a writer got a ball for a business .,the daughter bought the father the tea .,PD,DO,GET,BUY,A,THE,for,for,-47.453346252441406,"[-3.1443071, -9.649591, -12.19204, -1.6349167, -7.359089, -3.8079557, -8.232791, -1.4326532]"
a writer got a box for a company .,the chief gave the instrument to the author .,PD,PD,GET,GIVE,A,THE,for,to,-48.71589279174805,"[-3.142336, -7.614579, -11.576931, -1.8682952, -12.369153, -1.8492444, -1.0935674, -7.7437844, -1.4580032]"
a writer got a box for a company .,the chief gave the author the instrument .,PD,DO,GET,GIVE,A,THE,for,to,-48.110816955566406,"[-3.142336, -7.614579, -11.576931, -1.8682952, -8.313888, -2.2219646, -10.861729, -2.5110927]"
a writer got a box for a company .,the manager fed the cheese to the employee .,PD,PD,GET,FEED,A,THE,for,to,-45.93901824951172,"[-3.142336, -8.950937, -12.63138, -1.3088557, -9.942666, -1.3207407, -0.76219755, -6.86076, -1.0191472]"
a writer got a box for a company .,the manager fed the employee the cheese .,PD,DO,GET,FEED,A,THE,for,to,-45.22092819213867,"[-3.142336, -8.950937, -12.63138, -1.3088557, -7.5851717, -2.2167406, -8.132518, -1.2529887]"
a writer got a business a ball .,the daughter bought the tea for the father .,DO,PD,GET,BUY,A,THE,for,for,-46.44500732421875,"[-3.108075, -9.562143, -12.087199, -1.4779534, -9.392438, -2.7985156, -1.7372892, -4.6710043, -1.6103888]"
a writer got a business a ball .,the daughter bought the father the tea .,DO,DO,GET,BUY,A,THE,for,for,-46.83447265625,"[-3.108075, -9.562143, -12.087199, -1.4779534, -7.2253585, -3.4923184, -8.41395, -1.467477]"
a writer got a chocolate for an opponent .,the child left the beer for the corporation .,PD,PD,GET,LEAVE,A,THE,for,for,-47.073829650878906,"[-3.1621714, -8.483426, -6.4282494, -1.5952723, -10.212176, -3.412775, -1.2277484, -11.26296, -1.2890472]"
a writer got a chocolate for an opponent .,the child left the corporation the beer .,PD,DO,GET,LEAVE,A,THE,for,for,-51.958534240722656,"[-3.1621714, -8.483426, -6.4282494, -1.5952723, -12.739939, -5.688633, -11.606575, -2.2542665]"
a writer got a chocolate for an opponent .,the lawyer sold the ball to the army .,PD,PD,GET,SELL,A,THE,for,to,-44.44537353515625,"[-3.1621714, -9.132528, -11.487935, -1.6430832, -6.8304863, -0.74933964, -1.557265, -8.020449, -1.8621151]"
a writer got a chocolate for an opponent .,the lawyer sold the army the ball .,PD,DO,GET,SELL,A,THE,for,to,-46.56460189819336,"[-3.1621714, -9.132528, -11.487935, -1.6430832, -9.090175, -3.1495295, -6.635684, -2.263496]"
a writer got a coffee for a manager .,the opponent supplied the juice to the band .,PD,PD,GET,SUPPLY,A,THE,for,to,-45.26026916503906,"[-3.1746266, -10.397976, -11.049947, -1.1145108, -8.241722, -1.9579736, -0.32323277, -8.005477, -0.99480414]"
a writer got a coffee for a manager .,the opponent supplied the band the juice .,PD,DO,GET,SUPPLY,A,THE,for,to,-47.60491180419922,"[-3.1746266, -10.397976, -11.049947, -1.1145108, -8.406151, -3.5713904, -8.748112, -1.1422007]"
a writer got a company a box .,the chief gave the instrument to the author .,DO,PD,GET,GIVE,A,THE,for,to,-49.19059753417969,"[-3.1262836, -7.625352, -11.667573, -1.7696377, -12.008591, -2.466805, -1.1523043, -7.76505, -1.609]"
a writer got a company a box .,the chief gave the author the instrument .,DO,DO,GET,GIVE,A,THE,for,to,-47.600669860839844,"[-3.1262836, -7.625352, -11.667573, -1.7696377, -8.213977, -2.2876735, -10.5734215, -2.3367524]"
