prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a manager caught a button for a pilot .,the husband sent the coffee to the boy .,PD,PD,CATCH,SEND,A,THE,for,to,-41.19450378417969,"[-3.1551816, -9.135484, -8.079804, -1.8212683, -10.272675, -1.2262622, -1.2838477, -4.95261, -1.267374]"
a manager caught a button for a pilot .,the husband sent the boy the coffee .,PD,DO,CATCH,SEND,A,THE,for,to,-41.284934997558594,"[-3.1551816, -9.135484, -8.079804, -1.8212683, -4.8055773, -5.174474, -7.777175, -1.3359716]"
a manager caught a button for a pilot .,the opponent showed the coffee to the man .,PD,PD,CATCH,SHOW,A,THE,for,to,-45.93813705444336,"[-3.1551816, -10.199981, -7.9189487, -2.6028862, -11.815628, -3.6393194, -1.2642932, -3.971723, -1.3701755]"
a manager caught a button for a pilot .,the opponent showed the man the coffee .,PD,DO,CATCH,SHOW,A,THE,for,to,-41.46734619140625,"[-3.1551816, -10.199981, -7.9189487, -2.6028862, -4.441733, -2.2969415, -9.656622, -1.1950489]"
a manager caught a guest a motor .,the mayor showed the bag to the army .,DO,PD,CATCH,SHOW,A,THE,for,to,-45.84397888183594,"[-3.153358, -7.6757894, -9.239728, -2.509201, -9.457455, -2.2345033, -1.1826974, -8.684085, -1.707165]"
a manager caught a guest a motor .,the mayor showed the army the bag .,DO,DO,CATCH,SHOW,A,THE,for,to,-44.84217834472656,"[-3.153358, -7.6757894, -9.239728, -2.509201, -9.274166, -2.2224054, -8.4151745, -2.3523574]"
a manager caught a guest a motor .,the army designed the engine for the band .,DO,PD,CATCH,DESIGN,A,THE,for,for,-45.285030364990234,"[-3.153358, -9.1163, -9.84964, -1.2180685, -6.8216615, -2.5101597, -0.6732966, -9.776785, -2.1657639]"
a manager caught a guest a motor .,the army designed the band the engine .,DO,DO,CATCH,DESIGN,A,THE,for,for,-48.52098846435547,"[-3.153358, -9.1163, -9.84964, -1.2180685, -9.238102, -5.459219, -8.292301, -2.194004]"
a manager caught a guest a motor .,the girl threw the computer to the mayor .,DO,PD,CATCH,THROW,A,THE,for,to,-47.327388763427734,"[-3.153358, -8.372818, -7.226926, -1.707054, -7.3986607, -2.6321607, -0.046888683, -15.315807, -1.4737167]"
a manager caught a guest a motor .,the girl threw the mayor the computer .,DO,DO,CATCH,THROW,A,THE,for,to,-45.74010467529297,"[-3.153358, -8.372818, -7.226926, -1.707054, -11.049067, -4.4128428, -8.672237, -1.1458007]"
a manager caught a motor for a guest .,the mayor showed the bag to the army .,PD,PD,CATCH,SHOW,A,THE,for,to,-44.38780212402344,"[-3.150993, -7.6104, -9.307006, -2.3000655, -8.639126, -2.0274522, -1.2343371, -8.369621, -1.7488008]"
a manager caught a motor for a guest .,the mayor showed the army the bag .,PD,DO,CATCH,SHOW,A,THE,for,to,-43.86705017089844,"[-3.150993, -7.6104, -9.307006, -2.3000655, -9.181057, -2.1820064, -7.470619, -2.6649008]"
a manager caught a motor for a guest .,the army designed the engine for the band .,PD,PD,CATCH,DESIGN,A,THE,for,for,-43.705360412597656,"[-3.150993, -9.069071, -9.836809, -1.1901091, -6.9693756, -1.8287913, -0.600097, -9.098965, -1.961148]"
a manager caught a motor for a guest .,the army designed the band the engine .,PD,DO,CATCH,DESIGN,A,THE,for,for,-49.47064971923828,"[-3.150993, -9.069071, -9.836809, -1.1901091, -9.067294, -5.713614, -8.645466, -2.7972918]"
a manager caught a motor for a guest .,the girl threw the computer to the mayor .,PD,PD,CATCH,THROW,A,THE,for,to,-47.22594451904297,"[-3.150993, -8.265682, -7.301562, -1.799997, -7.7107925, -2.3654127, -0.09145905, -15.047818, -1.492229]"
