prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a prince kept a salad for a singer .,the professor found the candy for the business .,PD,PD,KEEP,FIND,A,THE,for,for,-46.039100646972656,"[-3.1744967, -9.041706, -5.404393, -2.337469, -9.673021, -4.5158796, -1.4673554, -8.003837, -2.4209409]"
a prince kept a salad for a singer .,the professor found the business the candy .,PD,DO,KEEP,FIND,A,THE,for,for,-51.29605484008789,"[-3.1744967, -9.041706, -5.404393, -2.337469, -8.686354, -6.206624, -12.200551, -4.2444606]"
a prince kept a salad for a singer .,the boy left the bag for the administration .,PD,PD,KEEP,LEAVE,A,THE,for,for,-44.1651496887207,"[-3.1744967, -8.005308, -6.1433816, -1.2807728, -7.290999, -2.9013126, -1.6419599, -12.016646, -1.710274]"
a prince kept a salad for a singer .,the boy left the administration the bag .,PD,DO,KEEP,LEAVE,A,THE,for,for,-48.81805419921875,"[-3.1744967, -8.005308, -6.1433816, -1.2807728, -10.8785, -5.834915, -11.343672, -2.1570103]"
a prince kept a salad for a singer .,the physician left the tea for the boy .,PD,PD,KEEP,LEAVE,A,THE,for,for,-42.8393669128418,"[-3.1744967, -10.643607, -7.209197, -1.4018594, -8.489804, -2.7317505, -1.5444846, -6.681115, -0.96305263]"
a prince kept a salad for a singer .,the physician left the boy the tea .,PD,DO,KEEP,LEAVE,A,THE,for,for,-47.66667938232422,"[-3.1744967, -10.643607, -7.209197, -1.4018594, -8.42724, -6.441348, -8.523957, -1.8449736]"
a prince kept a salad for a singer .,the professor sent the chocolate to the cop .,PD,PD,KEEP,SEND,A,THE,for,to,-45.92390441894531,"[-3.1744967, -9.041706, -7.025593, -2.0854373, -11.195904, -1.3864889, -2.2100759, -8.554536, -1.2496678]"
a prince kept a salad for a singer .,the professor sent the cop the chocolate .,PD,DO,KEEP,SEND,A,THE,for,to,-44.48454666137695,"[-3.1744967, -9.041706, -7.025593, -2.0854373, -8.873006, -3.52591, -9.125774, -1.6326249]"
a prince kept a salad for a singer .,the secretary fed the chicken to the nurse .,PD,PD,KEEP,FEED,A,THE,for,to,-46.04633331298828,"[-3.1744967, -9.175578, -13.096482, -1.6813202, -7.0496325, -2.0199068, -1.3565135, -7.3817463, -1.110657]"
a prince kept a salad for a singer .,the secretary fed the nurse the chicken .,PD,DO,KEEP,FEED,A,THE,for,to,-46.51005935668945,"[-3.1744967, -9.175578, -13.096482, -1.6813202, -8.957494, -3.2226582, -5.6650176, -1.5370123]"
a prince kept a singer a salad .,the professor found the candy for the business .,DO,PD,KEEP,FIND,A,THE,for,for,-48.204811096191406,"[-3.1621895, -9.052465, -5.438415, -2.313415, -9.734495, -5.212687, -1.6362281, -8.227325, -3.427588]"
a prince kept a singer a salad .,the professor found the business the candy .,DO,DO,KEEP,FIND,A,THE,for,for,-49.32972717285156,"[-3.1621895, -9.052465, -5.438415, -2.313415, -8.4417095, -5.8134427, -12.156949, -2.9511437]"
a prince kept a singer a salad .,the boy left the bag for the administration .,DO,PD,KEEP,LEAVE,A,THE,for,for,-45.462562561035156,"[-3.1621895, -8.043602, -6.158813, -1.4090149, -7.777481, -3.4474614, -1.5668379, -12.111557, -1.7856021]"
a prince kept a singer a salad .,the boy left the administration the bag .,DO,DO,KEEP,LEAVE,A,THE,for,for,-45.69913101196289,"[-3.1621895, -8.043602, -6.158813, -1.4090149, -10.331683, -5.51902, -9.227716, -1.8470906]"
a prince kept a singer a salad .,the physician left the tea for the boy .,DO,PD,KEEP,LEAVE,A,THE,for,for,-44.31757354736328,"[-3.1621895, -10.607559, -7.223618, -1.4463032, -8.630229, -4.3713264, -1.5753541, -6.2140393, -1.0869554]"
a prince kept a singer a salad .,the physician left the boy the tea .,DO,DO,KEEP,LEAVE,A,THE,for,for,-43.16762924194336,"[-3.1621895, -10.607559, -7.223618, -1.4463032, -7.9700866, -4.9735794, -6.3772, -1.4070929]"
a prince kept a singer a salad .,the professor sent the chocolate to the cop .,DO,PD,KEEP,SEND,A,THE,for,to,-46.55475616455078,"[-3.1621895, -9.052465, -7.0310225, -2.2379484, -11.208477, -2.0326614, -2.2288775, -8.293297, -1.3078195]"
