prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the lady drew the club the glass .,a cop delivered a salad for a winner .,DO,PD,DRAW,DELIVER,THE,A,for,for,-48.97990798950195,"[-3.7887468, -8.266705, -10.025761, -0.7055112, -10.791611, -3.3307686, -1.6947975, -9.548578, -0.82743007]"
the lady drew the club the glass .,a cop delivered a winner a salad .,DO,DO,DRAW,DELIVER,THE,A,for,for,-51.583065032958984,"[-3.788745, -8.266704, -10.025759, -0.7055103, -12.00166, -6.5164304, -8.899248, -1.379009]"
the lady drew the club the iron .,a soldier gave a machine to a king .,DO,PD,DRAW,GIVE,THE,A,for,to,-45.89550018310547,"[-3.777051, -7.3318787, -8.077934, -1.3264056, -7.376033, -6.6430416, -0.7872871, -9.237866, -1.3380035]"
the lady drew the club the iron .,a soldier gave a king a machine .,DO,DO,DRAW,GIVE,THE,A,for,to,-47.40093994140625,"[-3.77705, -7.3318825, -8.07793, -1.3264033, -11.833136, -1.2437949, -8.003595, -5.8071437]"
the lady drew the club the iron .,a husband purchased a bowl for a business .,DO,PD,DRAW,PURCHASE,THE,A,for,for,-48.009521484375,"[-3.777051, -8.867691, -11.506223, -0.61731243, -7.982769, -4.1744184, -2.3859305, -6.3721156, -2.326011]"
the lady drew the club the iron .,a husband purchased a business a bowl .,DO,DO,DRAW,PURCHASE,THE,A,for,for,-51.598838806152344,"[-3.77705, -8.86769, -11.506222, -0.61731243, -7.088815, -5.5275736, -9.565197, -4.648979]"
the lady drew the daughter the plate .,a doctor gave a meal to a corporation .,DO,PD,DRAW,GIVE,THE,A,for,to,-43.01483154296875,"[-3.8123136, -7.383793, -5.0506535, -1.8200216, -8.679743, -0.21535824, -1.0915241, -12.667759, -2.2936673]"
the lady drew the daughter the plate .,a doctor gave a corporation a meal .,DO,DO,DRAW,GIVE,THE,A,for,to,-42.5150032043457,"[-3.8123157, -7.3837934, -5.0506525, -1.8200197, -14.297831, -0.9531908, -7.5591145, -1.6380885]"
the lady drew the daughter the plate .,a winner fed a meal to a captain .,DO,PD,DRAW,FEED,THE,A,for,to,-49.67823028564453,"[-3.8123136, -10.154534, -12.192557, -2.1139474, -6.885073, -1.689255, -1.1822462, -10.250857, -1.3974444]"
the lady drew the daughter the plate .,a winner fed a captain a meal .,DO,DO,DRAW,FEED,THE,A,for,to,-50.121978759765625,"[-3.8123157, -10.154535, -12.192558, -2.113947, -10.72606, -3.0963466, -6.588267, -1.4379455]"
the lady drew the engine for the club .,a chief kept a salad for an administration .,PD,PD,DRAW,KEEP,THE,A,for,for,-56.270042419433594,"[-3.8004498, -9.001589, -9.738848, -1.9301939, -12.032225, -2.7530916, -5.0080338, -9.575634, -2.4299798]"
the lady drew the engine for the club .,a chief kept an administration a salad .,PD,DO,DRAW,KEEP,THE,A,for,for,-56.75257873535156,"[-3.8004496, -9.001591, -9.738848, -3.1190314, -10.265504, -6.3157005, -13.026543, -1.4849133]"
the lady drew the engine for the club .,a mother saved a candy for a company .,PD,PD,DRAW,SAVE,THE,A,for,for,-49.50409698486328,"[-3.8004498, -6.3562083, -9.049921, -1.3272617, -11.250897, -4.9625034, -2.297514, -7.9802265, -2.4791136]"
the lady drew the engine for the club .,a mother saved a company a candy .,PD,DO,DRAW,SAVE,THE,A,for,for,-54.15040588378906,"[-3.8004496, -6.356208, -9.049921, -1.3272612, -8.9246025, -6.97847, -12.67067, -5.0428247]"
the lady drew the glass for the club .,a cop delivered a salad for a winner .,PD,PD,DRAW,DELIVER,THE,A,for,for,-48.81941223144531,"[-3.7978022, -8.219175, -10.003635, -0.73311186, -10.904276, -2.157208, -1.3342324, -10.180588, -1.4893848]"
the lady drew the glass for the club .,a cop delivered a winner a salad .,PD,DO,DRAW,DELIVER,THE,A,for,for,-53.741214752197266,"[-3.797801, -8.219173, -10.003634, -0.7331114, -11.851803, -6.8650923, -10.08605, -2.1845498]"
the lady drew the gun for the soldier .,a kid threw a candy to an employer .,PD,PD,DRAW,THROW,THE,A,for,to,-46.49015808105469,"[-3.7828698, -8.680608, -6.5529275, -0.56901485, -6.4645433, -4.7939167, -3.7507718, -9.829682, -2.0658264]"
the lady drew the gun for the soldier .,a kid threw an employer a candy .,PD,DO,DRAW,THROW,THE,A,for,to,-48.58054733276367,"[-3.7828672, -8.68061, -6.552926, -3.282209, -13.273929, -1.8312569, -7.5167923, -3.6599584]"
the lady drew the iron for the club .,a soldier gave a machine to a king .,PD,PD,DRAW,GIVE,THE,A,for,to,-46.42049789428711,"[-3.7764232, -7.3451333, -7.8480835, -1.5736932, -8.672397, -5.7183704, -0.6601685, -9.116645, -1.7095847]"
the lady drew the iron for the club .,a soldier gave a king a machine .,PD,DO,DRAW,GIVE,THE,A,for,to,-48.09886169433594,"[-3.7764244, -7.345132, -7.8480816, -1.5736965, -11.644007, -1.4989157, -8.26086, -6.151742]"
the lady drew the iron for the club .,a husband purchased a bowl for a business .,PD,PD,DRAW,PURCHASE,THE,A,for,for,-46.52491760253906,"[-3.7764232, -8.815237, -11.285997, -0.6674222, -8.226964, -3.1977043, -2.5700197, -5.9588985, -2.0262525]"
the lady drew the iron for the club .,a husband purchased a business a bowl .,PD,DO,DRAW,PURCHASE,THE,A,for,for,-54.767005920410156,"[-3.7764244, -8.815236, -11.286, -0.667421, -6.9079742, -5.7702165, -11.968039, -5.5756965]"
the lady drew the partner the telephone .,a mother caught an engine for a writer .,DO,PD,DRAW,CATCH,THE,A,for,for,-54.88959503173828,"[-3.7971907, -6.2364755, -6.786771, -4.9319277, -8.255146, -6.2394342, -2.2798173, -13.739893, -2.622939]"
the lady drew the partner the telephone .,a mother caught a writer an engine .,DO,DO,DRAW,CATCH,THE,A,for,for,-53.05767059326172,"[-3.7971885, -6.236475, -6.786771, -2.9359274, -11.829151, -7.3789005, -10.567751, -3.5255053]"
the lady drew the plate for the daughter .,a doctor gave a meal to a corporation .,PD,PD,DRAW,GIVE,THE,A,for,to,-44.163124084472656,"[-3.803224, -7.3700156, -5.2156634, -1.6693363, -8.963611, -0.3299693, -0.9494394, -13.084454, -2.7774088]"
the lady drew the plate for the daughter .,a doctor gave a corporation a meal .,PD,DO,DRAW,GIVE,THE,A,for,to,-44.86758804321289,"[-3.8032248, -7.370015, -5.2156653, -1.6693369, -14.810998, -1.1521423, -8.317246, -2.5289588]"
the lady drew the plate for the daughter .,a winner fed a meal to a captain .,PD,PD,DRAW,FEED,THE,A,for,to,-50.40058517456055,"[-3.803224, -10.217789, -12.327613, -2.0797257, -7.3565373, -1.3992441, -1.0112057, -10.561338, -1.6439085]"
the lady drew the plate for the daughter .,a winner fed a captain a meal .,PD,DO,DRAW,FEED,THE,A,for,to,-51.65773010253906,"[-3.8032248, -10.217789, -12.327612, -2.079725, -11.402824, -4.026515, -5.926531, -1.8735069]"
the lady drew the secretary the button .,a writer purchased an iron for a band .,DO,PD,DRAW,PURCHASE,THE,A,for,for,-52.45529556274414,"[-3.8298392, -7.832812, -9.838544, -2.8565893, -8.208737, -5.566984, -2.1293063, -8.746427, -3.4460573]"
the lady drew the secretary the button .,a writer purchased a band an iron .,DO,DO,DRAW,PURCHASE,THE,A,for,for,-51.80015563964844,"[-3.8298407, -7.8328123, -9.838544, -1.1768655, -9.554134, -8.848887, -7.490671, -3.2283971]"
the lady drew the secretary the button .,a teacher caught a glass for a girl .,DO,PD,DRAW,CATCH,THE,A,for,for,-47.44781494140625,"[-3.8298392, -7.1778555, -7.4560738, -4.0940094, -8.870206, -5.757208, -2.230857, -5.570436, -2.4613318]"
the lady drew the secretary the button .,a teacher caught a girl a glass .,DO,DO,DRAW,CATCH,THE,A,for,for,-46.56342697143555,"[-3.8298407, -7.177855, -7.456078, -4.0940104, -4.4351134, -7.0643263, -7.6439, -4.862303]"
the lady drew the soldier the gun .,a kid threw a candy to an employer .,DO,PD,DRAW,THROW,THE,A,for,to,-46.07190704345703,"[-3.79267, -8.48122, -6.45125, -0.5873632, -6.479512, -4.8902307, -3.8182507, -9.805994, -1.7654166]"
the lady drew the soldier the gun .,a kid threw an employer a candy .,DO,DO,DRAW,THROW,THE,A,for,to,-45.869651794433594,"[-3.7926736, -8.481222, -6.451249, -3.3097043, -12.832016, -0.7693039, -7.1354837, -3.098001]"
the lady drew the telephone for the partner .,a mother caught an engine for a writer .,PD,PD,DRAW,CATCH,THE,A,for,for,-55.10828399658203,"[-3.8055363, -6.127315, -6.8147125, -4.8822136, -8.306057, -5.815091, -2.498742, -14.191597, -2.6670237]"
the lady drew the telephone for the partner .,a mother caught a writer an engine .,PD,DO,DRAW,CATCH,THE,A,for,for,-55.94800567626953,"[-3.8055387, -6.1273165, -6.81471, -2.8567905, -12.403569, -9.10137, -10.529709, -4.309003]"
the lady fed the candy to the manager .,a scientist designed a box for a prince .,PD,PD,FEED,DESIGN,THE,A,to,for,-45.271934509277344,"[-3.8327475, -8.075991, -7.747849, -0.8916086, -7.485211, -3.0762653, -1.7663543, -10.484673, -1.9112326]"
the lady fed the candy to the manager .,a scientist designed a prince a box .,PD,DO,FEED,DESIGN,THE,A,to,for,-50.951011657714844,"[-3.8327467, -8.07599, -7.7478504, -0.891608, -13.50247, -7.3556757, -6.6600766, -2.8845932]"
the lady fed the cheese to the hero .,a pilot took a bag to a mayor .,PD,PD,FEED,TAKE,THE,A,to,to,-48.116641998291016,"[-3.8071136, -7.990918, -5.7579966, -2.1867743, -8.707279, -3.7779856, -1.7196667, -11.067413, -3.1014953]"
the lady fed the cheese to the hero .,a pilot took a mayor a bag .,PD,DO,FEED,TAKE,THE,A,to,to,-54.50379180908203,"[-3.8071158, -7.9909177, -5.757995, -2.1867762, -14.771392, -6.719807, -8.365541, -4.9042478]"
the lady fed the cheese to the priest .,a bishop gave a juice to an army .,PD,PD,FEED,GIVE,THE,A,to,to,-48.50462341308594,"[-3.836083, -9.383331, -6.981825, -1.4683882, -11.512553, -0.41838723, -3.6235213, -7.161291, -4.1192446]"
the lady fed the cheese to the priest .,a bishop gave an army a juice .,PD,DO,FEED,GIVE,THE,A,to,to,-53.106483459472656,"[-3.8360817, -9.383333, -6.9818244, -2.940819, -9.126072, -5.93558, -11.535606, -3.3671658]"
the lady fed the hero the cheese .,a pilot took a bag to a mayor .,DO,PD,FEED,TAKE,THE,A,to,to,-48.74296951293945,"[-3.7893183, -7.989493, -5.79163, -2.0199773, -8.806328, -4.4330187, -1.5265211, -11.174301, -3.2123818]"
the lady fed the hero the cheese .,a pilot took a mayor a bag .,DO,DO,FEED,TAKE,THE,A,to,to,-52.49475860595703,"[-3.7893205, -7.9894915, -5.7916327, -2.019978, -14.48293, -5.5459723, -8.547019, -4.328415]"
the lady fed the manager the candy .,a scientist designed a box for a prince .,DO,PD,FEED,DESIGN,THE,A,to,for,-45.03903579711914,"[-3.8069339, -8.065633, -7.8094063, -0.8320061, -7.6096697, -3.183173, -1.6560347, -10.352792, -1.7233852]"
the lady fed the manager the candy .,a scientist designed a prince a box .,DO,DO,FEED,DESIGN,THE,A,to,for,-50.131935119628906,"[-3.8069298, -8.065631, -7.8094053, -0.8320051, -13.465889, -7.342612, -6.5331116, -2.2763526]"
the lady fed the priest the cheese .,a bishop gave a juice to an army .,DO,PD,FEED,GIVE,THE,A,to,to,-50.221099853515625,"[-3.8167758, -9.327381, -7.0883512, -1.3478235, -12.115955, -0.92350996, -3.3746703, -7.6543417, -4.572292]"
the lady fed the priest the cheese .,a bishop gave an army a juice .,DO,DO,FEED,GIVE,THE,A,to,to,-50.067298889160156,"[-3.8167756, -9.327381, -7.0883493, -2.8368247, -8.962488, -5.2153845, -10.883501, -1.9365941]"
the lady fed the professor the salad .,a nurse drew a knife for an administration .,DO,PD,FEED,DRAW,THE,A,to,for,-46.705284118652344,"[-3.8258536, -7.3987484, -7.706085, -1.0503892, -3.3824718, -6.3716764, -3.6533911, -9.675079, -3.6415892]"
the lady fed the professor the salad .,a nurse drew an administration a knife .,DO,DO,FEED,DRAW,THE,A,to,for,-47.52677536010742,"[-3.825855, -7.3987494, -7.7060843, -3.7099228, -10.460283, -6.470312, -5.9787545, -1.9768133]"
the lady fed the salad to the professor .,a nurse drew a knife for an administration .,PD,PD,FEED,DRAW,THE,A,to,for,-46.12588119506836,"[-3.8474276, -7.4397163, -7.7204933, -1.0642152, -3.4823291, -6.4976983, -3.8921719, -9.31899, -2.8628402]"
the lady fed the salad to the professor .,a nurse drew an administration a knife .,PD,DO,FEED,DRAW,THE,A,to,for,-49.27928924560547,"[-3.8474276, -7.439718, -7.7204914, -3.6335201, -10.580355, -7.5792537, -6.1429048, -2.3356206]"
the lady found the administration the book .,an opponent supplied a juice to a company .,DO,PD,FIND,SUPPLY,THE,A,for,to,-55.29945755004883,"[-5.9580197, -8.325673, -12.487731, -1.9075943, -10.776824, -2.3936596, -2.2904043, -8.259914, -2.899637]"
the lady found the administration the book .,an opponent supplied a company a juice .,DO,DO,FIND,SUPPLY,THE,A,for,to,-54.59727478027344,"[-5.958018, -8.325674, -12.487731, -1.9075947, -9.0285225, -4.192683, -10.488262, -2.2087913]"
the lady found the administration the pie .,a mother drew a crystal for a colonel .,DO,PD,FIND,DRAW,THE,A,for,for,-52.761714935302734,"[-3.7522573, -6.21686, -9.107174, -0.8641381, -9.80732, -4.3799524, -1.502422, -15.562275, -1.5693175]"
the lady found the administration the pie .,a mother drew a colonel a crystal .,DO,DO,FIND,DRAW,THE,A,for,for,-53.207115173339844,"[-3.7522552, -6.216861, -9.107176, -0.86413825, -15.238208, -4.769564, -10.027576, -3.2313347]"
the lady found the administration the pie .,a minister bought a machine for a president .,DO,PD,FIND,BUY,THE,A,for,for,-47.087745666503906,"[-3.7522573, -9.277603, -10.461589, -0.8141827, -7.9446363, -2.2257366, -1.9708331, -9.353112, -1.2877986]"
the lady found the administration the pie .,a minister bought a president a machine .,DO,DO,FIND,BUY,THE,A,for,for,-47.1888313293457,"[-3.7522552, -9.277604, -10.461586, -0.81418246, -10.426642, -1.450698, -9.200703, -1.8051603]"
the lady found the book for the administration .,an opponent supplied a juice to a company .,PD,PD,FIND,SUPPLY,THE,A,for,to,-56.127845764160156,"[-5.9764466, -8.312609, -12.668731, -2.0907207, -11.17449, -2.0617826, -2.6784194, -8.08041, -3.0842383]"
the lady found the book for the administration .,an opponent supplied a company a juice .,PD,DO,FIND,SUPPLY,THE,A,for,to,-58.52885437011719,"[-5.97645, -8.312608, -12.668732, -2.0907211, -9.300807, -6.2214518, -10.836905, -3.1211815]"
the lady found the pie for the administration .,a mother drew a crystal for a colonel .,PD,PD,FIND,DRAW,THE,A,for,for,-53.035301208496094,"[-3.7705133, -6.0713644, -9.07389, -0.7615502, -9.75263, -4.060389, -1.4206705, -16.1375, -1.9867961]"
the lady found the pie for the administration .,a mother drew a colonel a crystal .,PD,DO,FIND,DRAW,THE,A,for,for,-57.468387603759766,"[-3.7705185, -6.0713644, -9.073889, -0.76155114, -15.847683, -7.0599613, -10.725946, -4.1574736]"
the lady found the pie for the administration .,a minister bought a machine for a president .,PD,PD,FIND,BUY,THE,A,for,for,-45.90048599243164,"[-3.7705133, -9.277753, -10.611958, -0.78145754, -7.7809143, -1.5415523, -2.013064, -8.540436, -1.5828383]"
the lady found the pie for the administration .,a minister bought a president a machine .,PD,DO,FIND,BUY,THE,A,for,for,-50.86481475830078,"[-3.7705185, -9.277754, -10.611955, -0.7814579, -10.682007, -3.1150413, -9.715546, -2.910537]"
the lady gave the actor the tea .,a winner drew a computer for an employee .,DO,PD,GIVE,DRAW,THE,A,to,for,-54.72917175292969,"[-3.7619374, -10.523717, -10.539985, -1.8039181, -9.839445, -4.820304, -3.660458, -7.969738, -1.8096732]"
the lady gave the actor the tea .,a winner drew an employee a computer .,DO,DO,GIVE,DRAW,THE,A,to,for,-58.05426788330078,"[-3.7619376, -10.523718, -10.539986, -4.001361, -12.528117, -5.241397, -9.129386, -2.3283648]"
the lady gave the actor the tea .,a parent delivered a flower for a cop .,DO,PD,GIVE,DELIVER,THE,A,to,for,-48.786705017089844,"[-3.7619374, -8.059307, -8.848833, -0.78310686, -8.643699, -3.361461, -1.9600897, -11.156708, -2.211567]"
the lady gave the actor the tea .,a parent delivered a cop a flower .,DO,DO,GIVE,DELIVER,THE,A,to,for,-43.35576629638672,"[-3.7619376, -8.059307, -8.848836, -0.78310716, -10.989624, -1.5796046, -7.72486, -1.6084886]"
the lady gave the band the chocolate .,a sheriff found a glass for an army .,DO,PD,GIVE,FIND,THE,A,to,for,-52.04108428955078,"[-3.7813995, -8.820473, -6.7227907, -0.9180145, -7.4116583, -6.9201927, -4.014018, -7.498626, -5.953915]"
the lady gave the band the chocolate .,a sheriff found an army a glass .,DO,DO,GIVE,FIND,THE,A,to,for,-56.23139953613281,"[-3.7813978, -8.820472, -6.722788, -3.4874246, -7.505057, -9.751383, -11.115777, -5.0471034]"
the lady gave the band the chocolate .,a buddy purchased a jacket for a writer .,DO,PD,GIVE,PURCHASE,THE,A,to,for,-48.5626106262207,"[-3.7813995, -10.515957, -9.167168, -0.85460126, -8.449308, -2.3255074, -1.8262608, -10.037445, -1.6049646]"
the lady gave the band the chocolate .,a buddy purchased a writer a jacket .,DO,DO,GIVE,PURCHASE,THE,A,to,for,-54.4066276550293,"[-3.7813978, -10.515957, -9.16717, -0.85460186, -12.245444, -7.411066, -8.746948, -1.6840429]"
the lady gave the band the chocolate .,an attorney saved an anchor for a teacher .,DO,PD,GIVE,SAVE,THE,A,to,for,-50.429786682128906,"[-5.9810266, -5.8680167, -13.305474, -3.3080344, -8.651304, -3.3043158, -2.122088, -5.8574576, -2.0320683]"
the lady gave the band the chocolate .,an attorney saved a teacher an anchor .,DO,DO,GIVE,SAVE,THE,A,to,for,-57.688987731933594,"[-5.9810266, -5.8680143, -13.30547, -1.2876248, -6.692402, -9.77529, -10.798787, -3.9803748]"
the lady gave the band the chocolate .,a guest supplied a plate to a minister .,DO,PD,GIVE,SUPPLY,THE,A,to,to,-51.5452880859375,"[-3.7813995, -8.1251955, -12.895981, -2.4136243, -8.676942, -3.282053, -3.1157703, -7.641634, -1.6126888]"
the lady gave the band the chocolate .,a guest supplied a minister a plate .,DO,DO,GIVE,SUPPLY,THE,A,to,to,-55.02455139160156,"[-3.7813978, -8.125195, -12.895979, -2.4136238, -11.826271, -5.3042593, -6.4582043, -4.2196207]"
the lady gave the beer to the corporation .,a winner made a motor for a club .,PD,PD,GIVE,MAKE,THE,A,to,for,-49.272926330566406,"[-3.8065727, -10.378664, -7.2899055, -2.2951446, -10.175511, -5.2382565, -1.8997669, -6.8557024, -1.3333998]"
the lady gave the beer to the corporation .,a winner made a club a motor .,PD,DO,GIVE,MAKE,THE,A,to,for,-53.813018798828125,"[-3.8065734, -10.378664, -7.289905, -2.2951453, -9.575537, -3.3217933, -11.462772, -5.682628]"
the lady gave the beer to the corporation .,a president promised a tea to an employee .,PD,PD,GIVE,PROMISE,THE,A,to,to,-49.34464645385742,"[-3.8065727, -9.332363, -8.551678, -2.6091146, -10.06971, -3.3208477, -4.89848, -5.0740924, -1.6817883]"
the lady gave the beer to the corporation .,a president promised an employee a tea .,PD,DO,GIVE,PROMISE,THE,A,to,to,-48.384559631347656,"[-3.8065734, -9.332364, -8.5516815, -4.2433667, -8.514395, -2.1017385, -9.42062, -2.4138224]"
the lady gave the captain the meal .,a husband purchased a bowl for a business .,DO,PD,GIVE,PURCHASE,THE,A,to,for,-47.07725143432617,"[-3.808838, -8.621202, -10.982327, -0.7985967, -6.752661, -3.8477445, -2.7181053, -6.3571663, -3.1906102]"
the lady gave the captain the meal .,a husband purchased a business a bowl .,DO,DO,GIVE,PURCHASE,THE,A,to,for,-54.461734771728516,"[-3.808844, -8.621204, -10.982323, -0.79859775, -7.5048685, -5.8593273, -11.34334, -5.5432296]"
the lady gave the champion the tea .,a princess caught a motor for an uncle .,DO,PD,GIVE,CATCH,THE,A,to,for,-54.22809600830078,"[-3.767395, -10.506609, -6.1705704, -2.9960566, -10.158819, -8.08116, -4.02336, -6.8803473, -1.6437787]"
the lady gave the champion the tea .,a princess caught an uncle a motor .,DO,DO,GIVE,CATCH,THE,A,to,for,-55.29841613769531,"[-3.7673917, -10.506611, -6.1705704, -5.2305923, -6.641569, -6.544001, -10.4709215, -5.9667573]"
the lady gave the chicken to the man .,a singer sold a candy to a club .,PD,PD,GIVE,SELL,THE,A,to,to,-45.64924240112305,"[-3.8006139, -10.2594185, -9.505076, -1.8869034, -8.40756, -2.237615, -0.5455985, -7.3057075, -1.7007484]"
the lady gave the chicken to the man .,a singer sold a club a candy .,PD,DO,GIVE,SELL,THE,A,to,to,-54.25293731689453,"[-3.8006155, -10.259419, -9.505077, -1.8869029, -8.171139, -6.8447614, -9.022087, -4.7629366]"
the lady gave the chicken to the man .,a bishop delivered a salad for a husband .,PD,PD,GIVE,DELIVER,THE,A,to,for,-51.66903305053711,"[-3.8006139, -9.987906, -8.556514, -0.95215726, -14.131571, -3.333352, -2.326733, -7.197114, -1.3830701]"
the lady gave the chicken to the man .,a bishop delivered a husband a salad .,PD,DO,GIVE,DELIVER,THE,A,to,for,-49.705833435058594,"[-3.8006155, -9.987906, -8.556513, -0.95215523, -10.269205, -5.012787, -9.683555, -1.4430939]"
the lady gave the chocolate to the band .,a sheriff found a glass for an army .,PD,PD,GIVE,FIND,THE,A,to,for,-51.32123947143555,"[-3.8205423, -8.956078, -6.594541, -0.90878075, -7.3308954, -7.0743937, -3.7862177, -6.960245, -5.8895435]"
the lady gave the chocolate to the band .,a sheriff found an army a glass .,PD,DO,GIVE,FIND,THE,A,to,for,-57.29289245605469,"[-3.820544, -8.956077, -6.5945406, -3.5030022, -7.6341105, -9.897628, -11.392122, -5.494868]"
the lady gave the chocolate to the band .,a buddy purchased a jacket for a writer .,PD,PD,GIVE,PURCHASE,THE,A,to,for,-48.37186050415039,"[-3.8205423, -10.438422, -9.0673485, -0.8503955, -8.5008545, -2.0925727, -1.696093, -10.214569, -1.6910629]"
the lady gave the chocolate to the band .,a buddy purchased a writer a jacket .,PD,DO,GIVE,PURCHASE,THE,A,to,for,-54.857643127441406,"[-3.820544, -10.438422, -9.0673485, -0.85039467, -12.357065, -7.603053, -8.769248, -1.9515715]"
the lady gave the chocolate to the band .,an attorney saved an anchor for a teacher .,PD,PD,GIVE,SAVE,THE,A,to,for,-49.841827392578125,"[-6.0177116, -6.010608, -12.842009, -3.273323, -8.669271, -3.3088994, -1.9465415, -5.874934, -1.8985295]"
the lady gave the chocolate to the band .,an attorney saved a teacher an anchor .,PD,DO,GIVE,SAVE,THE,A,to,for,-58.02876281738281,"[-6.0177145, -6.010606, -12.84201, -1.2355467, -6.906164, -10.030634, -11.053746, -3.93234]"
the lady gave the chocolate to the band .,a guest supplied a plate to a minister .,PD,PD,GIVE,SUPPLY,THE,A,to,to,-49.819419860839844,"[-3.8205423, -8.076542, -12.867893, -2.7655458, -7.9331517, -2.3826556, -3.0677533, -7.4867506, -1.4185842]"
the lady gave the chocolate to the band .,a guest supplied a minister a plate .,PD,DO,GIVE,SUPPLY,THE,A,to,to,-55.04515075683594,"[-3.820544, -8.076542, -12.86789, -2.7655468, -12.467917, -5.047937, -6.0562296, -3.9425461]"
the lady gave the company the pie .,a scientist kept a flower for a corporation .,DO,PD,GIVE,KEEP,THE,A,to,for,-50.16449737548828,"[-3.7549243, -8.261783, -9.990751, -1.2308311, -9.552648, -3.5246606, -2.2688596, -10.278528, -1.3015096]"
the lady gave the company the pie .,a scientist kept a corporation a flower .,DO,DO,GIVE,KEEP,THE,A,to,for,-54.690269470214844,"[-3.754921, -8.26178, -9.990753, -1.2308294, -12.290653, -5.9675913, -11.999563, -1.1941788]"
the lady gave the company the pie .,a father sent a cup to a guy .,DO,PD,GIVE,SEND,THE,A,to,to,-42.73838806152344,"[-3.7549243, -6.968461, -6.91586, -1.2864907, -9.021137, -3.0938525, -2.2268145, -7.006732, -2.464117]"
the lady gave the company the pie .,a father sent a guy a cup .,DO,DO,GIVE,SEND,THE,A,to,to,-41.43645477294922,"[-3.754921, -6.968462, -6.915865, -1.286494, -9.861627, -1.5413793, -6.1708646, -4.936844]"
the lady gave the company the pie .,a cop promised a salad to a secretary .,DO,PD,GIVE,PROMISE,THE,A,to,to,-49.553855895996094,"[-3.7549243, -8.255512, -10.1783695, -2.0718923, -9.863045, -2.6560264, -1.6057857, -9.32717, -1.841132]"
the lady gave the company the pie .,a cop promised a secretary a salad .,DO,DO,GIVE,PROMISE,THE,A,to,to,-48.37029266357422,"[-3.754921, -8.255512, -10.178371, -2.0718915, -12.554398, -2.6992974, -7.591994, -1.2639067]"
the lady gave the corporation the beer .,a winner made a motor for a club .,DO,PD,GIVE,MAKE,THE,A,to,for,-50.280067443847656,"[-3.7765656, -10.398626, -7.3332276, -2.4555392, -10.3846655, -5.300703, -1.8803036, -7.193958, -1.55648]"
the lady gave the corporation the beer .,a winner made a club a motor .,DO,DO,GIVE,MAKE,THE,A,to,for,-53.125755310058594,"[-3.7765644, -10.398627, -7.3332295, -2.4555411, -9.218418, -3.629646, -11.488032, -4.8256974]"
