prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the child promised the manager the motor .,a wife left a beer for a father .,DO,PD,PROMISE,LEAVE,THE,A,to,for,-41.73149108886719,"[-3.7778106, -9.321143, -7.082242, -1.439234, -7.5078387, -3.9247823, -1.2963703, -5.6279345, -1.7541351]"
the child promised the manager the motor .,a wife left a father a beer .,DO,DO,PROMISE,LEAVE,THE,A,to,for,-42.64257049560547,"[-3.7778106, -9.321143, -7.082242, -1.439234, -5.9580398, -5.747305, -7.5121546, -1.804639]"
the child promised the motor to the manager .,a wife left a beer for a father .,PD,PD,PROMISE,LEAVE,THE,A,to,for,-41.16044616699219,"[-3.820406, -9.456837, -6.9961567, -1.367489, -7.3468704, -3.827783, -1.2849357, -5.530684, -1.5292835]"
the child promised the motor to the manager .,a wife left a father a beer .,PD,DO,PROMISE,LEAVE,THE,A,to,for,-42.57075500488281,"[-3.820406, -9.456837, -6.9961567, -1.367489, -6.5035124, -5.598445, -6.830461, -1.9974477]"
the child promised the wife the wire .,a sheriff drew a knife for an administration .,DO,PD,PROMISE,DRAW,THE,A,to,for,-55.76531219482422,"[-3.783889, -8.859012, -9.549458, -0.7649264, -4.37092, -4.8976164, -3.242338, -11.704448, -8.592709]"
the child promised the wife the wire .,a sheriff drew an administration a knife .,DO,DO,PROMISE,DRAW,THE,A,to,for,-52.09086608886719,"[-3.783889, -8.859012, -9.549458, -3.7881026, -10.879285, -6.4884915, -6.3397703, -2.4028597]"
the child promised the wife the wire .,a lawyer kept a tea for an army .,DO,PD,PROMISE,KEEP,THE,A,to,for,-54.78398132324219,"[-3.783889, -6.660081, -11.504041, -1.3588562, -10.626747, -5.448346, -4.3594017, -5.969564, -5.073053]"
the child promised the wife the wire .,a lawyer kept an army a tea .,DO,DO,PROMISE,KEEP,THE,A,to,for,-56.90089416503906,"[-3.783889, -6.660081, -11.504041, -2.1852417, -7.055474, -9.835695, -11.540615, -4.3358593]"
the child promised the wire to the wife .,a sheriff drew a knife for an administration .,PD,PD,PROMISE,DRAW,THE,A,to,for,-55.59156036376953,"[-3.8040102, -8.993473, -9.662545, -0.75052404, -4.362337, -5.204761, -3.3742878, -11.940478, -7.499145]"
the child promised the wire to the wife .,a sheriff drew an administration a knife .,PD,DO,PROMISE,DRAW,THE,A,to,for,-52.76765060424805,"[-3.8040102, -8.993473, -9.662545, -3.7721877, -10.792088, -6.6102276, -6.666522, -2.4665968]"
the child promised the wire to the wife .,a lawyer kept a tea for an army .,PD,PD,PROMISE,KEEP,THE,A,to,for,-54.317405700683594,"[-3.8040102, -6.759247, -11.599018, -1.3450485, -10.510361, -5.360578, -4.4913363, -5.7690353, -4.678767]"
the child promised the wire to the wife .,a lawyer kept an army a tea .,PD,DO,PROMISE,KEEP,THE,A,to,for,-56.927040100097656,"[-3.8040102, -6.759247, -11.599018, -2.2289996, -6.985144, -9.757229, -11.479209, -4.3141804]"
the child purchased the anchor for the singer .,a champion sold a meal to a business .,PD,PD,PURCHASE,SELL,THE,A,for,to,-46.748226165771484,"[-3.8153923, -9.6523075, -9.780171, -2.3374045, -8.494094, -1.0736272, -0.9888886, -7.459946, -3.1463957]"
the child purchased the anchor for the singer .,a champion sold a business a meal .,PD,DO,PURCHASE,SELL,THE,A,for,to,-49.19458770751953,"[-3.8153923, -9.6523075, -9.780171, -2.3374045, -6.7102723, -6.482517, -7.5616837, -2.854837]"
the child purchased the chocolate for the wife .,a singer caught a book for a mayor .,PD,PD,PURCHASE,CATCH,THE,A,for,for,-53.271385192871094,"[-3.8369951, -10.221847, -6.943866, -4.9888554, -8.656767, -3.6281338, -2.0989285, -11.263773, -1.6322196]"
the child purchased the chocolate for the wife .,a singer caught a mayor a book .,PD,DO,PURCHASE,CATCH,THE,A,for,for,-56.93297576904297,"[-3.8369951, -10.221847, -6.943866, -4.9888554, -12.208448, -7.0522656, -8.530485, -3.150217]"
