prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the attorney showed the opponent the beer .,an aunt brought a jacket to an army .,DO,PD,SHOW,BRING,THE,A,to,to,-51.66941833496094,"[-5.945835, -8.173609, -7.630739, -1.6523435, -9.057957, -1.0443611, -5.0850296, -7.078198, -6.001345]"
the attorney showed the opponent the beer .,an aunt brought an army a jacket .,DO,DO,SHOW,BRING,THE,A,to,to,-54.40776062011719,"[-5.945835, -8.173609, -7.630739, -4.083658, -6.6122856, -9.160898, -10.605, -2.1957357]"
the attorney showed the opponent the beer .,a kid caught a hat for a woman .,DO,PD,SHOW,CATCH,THE,A,to,for,-47.90325164794922,"[-3.7306843, -9.1446495, -6.53844, -4.762128, -7.3665743, -5.8687916, -1.8898218, -6.79115, -1.8110133]"
the attorney showed the opponent the beer .,a kid caught a woman a hat .,DO,DO,SHOW,CATCH,THE,A,to,for,-47.49851989746094,"[-3.7306843, -9.1446495, -6.53844, -4.762128, -6.2161074, -6.999632, -7.860264, -2.246613]"
the attorney showed the uncle the instrument .,an adult bought a salad for a teacher .,DO,PD,SHOW,BUY,THE,A,to,for,-46.332462310791016,"[-5.9398475, -6.2387395, -8.743025, -1.1036196, -10.243248, -2.475238, -2.1656342, -7.9606056, -1.4625049]"
the attorney showed the uncle the instrument .,an adult bought a teacher a salad .,DO,DO,SHOW,BUY,THE,A,to,for,-45.496185302734375,"[-5.9398475, -6.2387395, -8.743025, -1.1036196, -10.3076935, -1.845541, -9.319703, -1.9980162]"
the attorney sold the army the beer .,a son showed a glass to an administration .,DO,PD,SELL,SHOW,THE,A,to,to,-51.529701232910156,"[-3.7596757, -8.536051, -7.0434527, -3.1917033, -9.095427, -3.0116587, -3.6360145, -10.458405, -2.797317]"
the attorney sold the army the beer .,a son showed an administration a glass .,DO,DO,SELL,SHOW,THE,A,to,to,-47.71885299682617,"[-3.7596757, -8.536051, -7.0434527, -4.9190335, -9.253387, -2.3064497, -8.052166, -3.8486369]"
the attorney sold the beer to the army .,a son showed a glass to an administration .,PD,PD,SELL,SHOW,THE,A,to,to,-49.67243194580078,"[-3.7651482, -8.524851, -7.0374656, -3.1602278, -8.837114, -2.2645326, -3.7709553, -9.791753, -2.5203888]"
the attorney sold the beer to the army .,a son showed an administration a glass .,PD,DO,SELL,SHOW,THE,A,to,to,-49.128639221191406,"[-3.7651482, -8.524851, -7.0374656, -4.834263, -9.299171, -2.6308012, -8.170809, -4.8661294]"
the attorney sold the box to the corporation .,a manager caught a bottle for a president .,PD,PD,SELL,CATCH,THE,A,to,for,-50.635498046875,"[-3.78013, -8.239952, -7.843693, -3.4708247, -7.6049795, -5.8409433, -2.7189102, -9.716686, -1.4193804]"
the attorney sold the box to the corporation .,a manager caught a president a bottle .,PD,DO,SELL,CATCH,THE,A,to,for,-52.334625244140625,"[-3.78013, -8.239952, -7.843693, -3.4708247, -11.059538, -6.942391, -7.737877, -3.2602196]"
the attorney sold the box to the corporation .,a buddy delivered a beer for a physician .,PD,PD,SELL,DELIVER,THE,A,to,for,-51.19865798950195,"[-3.78013, -10.443016, -9.545649, -1.2640117, -6.3828335, -3.8761702, -2.979137, -11.877211, -1.0504998]"
the attorney sold the box to the corporation .,a buddy delivered a physician a beer .,PD,DO,SELL,DELIVER,THE,A,to,for,-50.660438537597656,"[-3.78013, -10.443016, -9.545649, -1.2640117, -12.6749325, -4.4459887, -7.1877484, -1.31896]"
