size,pronoun,prime_verb,pd_bias,pd_bias_ratio,target_verb,DO-DO,DO-PD,PD-DO,PD-PD
small,True,BRING,0.2618125021092941,1.036387191293022,DRAW,0.6308770504655484,0.36912294953445157,0.5211133324387124,0.4788866675612876
small,True,BRING,0.2618125021092941,1.036387191293022,FIND,0.6455285653353602,0.3544714346646398,0.5537358853926456,0.44626411460735427
small,True,BRING,0.2618125021092941,1.036387191293022,GET,0.8775836004180471,0.1224163995819529,0.8310949895229099,0.16890501047709008
small,True,BRING,0.2618125021092941,1.036387191293022,GIVE,0.9317553735310491,0.06824462646895091,0.9069252665360618,0.09307473346393814
small,True,BRING,0.2618125021092941,1.036387191293022,KEEP,0.38594465521948007,0.6140553447805199,0.3194254307662893,0.6805745692337106
small,True,BRING,0.2618125021092941,1.036387191293022,LEAVE,0.6995772345943365,0.3004227654056633,0.5874113435824817,0.41258865641751824
small,True,BRING,0.2618125021092941,1.036387191293022,MAKE,0.6866417875627036,0.31335821243729634,0.6404861923861677,0.35951380761383234
small,True,BRING,0.2618125021092941,1.036387191293022,PURCHASE,0.41491057408298837,0.5850894259170116,0.36736208647665974,0.6326379135233402
small,True,BRING,0.2618125021092941,1.036387191293022,SAVE,0.4507118788273649,0.5492881211726351,0.37258450173741614,0.6274154982625838
small,True,BRING,0.2618125021092941,1.036387191293022,SELL,0.798001681325278,0.20199831867472196,0.7159296673150136,0.2840703326849864
small,True,BRING,0.2618125021092941,1.036387191293022,SEND,0.8940919034419187,0.10590809655808119,0.7917224199757245,0.20827758002427563
small,True,BRING,0.2618125021092941,1.036387191293022,SHOW,0.9777993136346841,0.022200686365315882,0.955814589188553,0.04418541081144701
small,True,BRING,0.2618125021092941,1.036387191293022,SUPPLY,0.8184882192103994,0.1815117807896006,0.6974579529319501,0.3025420470680498
small,True,BRING,0.2618125021092941,1.036387191293022,DESIGN,0.2660356123644749,0.7339643876355251,0.21964492866917543,0.7803550713308245
small,True,BRING,0.2618125021092941,1.036387191293022,TAKE,0.48036217747195403,0.519637822528046,0.281199454689717,0.7188005453102829
small,True,BRING,0.2618125021092941,1.036387191293022,FEED,0.9225495087601167,0.0774504912398833,0.87390488412777,0.12609511587223005
small,True,BRING,0.2618125021092941,1.036387191293022,BUY,0.766515858779503,0.23348414122049704,0.7534123924726589,0.24658760752734124
small,True,BRING,0.2618125021092941,1.036387191293022,CATCH,0.5224755969990401,0.4775244030009599,0.4602006923050533,0.5397993076949468
small,True,BRING,0.2618125021092941,1.036387191293022,DELIVER,0.8063288770288889,0.19367112297111114,0.7722176909904452,0.2277823090095548
small,True,BRING,0.2618125021092941,1.036387191293022,THROW,0.8274655483455142,0.17253445165448578,0.7401295848306413,0.2598704151693588
small,True,BRING,0.2618125021092941,1.036387191293022,PROMISE,0.9801450583348265,0.01985494166517367,0.9637195922019768,0.036280407798022954
small,True,DRAW,0.3427671430153708,1.021131084364642,BRING,0.8406320943114836,0.15936790568851655,0.7066252077955039,0.2933747922044961
small,True,DRAW,0.3427671430153708,1.021131084364642,FIND,0.6633042778551299,0.33669572214487004,0.4561961520174387,0.5438038479825613
small,True,DRAW,0.3427671430153708,1.021131084364642,GET,0.8903936943164183,0.10960630568358179,0.7885460283287026,0.21145397167129726
small,True,DRAW,0.3427671430153708,1.021131084364642,GIVE,0.9484195408081848,0.05158045919181514,0.9064762908859845,0.09352370911401557
small,True,DRAW,0.3427671430153708,1.021131084364642,KEEP,0.4202070968224681,0.5797929031775318,0.30145637561027594,0.6985436243897242
small,True,DRAW,0.3427671430153708,1.021131084364642,LEAVE,0.7173305993342987,0.28266940066570123,0.5922767170751303,0.40772328292486976
small,True,DRAW,0.3427671430153708,1.021131084364642,MAKE,0.7567205835643398,0.24327941643566017,0.6143801234346598,0.3856198765653403
small,True,DRAW,0.3427671430153708,1.021131084364642,PURCHASE,0.5124235966748176,0.4875764033251824,0.3986449815224374,0.6013550184775626
small,True,DRAW,0.3427671430153708,1.021131084364642,SAVE,0.4658294481392048,0.5341705518607952,0.3449275367903785,0.6550724632096215
small,True,DRAW,0.3427671430153708,1.021131084364642,SELL,0.8331523219494944,0.16684767805050554,0.7452058914954212,0.25479410850457884
small,True,DRAW,0.3427671430153708,1.021131084364642,SEND,0.8303393879349962,0.16966061206500377,0.7568271131416892,0.24317288685831082
small,True,DRAW,0.3427671430153708,1.021131084364642,SHOW,0.979504316147648,0.02049568385235198,0.9501407863630689,0.04985921363693111
small,True,DRAW,0.3427671430153708,1.021131084364642,SUPPLY,0.8073574560783183,0.19264254392168173,0.6979356440153824,0.3020643559846176
small,True,DRAW,0.3427671430153708,1.021131084364642,DESIGN,0.2788205559629358,0.7211794440370644,0.19911150782984816,0.8008884921701519
small,True,DRAW,0.3427671430153708,1.021131084364642,TAKE,0.4910813876192324,0.5089186123807675,0.3103801152551872,0.6896198847448128
small,True,DRAW,0.3427671430153708,1.021131084364642,FEED,0.956828864544768,0.04317113545523192,0.9086096499596826,0.09139035004031744
